site;enviro;enviro2;sp_01;sp_02;sp_03;sp_04;sp_05;sp_06;sp_07;sp_08;sp_09;sp_10;sp_11;sp_12;sp_13;sp_14;sp_15;sp_16;sp_17;sp_18;sp_19;sp_20
17;-0.0042025695932189;-0.00968569029149424;0;3;3;2;1;5;5;6;4;2;0;1;3;2;1;2;0;0;0;0
18;0.00408631008295407;-0.0094696134153483;0;0;0;0;0;1;2;4;3;3;4;5;5;1;2;5;4;1;0;0
19;0.007538659954206009;-0.00469313632863594;0;0;0;0;0;1;0;0;1;2;1;9;2;3;2;5;6;3;3;2
20;0.0145361972835215;0.0134425156359324;0;0;0;0;0;0;0;0;0;0;1;0;2;3;3;4;11;4;6;6
21;0.0095303523787823;-0.000683933518349625;0;0;0;0;0;1;0;2;2;0;2;1;4;6;3;6;7;4;2;0
22;-0.00583983521160258;-0.007849408206419;0;3;4;3;5;2;3;3;4;4;1;2;2;2;1;0;1;0;0;0
23;0.00901780464069115;-0.00180332537602582;0;0;0;0;0;0;0;0;1;0;5;4;5;4;6;1;5;1;6;2
24;-0.0102777509091252;0.000245097488665846;0;4;6;7;2;4;4;3;5;1;3;0;0;1;0;0;0;0;0;0
25;-0.00598633539789415;-0.00765488727158995;1;3;0;8;3;3;3;7;6;1;1;2;0;0;1;0;0;1;0;0
26;-0.0102422936996185;0.00016237800705174;2;4;5;13;0;2;5;4;2;1;0;0;1;1;0;0;0;0;0;0
27;-0.0077157144348692095;-0.0049835705544022;3;3;5;4;1;6;5;2;4;1;4;0;0;0;0;2;0;0;0;0
28;0.00285001415439585;-0.0105099078406534;0;0;0;0;0;0;2;2;7;2;2;5;2;6;1;2;2;3;3;1
29;0.0116633440999863;0.004626880612116129;0;0;0;0;0;0;0;0;0;3;2;6;2;2;3;6;7;4;4;1
30;-0.0113692577789227;0.0029337337837169603;8;1;3;3;5;8;4;1;2;4;0;1;0;0;0;0;0;0;0;0
31;-0.012463583980602001;0.005905870188118129;1;1;6;8;5;5;2;6;2;4;0;0;0;0;0;0;0;0;0;0
32;0.00634873493976557;-0.0066507016575651605;0;0;0;0;0;0;1;1;2;4;4;4;6;6;3;0;4;2;2;1
33;-0.0144302539230666;0.0119432549998163;12;0;6;7;5;2;2;2;3;0;0;1;0;0;0;0;0;0;0;0
34;-0.00756816313230333;-0.00523847324140124;0;2;4;3;3;5;5;3;3;2;3;2;1;2;0;1;0;1;0;0
35;-0.0126696394051549;0.00649648605657265;3;1;8;7;3;3;1;4;7;2;0;1;0;0;0;0;0;0;0;0
36;0.0156438170484965;0.0173510909898944;0;0;0;0;0;0;0;0;0;0;2;2;2;3;2;4;9;2;5;9
37;-0.00710521237372138;-0.00600556832482901;1;0;6;4;1;4;5;7;7;1;1;2;1;0;0;0;0;0;0;0
38;-0.0118585959640261;0.004228524915015221;4;1;6;4;6;6;3;1;6;2;0;0;0;0;1;0;0;0;0;0
39;0.0119551109757999;0.00543512854829156;0;0;0;0;0;0;0;1;0;0;2;1;3;2;5;10;3;3;8;2
40;0.0104587510564821;0.0014983348303050199;0;0;0;0;0;0;0;0;0;1;1;5;2;6;4;4;2;5;9;1
41;-0.00865810219184957;-0.00323679126036163;1;4;2;10;6;2;1;3;5;2;0;1;1;1;0;0;1;0;0;0
42;0.0112808869921713;0.00359721702164011;0;0;0;0;0;0;0;0;1;2;1;2;5;6;3;2;8;2;6;2
43;-0.0142303490635165;0.0112887428801726;5;2;10;8;5;1;1;2;3;1;1;1;0;0;0;0;0;0;0;0
44;-0.00038810297636118703;-0.0115595318184283;0;0;0;0;3;3;3;4;2;5;3;5;2;7;1;1;1;0;0;0
45;0.00259021286656601;-0.0106835818130608;0;1;0;1;0;0;1;6;1;0;4;6;5;6;0;2;2;3;2;0
46;0.00781106891489507;-0.00419893582407051;0;0;0;0;0;0;0;0;4;1;5;3;6;1;5;0;6;5;3;1
47;0.0164791653033665;0.0204865243089552;0;0;0;0;0;0;0;0;0;0;0;0;1;3;2;8;5;4;13;4
48;0.0147460843655115;0.0141613817670802;0;0;0;0;0;0;0;0;0;1;0;0;3;3;5;8;8;3;4;5
49;-0.00029697602017461297;-0.0115631492323651;1;0;0;2;2;3;2;3;7;3;4;4;3;3;1;0;2;0;0;0
50;-0.00695825577134449;-0.00623870820487693;0;6;4;2;3;6;3;2;5;5;2;0;1;1;0;0;0;0;0;0
51;0.0102734694163038;0.00104689819727631;0;0;0;0;0;0;1;0;2;1;0;4;1;3;3;5;9;4;6;1
52;-0.00434058564821801;-0.009554821156806271;1;2;1;5;0;4;1;6;8;3;3;1;1;2;1;1;0;0;0;0
53;-0.00952467939574805;-0.00144929120231535;1;4;2;8;3;9;1;3;3;1;2;3;0;0;0;0;0;0;0;0
54;0.0142518036818132;0.0124847158432794;0;0;0;0;0;0;0;0;0;1;0;2;1;4;3;7;6;8;5;3
55;-0.00118677609734492;-0.0114456636679931;0;1;1;0;2;3;4;4;4;3;3;2;3;3;1;2;1;2;1;0
56;0.0129915370366011;0.00846537358278586;0;0;0;0;0;0;0;0;0;2;3;2;3;2;4;7;5;6;3;3
57;0.0050970509093898;-0.00835653066035586;0;0;0;0;1;1;2;4;2;0;3;3;5;4;3;2;7;0;3;0
58;0.0157456026362744;0.0177245049392771;0;0;0;0;0;0;0;0;0;0;1;1;0;1;3;9;4;5;14;2
59;0.0019307529510885102;-0.0110543343379316;1;0;0;1;1;2;1;2;4;3;4;3;5;2;4;1;2;1;1;2
60;0.00861975362385463;-0.00263075239390169;0;0;0;1;0;1;1;1;0;1;2;7;4;3;5;5;5;1;2;1
61;0.0164540980436214;0.0203900874008266;0;0;0;0;0;0;0;0;0;1;1;1;2;1;7;7;7;3;7;3
62;-0.0060397473965074396;-0.0075827330381922405;1;3;2;5;2;5;1;3;3;3;6;2;1;2;1;0;0;0;0;0
63;-0.0108123481172743;0.00152751374012715;1;5;6;6;6;2;2;1;6;1;0;2;2;0;0;0;0;0;0;0
64;-0.0117840177776535;0.00402761444073776;5;1;5;7;9;3;1;3;1;3;1;1;0;0;0;0;0;0;0;0
65;-0.00328745554252327;-0.0104419935507432;1;2;3;0;4;3;2;5;3;0;4;4;1;2;2;0;2;2;0;0
66;-0.00354687524669366;-0.0102472603871488;0;3;1;0;5;1;2;6;4;6;3;3;3;1;0;1;0;0;1;0
67;-0.0101954883054066;5.3629071499881e-05;2;2;6;8;3;5;2;2;6;0;1;3;0;0;0;0;0;0;0;0
68;0.0102723686254686;0.00104423985352074;0;0;0;0;0;0;0;0;0;0;1;1;5;6;7;5;8;4;1;2
69;-0.0146987576040989;0.0128369087354602;2;7;10;10;2;4;0;1;3;1;0;0;0;0;0;0;0;0;0;0
70;-0.00692402012485104;-0.00629230428710495;1;2;2;0;5;3;3;6;6;3;3;3;1;1;1;0;0;0;0;0
71;0.00845365209464889;-0.00296519296807573;0;0;0;0;0;0;1;1;2;1;4;5;5;4;2;5;3;1;3;3
72;0.0147086459360725;0.0140324081917636;0;0;0;0;0;0;0;1;0;0;0;0;1;3;4;6;7;4;5;9
73;-0.00409391733491699;-0.00978561754662001;1;0;4;4;5;9;0;0;6;3;3;1;1;1;1;0;0;0;1;0
74;-0.00644171044130344;-0.0070185585973973705;4;1;1;0;6;4;1;6;5;5;2;2;3;0;0;0;0;0;0;0
75;-0.00215974457357572;-0.0111076524793614;1;1;2;2;0;8;2;3;4;2;2;6;2;1;2;1;0;1;0;0
76;0.0036316145022630797;-0.00989331071312455;0;0;1;1;0;3;3;1;1;5;1;3;3;5;6;3;3;0;1;0
77;0.00682013490997848;-0.00591435441523426;0;0;0;0;0;0;0;1;0;2;3;6;6;4;4;3;7;1;1;2
78;0.0030168033693110897;-0.0103901851298002;0;0;0;0;0;3;0;2;2;3;4;3;5;6;5;3;2;1;1;0
79;-0.0164261130238477;0.0189846136232654;6;7;6;5;1;4;1;6;2;1;1;0;0;0;0;0;0;0;0;0
80;-0.00749770387108135;-0.00535841938200082;1;2;3;3;1;8;4;6;4;3;2;3;0;0;0;0;0;0;0;0
81;-0.009604561371379291;-0.00127577645275257;2;3;3;0;4;6;4;5;4;6;0;0;0;2;0;1;0;0;0;0
82;0.0061255406135381895;-0.00698141698524654;1;0;0;0;0;0;2;1;2;3;3;4;4;5;5;3;4;2;0;1
83;0.0034552711012545197;-0.0100447664193661;0;0;0;1;1;1;4;4;5;4;2;6;2;1;3;3;0;2;0;1
84;0.0023432220853786302;-0.010834220105344;0;0;0;0;0;1;3;3;4;4;4;1;4;3;6;3;1;3;0;0
85;0.0118196801458859;0.00505751231990842;0;0;0;0;0;0;0;1;1;0;0;4;4;4;3;7;7;4;4;1
86;0.0129371610245093;0.00830021811734935;0;0;0;0;0;0;0;1;1;1;2;4;1;4;5;2;5;4;6;4
87;3.67124182108142e-05;-0.0115600061910262;2;1;1;1;1;2;2;3;4;2;3;3;4;2;3;2;3;1;0;0
88;0.0158147356636594;0.0179794947676372;0;0;0;0;0;0;0;1;0;1;3;0;2;4;4;4;8;2;3;8
89;-0.0119592518843241;0.0045017269773110396;5;1;3;14;6;2;3;2;4;0;0;0;0;0;0;0;0;0;0;0
90;-0.00253296779122405;-0.0109199049801275;0;1;0;0;3;3;3;3;5;6;0;4;6;1;3;1;1;0;0;0
91;0.0145632257907875;0.0135345172231138;0;0;0;0;0;0;0;0;0;0;2;3;3;1;4;5;7;5;5;5
92;-0.014680336068072999;0.0127750641902774;3;5;9;8;5;3;1;4;2;0;0;0;0;0;0;0;0;0;0;0
93;-0.0033431162807800604;-0.0104015231142646;1;0;3;2;1;3;4;8;2;3;4;3;2;3;1;0;0;0;0;0
94;0.0106130394653654;0.0018803141317198198;0;0;1;0;0;0;0;1;1;2;2;2;0;3;1;10;5;5;3;4
95;0.0158336289877951;0.0180493730692863;0;0;0;0;0;0;0;1;0;1;1;2;5;2;1;4;13;4;3;3
96;-0.0086141392196145;-0.00332284613484974;2;2;4;7;2;4;5;6;1;3;1;2;0;1;0;0;0;0;0;0
97;-0.0052122775766941295;-0.008626508242466229;1;2;5;1;2;7;4;2;3;1;3;4;0;4;1;0;0;0;0;0
98;0.0032947942182568898;-0.0101763456131396;0;0;0;1;1;1;1;0;3;3;1;6;5;8;2;3;1;3;0;1
99;-0.0140848124178413;0.0108180512449217;6;2;11;7;3;4;2;2;0;1;0;1;1;0;0;0;0;0;0;0
100;-0.0102641813867325;0.000213406291716935;7;1;4;5;2;1;6;4;3;4;1;0;1;1;0;0;0;0;0;0
101;0.0154368728115631;0.0165992752652261;0;0;0;0;0;0;0;1;1;1;0;1;1;3;7;4;7;6;6;2
102;-0.0142899075877684;0.0114827781081971;4;6;7;7;4;5;0;3;2;1;1;0;0;0;0;0;0;0;0;0
103;-0.00518472142749196;-0.0086585436707098;1;1;3;3;2;6;1;5;7;4;1;3;0;0;0;0;1;2;0;0
104;0.00251788910219632;-0.0107291522008543;1;0;0;0;1;4;4;3;1;2;4;4;6;0;4;2;2;0;1;1
105;-0.0154480776301958;0.0154190284669032;4;7;2;9;2;3;4;4;3;2;0;0;0;0;0;0;0;0;0;0
106;-0.0053836382137003895;-0.00842335181620061;0;1;5;5;5;2;2;4;2;5;1;0;2;2;1;2;0;1;0;0
107;0.0124484593918952;0.00684657666199006;0;0;0;0;0;0;0;0;0;0;1;0;4;3;4;4;5;5;8;6
108;0.0088323376946846;-0.00219341319060608;0;0;0;0;0;0;0;0;2;0;2;5;5;5;3;3;6;3;3;3
109;0.00415010861710446;-0.00940633977889652;1;0;0;0;0;1;0;2;3;2;4;3;7;5;2;4;2;0;3;1
110;-0.00570318558371624;-0.00802637624938257;1;2;2;3;4;6;3;6;4;1;1;5;1;0;0;0;1;0;0;0
111;0.00402722783499428;-0.00952737018701361;0;0;0;0;0;0;2;1;3;3;6;4;5;4;2;5;3;0;1;1
112;-0.0129442195721375;0.00729877233689314;3;6;4;4;7;5;1;2;0;3;2;2;1;0;0;0;0;0;0;0
113;-0.0069844867446383395;-0.00619746010153939;3;0;4;5;4;7;3;4;6;1;2;0;1;0;0;0;0;0;0;0
114;-0.0147089639791882;0.0128712072289488;5;5;5;6;7;3;1;2;3;2;0;0;1;0;0;0;0;0;0;0
115;-0.00167464352112536;-0.0113035398425683;1;0;1;1;1;2;4;4;7;6;0;3;3;2;1;1;1;2;0;0
116;-0.00377097740397421;-0.0100665103419358;1;0;4;1;5;3;4;2;6;6;1;0;2;1;2;2;0;0;0;0
117;0.00163497907417123;-0.0111879548834433;0;0;0;2;1;1;1;3;6;3;7;1;4;0;5;2;4;0;0;0
118;0.0151220171389103;0.0154744186761306;0;0;0;0;2;0;0;0;0;1;0;2;2;3;3;5;6;5;7;4
119;-0.0150772932186984;0.0141250964189519;4;4;5;10;7;5;1;2;0;1;1;0;0;0;0;0;0;0;0;0
120;-0.0013078094153710599;-0.0114155379241932;0;0;0;1;4;4;5;5;5;2;2;0;3;5;1;1;1;1;0;0
121;0.0126450428602669;0.00742467423924389;0;0;0;0;0;0;0;0;0;1;0;3;3;2;2;11;2;5;7;4
122;-0.00019264933576155601;-0.0115649330963497;1;1;2;0;0;3;2;3;6;4;1;5;6;1;1;2;1;0;1;0
123;-0.0133487576314038;0.008512541203843059;1;4;7;5;4;6;8;1;2;2;0;0;0;0;0;0;0;0;0;0
124;0.00524717389234762;-0.008171058376469021;0;0;0;0;0;0;0;1;2;2;2;5;2;5;4;5;1;6;3;2
125;0.0005927180557464111;-0.0114975767263526;0;0;0;3;0;2;5;4;4;3;4;3;4;1;0;3;3;1;0;0
126;-0.00361879036206149;-0.0101905224726692;1;1;3;2;2;4;2;4;4;7;5;2;0;2;1;0;0;0;0;0
127;0.0033456271149481603;-0.0101353107805177;0;0;0;1;0;0;1;1;6;2;4;4;6;5;3;3;1;2;1;0
128;-0.0121291191588036;0.00496809662182962;3;3;4;9;7;2;3;5;1;1;1;1;0;0;0;0;0;0;0;0
129;-0.007223874520901521;-0.00581367220248874;1;2;4;2;4;6;4;4;4;2;1;1;2;0;2;1;0;0;0;0
130;-0.00777420094074054;-0.00488113879485939;2;2;4;2;1;11;4;6;0;0;1;2;1;1;1;1;0;1;0;0
131;0.00507216808188031;-0.008386769154559059;0;0;0;1;1;2;1;0;4;1;2;4;3;4;3;3;2;5;2;2
132;-0.0128911755644029;0.007142426263526641;3;8;5;2;5;3;1;7;4;2;0;0;0;0;0;0;0;0;0;0
133;0.015890614204689;0.0182606368615905;0;0;0;0;0;1;0;0;0;0;1;0;0;1;7;4;10;2;10;4
134;-0.0118189778568493;0.004121635278499979;7;1;7;5;4;4;3;3;2;2;0;0;1;1;0;0;0;0;0;0
135;0.00666260104835896;-0.0061661457402518;1;0;0;0;0;0;0;1;3;0;5;4;1;3;10;1;6;2;2;1
136;-0.00504136670364578;-0.008822368148393829;0;2;5;6;2;3;4;1;5;2;1;3;2;2;0;1;0;1;0;0
137;-0.0136973367447553;0.00958876348632356;0;8;6;4;6;6;3;2;2;2;1;0;0;0;0;0;0;0;0;0
138;0.00326722946136217;-0.0101983474026807;0;0;0;0;1;1;0;2;4;4;1;3;9;5;2;2;3;0;3;0
139;0.00263561063054839;-0.0106543593076829;0;0;1;1;0;1;1;3;3;3;4;4;8;4;1;2;1;2;1;0
140;0.008172084805548709;-0.0035175471900279398;0;0;0;0;0;0;1;0;0;2;1;8;3;5;6;2;5;2;5;0
141;-0.00559846760994944;-0.00815906895874705;1;1;6;2;3;3;4;10;2;5;0;2;0;0;1;0;0;0;0;0
142;0.00734157855406237;-0.00503998092472653;0;0;0;1;0;1;0;0;3;0;5;5;5;4;4;7;2;1;1;1
143;-0.0135352416315866;0.00908480727811504;2;7;6;4;11;1;2;3;3;0;1;0;0;0;0;0;0;0;0;0
144;-0.00850636194047396;-0.00353192287408763;1;2;5;9;1;4;9;2;6;0;1;0;0;0;0;0;0;0;0;0
145;-0.00110919999752127;-0.0114631913749498;1;1;1;2;2;5;2;6;6;0;2;1;2;6;2;1;0;0;0;0
146;0.0051026031756431;-0.0083497638123051;0;0;0;0;0;0;0;3;4;2;4;4;6;3;5;4;2;2;1;0
147;0.00610344590099926;-0.0070135289498269;0;0;0;0;0;0;0;3;0;3;5;2;3;8;3;4;2;5;2;0
148;-0.0044601347163304;-0.009437902714724009;0;2;1;2;2;8;0;5;7;1;2;5;2;1;0;0;1;1;0;0
149;-0.0144813452749436;0.0121120167505711;5;2;5;9;4;7;3;1;3;0;0;0;0;1;0;0;0;0;0;0
150;-0.0014494721826365802;-0.0113759748486785;0;1;0;4;1;7;4;3;3;4;2;2;6;2;0;1;0;0;0;0
151;0.0118051293305127;0.00501719319365734;0;0;0;0;0;0;0;2;1;1;3;3;0;4;5;3;5;4;6;3
152;-0.0148911316383143;0.0134874328013618;8;3;5;11;4;3;3;2;0;0;0;0;0;1;0;0;0;0;0;0
153;0.0129259384608218;0.00826621710372887;0;0;0;0;0;0;0;0;0;0;3;2;6;3;4;5;5;2;6;4
154;-0.00335243024492835;-0.0103946810446611;1;0;2;2;4;2;0;5;6;9;0;6;1;0;1;0;1;0;0;0
155;-0.0006763581380214889;-0.0115354454735105;0;0;0;0;1;1;3;8;7;2;2;4;5;3;3;0;1;0;0;0
156;-0.000709896120614357;-0.0115313953064322;0;1;0;0;4;3;0;3;9;3;1;4;3;2;3;2;1;0;1;0
157;0.00556537341311974;-0.0077607036346162795;0;0;1;1;0;1;2;2;2;1;2;1;6;7;3;2;2;3;4;0
158;-0.00994251741396991;-0.000525362718810162;5;1;3;7;3;7;3;5;2;1;2;0;0;0;1;0;0;0;0;0
159;-0.007345957464484259;-0.00561284603379885;2;2;3;2;2;5;6;3;4;3;0;4;1;1;2;0;0;0;0;0
160;0.0115351722718494;0.0042780440206583205;0;0;0;1;0;0;0;0;1;0;2;4;3;2;7;2;5;5;5;3
161;0.00138101121317433;-0.011286546951711001;0;1;1;2;2;2;2;5;2;4;1;3;3;2;4;0;4;1;1;0
162;0.014068725322402999;0.0118780271902302;0;0;0;0;0;0;0;0;0;1;1;1;2;5;7;7;3;3;6;4
163;-0.00588837809340206;-0.00778550340450606;2;0;3;4;2;8;5;6;3;1;1;1;1;0;2;0;1;0;0;0
164;-0.00979189673166389;-0.000863070365370352;0;3;6;4;6;3;6;3;2;1;1;2;1;1;1;0;0;0;0;0
165;-0.0018864059099592;-0.0112247208273176;0;0;0;1;1;3;2;6;8;9;0;3;0;2;2;2;1;0;0;0
166;-0.00585558703251094;-0.007828731269286841;0;1;4;2;1;3;3;5;7;3;2;4;1;1;1;1;0;0;1;0
167;0.0110213489522648;0.00291774439280204;0;0;0;0;0;1;0;1;0;4;0;3;9;5;1;5;4;4;1;2
168;-0.00611460595001317;-0.00748049650491247;4;0;5;3;6;7;2;3;3;0;2;1;1;0;2;0;1;0;0;0
169;-0.0007103571531157929;-0.0115313378182512;0;0;2;1;1;1;3;4;5;5;3;2;6;1;2;2;1;1;0;0
170;0.0010426085323242;-0.0113947408141202;0;1;0;1;1;2;1;0;5;5;3;6;4;4;4;1;1;1;0;0
171;0.0065545604651928106;-0.00633551304947014;0;0;0;1;0;1;0;2;1;1;6;5;0;2;3;4;5;4;4;1
172;5.4739202570910904e-05;-0.0115591033548472;0;0;1;1;1;2;3;2;4;6;2;8;5;2;1;0;1;1;0;0
173;0.00992356204943323;0.000216003868095805;0;0;0;0;0;0;0;0;1;1;5;1;6;3;9;3;3;4;3;1
174;0.0160126438430919;0.0187155683366145;0;0;0;0;0;0;0;0;0;0;0;2;2;5;5;3;6;5;11;1
175;-0.0154154066281822;0.015303738816088;2;9;5;8;8;4;0;0;1;1;0;1;0;1;0;0;0;0;0;0
176;-0.00115722762797375;-0.0114525039870456;1;2;1;1;1;2;2;3;7;2;3;5;3;3;2;0;1;0;1;0
177;0.00611511537544303;-0.006996582860313279;0;0;0;0;0;4;3;1;1;0;2;4;6;4;3;6;3;2;1;0
178;0.0022990721883638;-0.0108596607698046;0;0;0;0;0;2;0;4;6;3;5;4;4;9;1;1;0;0;0;1
179;0.0153017650025436;0.0161137799510889;0;0;0;0;0;0;0;0;1;0;1;2;4;2;2;7;4;6;8;3
180;0.0065850575840326;-0.00628797836496095;1;1;0;0;0;1;0;1;2;2;2;5;6;2;1;3;2;3;6;2
181;-0.0084835840464371;-0.0035757658092433796;2;3;5;4;6;4;3;4;5;1;0;2;0;1;0;0;0;0;0;0
182;-0.000642379111367811;-0.011539283660501002;0;0;0;1;1;1;2;4;3;2;2;3;7;5;3;4;0;1;1;0
183;-0.0119634588099071;0.00451319649250611;3;4;5;8;6;2;2;2;2;3;1;2;0;0;0;0;0;0;0;0
184;0.0110240415891708;0.00292471377827084;0;0;0;0;0;0;1;2;1;1;0;5;2;4;0;6;6;0;5;7
185;0.0073741875550428;-0.0049832122535509605;0;0;0;0;0;0;0;1;1;0;0;3;6;6;6;4;1;3;4;5
186;0.0108005493438115;0.0023519513392181897;0;0;0;0;0;0;0;0;1;3;0;3;4;6;8;4;3;2;3;3
187;0.00738649758928152;-0.0049617179122809895;0;0;0;0;1;2;0;3;1;4;1;3;4;2;7;5;3;3;0;1
188;0.00851383712908216;-0.00284474916550736;0;0;0;0;0;0;0;1;1;2;0;1;3;6;5;6;8;3;1;3
189;0.011434016015396002;0.00400541594201616;0;0;0;0;0;2;1;0;0;2;1;0;3;4;2;8;7;2;3;5
190;-0.017110394767628;0.0216107852195019;5;5;6;10;6;3;1;1;1;1;0;1;0;0;0;0;0;0;0;0
191;-0.0148253182789663;0.0132639180603959;6;4;8;3;3;9;2;4;1;0;0;0;0;0;0;0;0;0;0;0
192;0.00908934488062921;-0.0016507308866596198;0;0;0;0;0;0;0;0;0;4;1;2;6;4;2;5;3;5;7;1
193;0.00113487507807941;-0.0113678670776326;0;0;0;1;1;0;4;4;4;4;1;4;5;6;2;2;1;1;0;0
194;-0.0055698706913361795;-0.00819486458654977;1;3;2;5;5;4;3;3;3;4;2;0;2;2;0;0;1;0;0;0
195;0.00477845532255559;-0.00873288046619233;0;0;0;0;0;1;2;4;3;4;2;4;3;4;2;3;2;4;2;0
196;0.00390457962087531;-0.009644689900726859;0;0;0;2;0;0;0;1;1;3;2;4;3;6;5;6;4;2;1;0
197;0.0152446484983017;0.0159098073345275;0;0;0;0;0;0;0;0;0;0;0;4;0;4;3;7;5;4;7;6
198;0.0031556583056622;-0.0102856071092708;0;0;0;3;1;1;1;4;4;1;2;3;2;3;5;1;5;1;2;1
199;-0.008965272621651421;-0.00262305351468281;3;3;8;4;6;4;3;3;2;2;1;0;0;0;0;0;1;0;0;0
200;-0.0172061873576616;0.0219870623923371;5;8;10;5;3;5;1;1;0;0;2;0;0;0;0;0;0;0;0;0
201;-0.0153263257141043;0.0149906434357399;7;5;6;7;8;3;0;1;2;1;0;0;0;0;0;0;0;0;0;0
202;0.0040802263758389105;-0.00947559791581875;0;2;0;0;1;0;2;2;3;6;1;4;2;3;6;2;2;1;1;2
203;-0.0149676913171161;0.0137487043158136;5;2;11;3;7;6;2;0;3;0;0;0;1;0;0;0;0;0;0;0
204;-0.00914824704758202;-0.0022470950105263603;3;2;3;3;5;5;4;6;1;2;1;2;0;0;1;0;2;0;0;0
205;-0.0025891617816448604;-0.0108888470665274;0;1;2;2;1;3;5;4;6;4;4;1;3;3;1;0;0;0;0;0
206;-0.00488156009862187;-0.00899939241106766;2;2;3;6;0;3;4;6;5;1;4;1;1;1;0;0;0;0;1;0
207;0.0102491183903137;0.000988157390034282;0;0;0;0;0;0;0;1;1;0;1;6;2;3;4;6;2;7;6;1
208;0.00548699349586859;-0.007863956759817721;0;0;0;0;0;0;0;0;0;1;3;6;5;7;6;4;4;1;2;1
209;0.00674202119002764;-0.0060399232899156705;0;0;0;0;0;0;0;2;1;0;7;3;4;7;3;4;4;3;2;0
210;0.00471746679929389;-0.00880224829290265;0;0;0;0;1;1;0;2;2;1;2;4;4;5;6;5;2;2;1;2
211;-0.0136885012208443;0.009561137147018;4;2;8;7;2;3;3;5;3;1;0;0;1;1;0;0;0;0;0;0
212;0.013656732568594999;0.0105411025594636;0;0;0;0;0;0;0;1;2;0;1;2;5;2;0;5;5;6;7;4
213;-0.0115400485770643;0.00337935694514097;2;3;6;9;4;6;3;1;1;2;1;2;0;0;0;0;0;0;0;0
214;0.01313027355707;0.008889853544812691;0;0;0;0;0;0;0;0;0;0;2;2;1;2;5;5;10;3;8;2
215;-0.00997084401577265;-0.000461265399574175;1;3;3;3;2;8;3;4;2;6;2;0;1;0;1;1;0;0;0;0
216;-0.0044523524806533;-0.00944561426806253;0;3;1;1;3;3;2;8;4;2;2;3;1;3;2;1;1;0;0;0
217;0.00948689870303803;-0.000781191997766957;0;0;0;0;0;1;0;2;0;2;3;4;6;3;0;6;5;4;0;4
218;-0.00850668040906928;-0.00353130903469971;2;0;6;4;2;8;4;5;4;1;2;2;0;0;0;0;0;0;0;0
219;0.00989493801738988;0.00014928560187598702;0;0;0;0;0;0;0;0;0;3;2;1;8;1;5;5;7;7;1;0
220;-0.0120502523859734;0.0047507385744008;3;4;8;5;4;3;3;6;2;0;1;0;1;0;0;0;0;0;0;0
221;0.00876406735204725;-0.00233500164351826;0;0;1;0;0;0;1;2;0;1;3;3;5;7;4;3;4;1;3;2
222;-0.00264215084120431;-0.0108588915915005;2;0;1;1;4;3;1;1;4;8;3;6;1;1;3;1;0;0;0;0
223;0.000361490508273904;-0.0115322219326294;0;0;0;1;0;2;2;7;2;5;2;8;5;2;1;2;0;0;1;0
224;0.0139482217060681;0.0114829294993463;0;0;0;0;0;0;0;0;0;1;1;0;4;4;5;7;6;6;5;1
