site;enviro;enviro2;sp_01;sp_02;sp_03;sp_04;sp_05;sp_06;sp_07;sp_08;sp_09;sp_10
25;0.00981297801436146;-0.00866281344528947;0;0;1;0;4;3;5;3;2;2
26;-0.00997935749871666;-0.00716965636830842;3;3;3;3;5;1;1;1;0;0
27;-0.0132918957686337;-0.000979331384147733;2;5;3;4;4;2;0;0;0;0
28;-0.0170953007953968;0.00822897417615352;5;5;4;4;2;0;0;0;0;0
29;-0.00811883183703614;-0.00989949726373597;1;4;3;5;3;4;0;0;0;0
30;0.0257385429494975;0.0342860423330984;0;0;0;0;0;1;2;6;6;5
31;0.0064505889211300795;-0.0126969753036848;0;0;1;1;2;3;5;5;2;1
32;0.0214544999947831;0.0188616819915629;0;0;0;0;0;0;2;5;10;3
33;0.0131478278618148;-0.00292818846483279;0;0;0;0;1;4;3;7;3;2
34;-0.0184899151566391;0.0121680901422484;4;4;4;5;3;0;0;0;0;0
35;-0.00262303364513816;-0.0148252227176057;0;1;2;2;3;6;4;1;1;0
36;0.00223125711519992;-0.0152763594283746;0;0;2;4;2;4;7;1;0;0
37;0.0051934697564862894;-0.0137545157615703;0;1;3;3;2;2;5;0;4;0
38;-0.00130279191534882;-0.0153100622621105;0;1;5;3;2;6;2;1;0;0
39;-0.0202928496362006;0.0177079700594995;7;6;1;5;0;1;0;0;0;0
40;-0.0228242183387885;0.0263376952412824;4;9;4;3;0;0;0;0;0;0
41;0.0004952223278762639;-0.0155351879819841;0;1;1;4;4;5;4;1;0;0
42;0.0189415421661409;0.0111397055763145;0;0;0;1;0;1;6;6;2;4
43;0.015659888870038;0.00253157688455557;0;0;0;0;3;3;6;2;3;3
44;0.0242556830240081;0.0286247219815877;0;0;0;0;1;1;3;4;4;7
45;0.0177116292927212;0.007717650393629629;0;0;0;0;2;3;2;5;7;1
46;0.0159972598603587;0.0033394397302931897;0;0;0;0;1;1;4;9;1;4
47;0.0145432732244005;-1.6238503534843202e-05;0;0;0;0;3;0;3;5;5;4
48;-0.0022053899588109;-0.0150078548542086;0;0;2;6;7;1;2;2;0;0
49;0.0165447488975467;0.0046880489859415205;0;0;0;0;1;3;4;7;3;2
50;0.0021347666463169697;-0.0153030242943406;0;0;2;1;5;4;2;4;2;0
51;0.0206770623572026;0.0163679977872214;0;0;0;0;1;4;1;3;5;6
52;-0.0024340962478272303;-0.0149111973726565;0;2;4;7;3;4;0;0;0;0
53;-0.00548000350228753;-0.0128497563381745;1;2;5;2;5;2;1;2;0;0
54;0.00119062433628884;-0.0154876769028523;0;3;1;4;1;5;4;1;1;0
55;0.00952579047044619;-0.00907592584833259;0;0;2;0;2;3;7;2;4;0
56;0.00458022614875828;-0.014181376606882;0;1;2;1;3;1;6;3;2;1
57;0.0105652461414827;-0.00752000175393607;0;0;0;2;1;4;5;4;3;1
58;-0.00443359128766825;-0.0137203544197002;2;2;2;1;4;4;4;1;0;0
59;-0.007157317777637241;-0.0110996643806689;1;2;1;6;6;1;2;0;1;0
60;0.006737602506175571;-0.0124211291089731;0;1;0;3;0;4;4;6;2;0
61;0.016137124164864;0.0036795371656350795;0;0;0;0;0;2;3;6;5;4
62;0.0261155650201135;0.0357798776998951;0;0;0;0;1;1;0;6;5;7
63;0.008108128387923609;-0.0109276079336194;0;0;0;1;2;5;4;3;4;1
64;-0.00961260810481134;-0.00775028781244205;2;1;2;5;8;0;2;0;0;0
65;-0.00375383881805869;-0.0141948252929038;0;2;3;5;3;3;2;1;1;0
66;-0.0231311371512312;0.0274516299465551;8;7;4;0;1;0;0;0;0;0
67;0.00841616914333212;-0.010551789816888;0;1;2;3;1;2;3;6;2;0
68;-0.0049464558213212105;-0.01331489814315;3;2;4;1;4;3;2;1;0;0
69;-0.0153233058981737;0.00365946111604955;4;4;4;4;3;0;1;0;0;0
70;-0.00953925958739605;-0.00786390645104856;2;2;5;5;4;2;0;0;0;0
71;0.0180538888173127;0.00864635772210052;0;0;0;0;0;1;6;6;4;3
72;-0.0169414084097511;0.007812798301601141;8;5;4;1;2;0;0;0;0;0
73;0.00587877953426186;-0.0132084201579674;0;0;1;1;8;5;2;2;1;0
74;-0.0065905346360662295;-0.0117398939568751;3;1;6;7;2;0;1;0;0;0
75;-0.00523335674447057;-0.0130702730167017;0;1;7;1;2;5;3;1;0;0
76;-0.012085368140502;-0.00343125673368548;4;4;5;4;1;2;0;0;0;0
77;0.009090560933345041;-0.00967758921195068;0;0;2;3;5;3;1;4;1;1
78;-0.00331568821617679;-0.0144626395377439;1;0;1;8;6;2;2;0;0;0
79;-0.0115178085942741;-0.00450650875514898;5;4;4;2;4;1;0;0;0;0
80;-0.0204172087303507;0.0181086912642529;7;6;2;4;1;0;0;0;0;0
81;0.00238730467308085;-0.0152301774323836;0;1;0;4;2;3;4;5;0;1
82;0.0235756507878133;0.0261426293007294;0;0;0;0;0;1;3;2;7;7
83;-0.0195988076795464;0.0155156512407689;5;7;5;1;2;0;0;0;0;0
84;-0.0186511772071086;0.0126430522308489;6;5;5;2;2;0;0;0;0;0
85;0.00484497870437046;-0.0140042513183049;0;1;1;0;2;8;4;3;1;0
86;-0.0208428504997802;0.0194984031909446;8;4;4;3;1;0;0;0;0;0
87;-0.0208138488038618;0.0194028203911473;4;10;4;1;1;0;0;0;0;0
88;0.00588663401103211;-0.0132017386661414;0;0;0;4;2;3;6;4;1;0
89;-0.0085801357548304;-0.00927275161711646;1;1;4;6;4;3;1;0;0;0
90;-0.0070693755611980595;-0.0112022710123591;1;2;1;7;7;2;0;0;0;0
91;-0.00378411450374284;-0.0141752188984183;1;2;6;3;2;4;0;2;0;0
92;-0.0114174448858753;-0.00469144662280971;2;2;5;4;4;2;1;0;0;0
93;-0.0188683649092974;0.0132891107335423;4;7;9;0;0;0;0;0;0;0
94;0.0074193886313276905;-0.0117146038878712;0;0;0;1;1;3;6;6;1;2
95;-0.0127791443230435;-0.00204896414138223;1;4;5;4;3;3;0;0;0;0
96;-0.0138641138256688;0.00026253981066375;4;4;3;7;1;0;1;0;0;0
97;0.0075836401108157;-0.0115336066393115;0;0;1;2;4;2;6;2;1;2
98;-0.0206295435187;0.0187984446973633;7;6;3;3;0;1;0;0;0;0
99;0.0210937903415596;0.0176930140862518;0;0;0;0;0;1;2;6;3;8
100;-0.0138094232878439;0.000141649400975229;6;5;2;2;2;2;1;0;0;0
101;-0.0131825020263633;-0.00121095862648189;4;4;5;2;2;3;0;0;0;0
102;-0.00322827694422679;-0.0145125029234205;0;2;3;4;4;3;3;1;0;0
103;0.0186457456883823;0.0102952485107632;0;0;0;0;2;2;3;3;6;4
104;-0.00030531336600411697;-0.0154969324712963;0;2;2;2;5;6;0;2;1;0
105;-0.00532436572734204;-0.0129900050351454;3;0;2;6;6;2;0;0;1;0
106;-0.0114736701090923;-0.00458803433371178;2;4;1;4;3;5;1;0;0;0
107;-0.0200982358526514;0.017085685942043998;5;7;4;3;0;1;0;0;0;0
108;-0.0133642442977804;-0.0008251220772927821;5;1;3;4;4;3;0;0;0;0
109;0.00585770999582841;-0.0132262958779683;0;0;2;0;2;6;7;2;0;1
110;0.0206276529360235;0.0162126846401746;0;0;1;0;0;1;6;3;4;5
111;0.00984893349561724;-0.008610190541450279;0;0;0;2;4;7;3;2;1;1
112;0.0165454532918732;0.004689814065215629;0;0;0;2;1;1;2;5;2;7
113;-0.0208084814713298;0.0193851452376127;5;4;6;2;1;2;0;0;0;0
114;-0.012639290388594;-0.0023336245208274;4;2;3;5;2;1;2;0;1;0
115;0.0122772666259898;-0.0045917213761754;0;0;0;1;2;3;8;2;1;3
116;-0.00425966683084927;-0.0138485829843742;1;4;4;6;1;1;2;1;0;0
117;-0.0085041565815485;-0.009378252255723491;2;1;7;5;3;1;1;0;0;0
118;0.00705131220174342;-0.01210499851993;0;1;1;3;2;3;4;5;1;0
119;0.0223822204336106;0.0219601905080135;0;0;0;0;0;0;4;5;6;5
120;0.0009487319175914811;-0.0155127179634389;0;1;1;1;5;7;2;1;2;0
121;0.00348406476341494;-0.014798946176053998;1;0;0;5;5;1;5;3;0;0
122;-0.012547813368170001;-0.00251817547337525;1;6;4;5;3;0;1;0;0;0
123;-0.0054904602001367;-0.0128401987687771;1;1;0;6;6;4;1;1;0;0
124;0.0192034395707517;0.0118987221125619;0;0;0;0;1;3;2;5;3;6
125;0.0236810689987275;0.0265227003080924;0;0;0;0;0;0;6;4;6;4
126;0.0180694315184975;0.00868896385165164;0;0;0;0;0;0;3;5;9;3
127;-0.00633880133036733;-0.0120082553826899;1;4;1;6;7;1;0;0;0;0
128;-5.87033532250443e-05;-0.0155193199860807;0;2;2;3;8;1;3;0;0;1
129;0.00047298548340184;-0.0155354686394293;0;1;0;4;5;6;1;2;1;0
130;0.0198396459268598;0.0137868884403601;0;0;0;0;0;4;2;0;6;8
131;0.00686327514072654;-0.0122963208197134;0;1;0;6;1;4;1;3;4;0
132;-0.0221885053061223;0.024076942017107996;8;3;4;4;1;0;0;0;0;0
133;0.0245938251984439;0.0298856508312175;0;0;0;0;0;2;1;4;4;9
134;-0.007230924717790009;-0.0110128604947412;1;1;6;6;3;3;0;0;0;0
135;-0.0219662579282281;0.0233013750474996;5;8;4;2;1;0;0;0;0;0
136;-0.011711151477766;-0.00414583280252676;3;4;7;4;1;0;1;0;0;0
137;-0.00807879894691258;-0.00995232976687977;3;5;5;1;4;1;1;0;0;0
138;0.0188084561610059;0.0107580831328536;0;0;0;0;0;2;3;6;5;4
139;-0.0215624422851385;0.0219118197194953;6;4;7;2;0;1;0;0;0;0
140;-0.00711845425336027;-0.0111451564630633;1;3;6;7;1;2;0;0;0;0
141;-0.002540564048076;-0.0148634314356987;2;1;3;3;7;4;0;0;0;0
142;-0.0156332303221306;0.00442350506521486;7;3;3;5;0;1;0;1;0;0
143;0.00585985907151255;-0.0132244757251469;1;0;0;3;2;5;5;1;2;1
144;-0.00755287986253997;-0.0106232975114228;1;1;5;2;7;2;1;0;1;0
145;0.0140197287052357;-0.0011441768606364699;0;0;0;1;1;2;7;3;2;4
146;0.00949564664783455;-0.009118544570272141;0;0;1;1;3;5;2;7;1;0
147;0.00586083127608141;-0.0132236520840483;0;0;1;1;1;5;4;5;2;1
148;0.0184374856098452;0.009708843230744559;0;0;0;0;0;0;6;5;3;6
149;-0.0211409872481672;0.0204885621844963;7;6;2;3;1;1;0;0;0;0
150;-0.0126193856939052;-0.00237389196001453;3;2;4;5;4;2;0;0;0;0
151;-0.0161427404860344;0.00571198513590022;5;5;3;2;4;1;0;0;0;0
152;-0.0104487436675318;-0.0063960700144591294;2;2;9;4;1;2;0;0;0;0
153;0.0168120538719265;0.0053633960364777395;0;0;0;0;0;2;5;6;2;5
154;-0.0211805409848908;0.0206209630746409;8;4;4;3;1;0;0;0;0;0
155;-0.0118845102338357;-0.0038175025619616603;4;3;2;6;5;0;0;0;0;0
156;0.0171151118628767;0.00614248943433584;0;0;0;1;2;0;5;5;4;3
157;0.0237198771094986;0.0266630520980757;0;0;1;0;0;2;2;4;8;3
158;0.0107602366090221;-0.00720944483560281;0;0;1;0;1;6;7;3;1;1
159;0.0123986033223938;-0.00436691820168144;0;0;0;0;3;5;1;5;3;3
160;-0.0183364789350687;0.0117199251095466;5;5;5;3;1;0;1;0;0;0
161;0.0026847293324651898;-0.0151316867302329;0;1;1;2;5;4;3;3;1;0
162;-0.00205187814000734;-0.0150681789773636;0;0;1;5;3;1;7;3;0;0
163;0.0175108346954823;0.007181265865209359;0;0;0;0;2;3;1;7;5;2
164;-0.0161094330742891;0.00562652426344135;1;7;9;1;2;0;0;0;0;0
165;-0.0148548418711809;0.0025328785435454;1;8;3;7;1;0;0;0;0;0
166;-0.00725095263383817;-0.0109890962305098;2;3;4;6;3;2;0;0;0;0
167;0.0114995848896074;-0.00597828404125437;0;0;1;1;1;5;4;6;2;0
168;-0.008718893576749879;-0.009077767197317071;5;2;3;6;2;1;0;1;0;0
169;-0.0144922699761225;0.0016843365393889801;6;5;4;3;1;1;0;0;0;0
170;0.0078575905626182;-0.011222408891876002;0;0;1;3;0;6;4;4;2;0
171;0.0151627576998057;0.00137335468835867;0;0;0;1;1;2;5;6;1;4
172;0.0231911135164535;0.0247708559073534;0;0;0;0;0;1;1;5;3;10
173;-0.000226917188416119;-0.0155050729092458;0;3;3;1;3;5;3;2;0;0
174;-0.0103078303064003;-0.00663189918948039;4;2;4;6;3;1;0;0;0;0
175;-0.0213505840103234;0.021192925840979;7;5;5;2;1;0;0;0;0;0
176;0.0124914064314597;-0.00419343737789513;0;0;0;1;2;1;8;5;3;0
177;0.000420731565388165;-0.0155358260344689;1;0;0;6;5;2;5;1;0;0
178;0.0172571833082759;0.006512631384193729;0;0;0;1;0;2;2;1;9;5
179;0.00297470578213963;-0.0150224418900008;1;2;2;4;5;5;0;1;0;0
180;0.0134053058587998;-0.00241363714575287;0;0;0;2;2;3;3;4;3;3
181;0.0238417080645437;0.0271051798473564;0;0;0;0;1;1;2;4;5;7
182;0.0150463433705715;0.00110767496144343;0;0;0;1;2;3;2;4;6;2
183;-0.0103124028499185;-0.00662429507970829;2;6;5;5;2;0;0;0;0;0
184;0.0037610121850184704;-0.0146605254795479;1;0;2;2;2;5;4;1;3;0
185;-0.0236938027177251;0.0295317513946382;6;7;5;1;1;0;0;0;0;0
186;-0.00592582034548625;-0.0124272088376986;0;1;4;7;3;2;2;1;0;0
187;-0.0109092172942605;-0.00560393882465822;2;2;7;5;2;1;1;0;0;0
188;0.0222569446786152;0.0215339774630699;0;0;0;0;1;1;2;3;6;7
189;-0.007337726668227091;-0.0108854145719745;1;2;5;5;4;2;1;0;0;0
190;-0.0025843447781708;-0.0148432789980187;2;3;2;4;4;5;0;0;0;0
191;-0.00910198168016403;-0.00852392996753438;1;2;4;7;4;2;0;0;0;0
192;0.0186317386788165;0.0102555972912591;0;0;0;0;0;1;8;7;4;0
193;-0.0130951083929785;-0.00139466861302944;4;5;4;6;1;0;0;0;0;0
194;-0.017297887293293;0.00878244030275816;2;10;4;1;1;1;1;0;0;0
195;0.00456240350320575;-0.0141929094550626;1;1;1;3;4;5;2;1;2;0
196;0.0157704727301045;0.0027944325797923603;0;0;0;0;2;3;0;5;4;6
197;0.007591039997959659;-0.0115253537305035;0;0;0;2;1;4;6;3;4;0
198;-0.000480882956412205;-0.015475241013429;0;1;4;4;4;6;0;1;0;0
199;-0.00322750250467178;-0.0145129393983815;0;3;1;4;6;3;2;1;0;0
200;-0.0116702415247841;-0.00422263323731561;3;3;6;6;2;0;0;0;0;0
201;0.0134783107438182;-0.00226586947882591;0;0;1;0;2;1;3;6;4;3
202;-0.008461486631220221;-0.00943710852704526;0;0;5;8;4;1;1;1;0;0
203;0.00267200159239665;-0.0151361827046708;0;0;1;3;3;6;2;3;1;1
204;0.0215853707263436;0.0192906851063181;0;0;0;0;0;2;2;7;7;2
205;-0.00941641727963762;-0.00805232158144081;2;3;3;4;3;3;0;1;1;0
206;0.010500328716189002;-0.0076220846877232094;0;0;1;1;4;6;3;4;0;1
207;0.011240723318831001;-0.00641899352061266;0;0;0;0;3;2;6;5;2;2
208;-0.0234843553269891;0.0287517020745027;6;6;4;4;0;0;0;0;0;0
209;-0.0228691208342797;0.0264997517102028;4;7;7;1;1;0;0;0;0;0
210;0.0171622095902707;0.00626484702744353;0;0;0;0;0;1;3;4;8;4
211;-0.00288215230096218;-0.0146983013399579;1;1;3;4;4;3;4;0;0;0
212;-0.00523761733398149;-0.0130665439545629;0;0;9;1;4;4;1;1;0;0
213;0.0112433805627631;-0.00641452242785688;0;0;0;1;1;3;5;5;3;2
214;0.0119479967682413;-0.00519025088765557;0;0;0;0;1;4;4;4;6;1
215;-0.00220157762561594;-0.0150093972475641;1;0;4;4;7;2;2;0;0;0
216;0.00538027680577092;-0.013612884716293999;2;0;0;0;7;1;3;7;0;0
217;0.0051214804029821705;-0.0138076497173193;0;0;0;4;5;4;1;4;1;1
218;0.0047857349780973295;-0.014044831662289;0;0;2;0;6;6;3;1;1;1
219;-0.00442517080236171;-0.0137266707239689;1;1;3;5;5;2;2;1;0;0
220;0.0254763350706249;0.0332601326597304;0;0;0;0;0;0;2;3;5;10
221;-0.00127067170926076;-0.0153184864323362;0;0;3;3;3;5;2;3;1;0
222;0.0100382133770426;-0.00832985962798435;0;0;0;0;6;2;3;4;3;2
223;-0.00297765804071115;-0.0146488920034618;2;3;1;5;4;4;1;0;0;0
224;-4.43108615526619e-06;-0.0155229794390911;0;1;3;1;8;3;3;1;0;0
225;0.0132176946566724;-0.002789582062163;0;0;1;1;0;3;5;4;4;2
226;-0.0140609526491122;0.000701483985701546;4;3;7;6;0;0;0;0;0;0
227;1.92137800142599e-06;-0.0155233778796972;1;0;1;4;6;5;2;0;1;0
228;-0.00303456500039301;-0.0146187783275986;2;0;7;1;2;1;4;3;0;0
229;0.0104037882437494;-0.007772685178443141;1;0;0;0;2;3;3;6;5;0
230;-0.0213986185704521;0.0213553096462178;4;8;3;5;0;0;0;0;0;0
231;-0.0190433268333766;0.0138148874615983;5;5;6;4;0;0;0;0;0;0
232;-0.0139287849739753;0.000406090948047818;6;5;4;3;1;1;0;0;0;0
233;-0.007311496464423871;-0.0109168789020225;2;3;4;5;2;1;1;2;0;0
234;-0.000823204500093181;-0.0154191872817761;1;2;5;1;4;4;1;1;0;1
235;0.0147260987168056;0.000387669199416539;0;0;0;2;3;2;4;5;3;1
236;0.000192646461654774;-0.0155324231663723;0;0;3;4;3;4;4;2;0;0
237;0.0221125076530222;0.0210455976229069;0;0;0;0;0;1;3;3;9;4
238;-0.023041017152047;0.0271230309140252;4;11;2;2;1;0;0;0;0;0
239;-0.0211846223476383;0.0206346387181194;2;11;2;3;1;1;0;0;0;0
240;-0.00492677357379959;-0.0133312117908464;2;1;5;1;4;3;3;1;0;0
241;-0.0220401237646369;0.0235582907313703;10;6;2;2;0;0;0;0;0;0
242;-0.0232748622062011;0.027978294446722;11;6;3;0;0;0;0;0;0;0
243;-0.0146153590462246;0.00197011903072156;3;4;5;7;1;0;0;0;0;0
244;-0.0206226040928121;0.0187757918709081;7;9;4;0;0;0;0;0;0;0
245;0.0206163768380349;0.0161772925638237;0;0;0;0;1;3;2;6;4;4
246;0.00507631878631365;-0.0138405719904293;0;2;2;1;2;5;3;2;3;0
247;0.0140311344762736;-0.00112005734446312;0;0;0;0;2;0;5;5;5;3
248;-0.0172166153666475;0.00855964021823782;2;6;10;2;0;0;0;0;0;0
249;-0.00554087118403353;-0.0127938842603001;3;3;5;4;2;3;0;0;0;0
250;-1.26993470925328e-05;-0.0155224514525965;0;1;4;3;6;2;2;1;0;1
251;0.00447934454130583;-0.0142460056872939;0;0;2;2;7;5;3;1;0;0
252;-0.014277216469298;0.0011906794456103301;4;8;2;4;2;0;0;0;0;0
253;-0.0100125054530971;-0.00711614822258065;1;3;3;3;4;4;1;1;0;0
254;0.0104372579302947;-0.00772063722971515;0;0;0;1;1;4;3;4;4;3
255;0.008731535088336571;-0.0101517753100804;0;0;0;1;2;3;5;6;2;1
256;0.0196648189200477;0.0132617671007854;0;0;0;0;0;1;4;3;9;3
257;0.0257281941310073;0.0342453494357308;0;0;0;0;0;0;1;2;7;10
258;0.0223775067342188;0.0219441094559686;0;0;0;0;0;2;2;3;6;7
259;0.0254619664231202;0.0332042226060783;0;0;0;0;1;1;4;1;6;7
260;-0.000847050123771609;-0.0154146049544598;0;1;3;6;3;3;4;0;0;0
261;0.00620066098769067;-0.0129267629608954;0;1;1;2;3;2;3;4;4;0
262;0.00626322796170758;-0.0128701477702166;0;0;1;0;8;2;4;3;0;2
263;0.0100227038339928;-0.00835303905188922;0;0;1;2;3;1;5;3;2;3
264;-0.0188906228963742;0.0133557342301342;4;6;4;2;3;0;1;0;0;0
265;0.0139042991169734;-0.00138713675488213;0;0;1;0;2;3;3;3;4;4
266;-0.0118637987227624;-0.00385697420883799;5;4;7;3;1;0;0;0;0;0
267;0.011380226423402;-0.00618278312803312;0;0;0;0;2;4;4;6;3;1
268;0.00985646038043082;-0.008599149112126609;0;0;0;2;3;5;4;1;2;3
269;-0.0174674667559232;0.00925062973556051;5;5;7;1;1;0;1;0;0;0
270;-0.017225574266198;0.00858414999714454;6;7;6;0;1;0;0;0;0;0
271;-0.0167462634804673;0.007290348582130509;3;7;5;4;1;0;0;0;0;0
272;0.0216626204327059;0.0195451627275967;0;0;0;1;2;0;3;4;7;3
273;0.0153742818125946;0.0018614771016635802;0;0;0;2;2;2;3;3;3;5
274;-0.0237690176912902;0.0298135379342584;6;7;5;1;1;0;0;0;0;0
275;-0.008211842868088329;-0.00977578758804991;3;4;4;3;4;2;0;0;0;0
276;0.0012593879987042099;-0.0154789003593799;0;2;2;5;5;2;2;2;0;0
277;-0.0179557432361953;0.0106236366175426;2;8;3;5;1;1;0;0;0;0
278;-0.0123585321017029;-0.00289591757696141;2;5;2;5;3;2;1;0;0;0
279;-0.0115590764799124;-0.00443001172903019;3;5;3;5;2;1;1;0;0;0
280;0.0169762679079367;0.00578378343797908;0;0;0;0;1;2;5;7;5;0
281;-0.005969701698268571;-0.012383949998580002;1;0;4;7;6;2;0;0;0;0
282;-0.00685203324337141;-0.0114507053491482;0;5;3;6;5;1;0;0;0;0
283;-0.0174725199207488;0.00926464943596328;6;4;4;3;3;0;0;0;0;0
284;0.00335699863485941;-0.0148584703730221;1;0;0;4;7;5;1;0;2;0
285;0.0003120280237264;-0.0155352114966811;0;0;1;4;4;3;5;2;0;1
286;-0.0178013708093023;0.0101855489801457;3;6;8;2;1;0;0;0;0;0
287;-0.0184854738842953;0.0121550664666599;6;7;6;0;1;0;0;0;0;0
288;-0.00248376244626696;-0.0148891339901754;1;1;3;7;4;1;1;2;0;0
289;0.00706755090413882;-0.0120882186407405;0;1;0;1;4;6;3;4;1;0
290;-0.00101211429127384;-0.0153804649204013;1;2;1;8;5;0;1;2;0;0
291;0.000554860317515018;-0.0155340562854637;0;2;2;3;6;3;2;0;1;1
292;0.0234186140615622;0.0255796537242607;0;0;0;0;1;2;1;5;4;7
293;0.0121629844796661;-0.00480136445414511;0;0;0;0;3;2;3;6;3;3
294;-0.0134537485808206;-0.000633221266457429;2;6;6;2;3;1;0;0;0;0
295;0.00579134903745955;-0.0132821472067374;0;0;0;3;4;4;4;3;2;0
296;0.018753172801658002;0.0106003670683192;0;0;0;0;1;3;3;6;2;5
297;0.0172306331243263;0.00644322153172046;0;0;0;0;1;1;3;1;5;9
298;0.0114285896172282;-0.006100188065879779;0;0;0;1;1;1;11;3;1;2
299;0.0233210521623025;0.025231822911589;0;0;0;0;1;1;2;2;8;6
300;0.0104864696338118;-0.007643793415928859;0;0;1;0;2;3;5;7;1;1
301;-0.00134386300668629;-0.0152990572239843;1;1;2;4;5;4;1;1;1;0
302;0.000907287823870356;-0.0155160968982687;1;1;2;3;6;5;2;0;0;0
303;0.00427194118800614;-0.0143739144284999;0;1;0;5;3;3;5;2;1;0
304;0.0173443434733497;0.0067412624965182;0;0;0;0;0;1;8;5;3;3
305;0.00101990254572012;-0.0155062933420503;0;2;0;2;3;2;6;5;0;0
306;-0.0177950594228781;0.0101677168503213;4;5;4;4;2;0;1;0;0;0
307;0.006284735137803961;-0.0128505461530129;0;1;0;1;3;6;3;3;2;1
308;0.011826608316261998;-0.00540665848447344;0;0;0;0;2;3;3;6;3;3
309;-0.0159551365760924;0.0052328737240153606;6;4;4;4;2;0;0;0;0;0
310;0.0154347936570036;0.00200239458713516;0;0;0;0;0;3;2;7;5;3
311;0.000121283016780923;-0.015529699839069998;0;0;2;3;5;2;5;2;1;0
312;-0.00377410599118185;-0.0141817161090347;0;2;6;5;2;2;2;1;0;0
313;0.0134106795128042;-0.00240278865246941;0;0;0;2;1;3;6;5;3;0
314;-0.0180936864878644;0.01101823024334;5;6;2;4;2;1;0;0;0;0
315;0.015100337161393999;0.00123063750956924;0;0;0;1;2;2;7;3;5;0
316;0.0132235101626546;-0.0027780107125988896;0;0;0;0;2;3;6;7;2;0
317;0.0224718439841305;0.0222666025522743;0;0;0;0;0;0;5;3;8;4
318;-0.010871058507611;-0.005670832384391479;2;4;3;5;4;2;0;0;0;0
319;0.0189080110760803;0.0110432965003794;0;0;0;1;0;3;4;0;9;3
320;0.00527262955373089;-0.0136951607654011;0;0;1;2;3;7;3;3;1;0
321;-0.021284706573563;0.0209708055368203;7;3;4;3;1;2;0;0;0;0
322;-0.00844008739367264;-0.00946651888783486;2;2;5;2;5;1;3;0;0;0
323;-0.0212034938012198;0.0206979059407087;8;6;4;1;1;0;0;0;0;0
324;0.013628194700408;-0.00195989952145601;0;0;0;3;3;3;1;4;5;1
325;-0.0144469542054967;0.00157971680649028;2;6;4;3;5;0;0;0;0;0
326;0.00688598994296668;-0.012273500631472999;0;0;0;2;1;6;5;4;1;1
327;0.0147476850415242;0.000435701326299595;0;0;0;0;1;4;3;7;4;1
328;0.0227264014963949;0.0231437040625208;0;0;0;0;0;2;2;4;5;7
329;-0.0213619400382397;0.0212312832676894;6;10;2;2;0;0;0;0;0;0
330;0.014527998641245002;-4.974905796793761e-05;0;0;0;0;4;2;4;7;2;1
331;0.0133525405762882;-0.00251992317001386;1;0;0;0;3;1;3;5;7;0
332;0.0201765975810088;0.0148123620328431;0;0;0;0;0;3;3;4;3;7
333;-0.0231784661095611;0.0276247075465687;10;4;3;3;0;0;0;0;0;0
334;0.0173952227670722;0.0068752698473972295;0;0;0;0;0;5;1;4;7;3
335;0.00447097943399132;-0.0142512938030151;0;0;2;2;6;5;5;0;0;0
336;0.0005470047043002919;-0.0155342369273088;0;2;2;5;3;5;2;1;0;0
337;0.0101665639837992;-0.00813660308925732;0;0;0;0;2;5;8;2;3;0
