site;enviro;enviro2;sp_01;sp_02;sp_03;sp_04;sp_05
132;-0.0039504862910613;-0.0219892013132693;0;3;5;2;0
133;-0.0232647103051387;0.0103924148582825;0;6;4;0;0
134;0.0289704787222964;0.0228414266567986;0;0;3;4;3
135;-9.184973787634642e-05;-0.0232574816012002;0;3;6;1;0
136;-0.0310209863658764;0.0356093266862222;3;5;2;0;0
137;-0.031707986318054;0.038180271029349996;5;4;1;0;0
138;0.0273229867606466;0.0176010330130381;0;0;4;6;0
139;-0.014966719885652999;-0.008836876207648229;2;3;5;0;0
140;-0.00221520976551973;-0.0227738835731705;0;5;3;2;0
141;0.0202161962883196;-0.0013856522575697;0;0;3;7;0
142;-0.0150978774362154;-0.00859524363636799;0;5;5;0;0
143;-0.012304795206783002;-0.0133084948558705;0;5;4;1;0
144;7.438515474213e-05;-0.0232732030640473;0;3;4;3;0
145;0.0269283108334549;0.0163925173653922;0;0;4;4;2
146;0.0176000395640324;-0.006895479494247071;0;0;5;4;1
147;-0.0238913347001441;0.0121698073623855;3;4;3;0;0
148;-0.0338613960706909;0.0465947062251737;4;5;1;0;0
149;0.000873439365513367;-0.0233039078236176;0;1;5;4;0
150;0.00579708923700362;-0.0218541745883314;0;2;5;3;0
151;0.0354145863432481;0.0463720238736123;0;0;0;2;8
152;-0.0260817531460527;0.0187417488415948;3;4;3;0;0
153;0.0359807145672069;0.0486700802607624;0;0;0;4;6
154;-0.0164249010347446;-0.00603790339838665;0;5;4;1;0
155;-0.012418771429728998;-0.0131339244113625;0;6;4;0;0
156;-0.0155950297350966;-0.00766116691364875;0;4;6;0;0
157;-0.0219809688180306;0.00689378689814393;1;4;5;0;0
158;-0.0250937148571513;0.0157082229129888;3;4;3;0;0
159;0.0046470568028584;-0.0224452229362062;0;3;5;2;0
160;0.00520086916917889;-0.0221798024854416;0;2;6;2;0
161;0.0014239461242912801;-0.0232818475074805;0;2;5;3;0
162;-0.00951886015468071;-0.0171056176415729;0;5;5;0;0
163;-0.000316508126785593;-0.0232311267807946;0;5;3;2;0
164;-0.0208870458475249;0.00406376811521443;0;6;4;0;0
165;0.0319628966903938;0.0331674172227402;0;0;2;4;4
166;0.0108901975834117;-0.0173871024553631;0;0;7;3;0
167;-0.0137862339449717;-0.0109216310794607;0;5;5;0;0
168;0.007237985331197741;-0.0208964893227455;0;0;5;5;0
169;-0.0284518408756574;0.0264814635721304;4;5;1;0;0
170;-0.00364966471442106;-0.0221503308140255;0;4;6;0;0
171;0.0197604252203459;-0.0024028142264497197;0;0;4;4;2
172;0.00562126467916361;-0.021954501271147998;0;1;6;3;0
173;-0.0283143280118497;0.0260145465623388;3;4;3;0;0
174;0.0319598571199006;0.0331563999972692;0;0;2;3;5
175;-0.0179567875100434;-0.00283102550320547;0;6;4;0;0
176;0.0106544591816935;-0.0176604688295809;0;2;4;4;0
177;0.00782008178115864;-0.0204411060534682;0;2;4;4;0
178;0.00809203925710212;-0.0202148393134046;0;0;6;4;0
179;-0.0273778588241982;0.0228933203010479;2;6;2;0;0
180;-0.0274939801487907;0.0232748085831923;3;6;1;0;0
181;-0.0240342941247003;0.0125817049009875;0;7;3;0;0
182;-0.01686184628448;-0.0051510231038551105;0;5;5;0;0
183;-0.0338659876947904;0.0466132243231002;9;1;0;0;0
184;-0.00907147822578275;-0.0176312427552201;1;4;4;1;0
185;-0.0120537614073077;-0.0136876582695746;1;5;3;1;0
186;-0.0187061141204396;-0.00116294395678541;0;4;6;0;0
187;-0.0290772171920009;0.0286326436180734;5;4;1;0;0
188;-0.0157238526734893;-0.00741443684712185;0;5;5;0;0
189;-0.0316612258938182;0.038003539175385;4;4;2;0;0
190;0.034799740395749;0.04391844566595101;0;0;2;4;4
191;0.0283240764500907;0.0207476903427278;0;0;5;5;0
192;-0.016320448345998002;-0.00624662467587295;0;6;4;0;0
193;0.0080532211767654;-0.0202476620953427;0;2;5;3;0
194;-0.0288703435579837;0.0279160003040828;1;8;1;0;0
195;-0.0150125310653589;-0.00875270533653444;0;5;5;0;0
196;-0.0228830970362184;0.00933236555209732;2;5;3;0;0
197;-0.029588885681365;0.0304265301925932;2;6;2;0;0
198;0.0228721224360962;0.00502239385489655;0;0;4;5;1
199;-0.006220834074213311;-0.020433588156957;0;4;5;1;0
200;-0.0336166484275174;0.0456111844431139;5;3;2;0;0
201;0.0171393089947623;-0.007783355860957809;0;0;4;6;0
202;0.0322523660677227;0.0342215528511185;0;0;1;3;6
203;0.0124470961453106;-0.0154193558688626;0;0;5;5;0
204;-0.0123572351063662;-0.0132283635535912;1;5;4;0;0
205;-0.00291876285754241;-0.0224979622157378;0;4;4;2;0
206;0.0351622629807059;0.0453597922939471;0;0;1;5;4
207;0.017692771639413997;-0.006713789693393771;0;1;3;6;0
208;-0.0037222536220802203;-0.0221124135636195;0;4;4;2;0
209;0.0148178443066439;-0.0118813796150747;0;0;5;5;0
210;-0.00199230001749167;-0.0228492925338659;0;4;2;3;1
211;0.0209431579076002;0.000286747739001852;0;0;4;4;2
212;0.00161867375897343;-0.0232656032589254;0;2;5;3;0
213;-0.0206504232585851;0.00346992975989853;2;5;3;0;0
214;-0.016261546168478;-0.00636376553986327;0;7;3;0;0
215;-0.0144025527678028;-0.00985342817763518;0;5;5;0;0
216;0.0120814519971541;-0.0159068252440953;0;1;5;4;0
217;-0.0207356279968022;0.0036830128469700603;0;6;4;0;0
218;0.0014279239581482198;-0.0232815598101542;0;1;6;3;0
219;0.0274676819252475;0.0180486357532132;0;0;4;6;0
220;-0.0193954017992751;0.00042916340438435;1;6;3;0;0
221;-0.016110662783308;-0.00666199156583807;0;5;5;0;0
222;-0.00375565341613745;-0.0220947610721225;0;4;5;1;0
223;0.009170024358429191;-0.0192333183489522;0;0;6;4;0
224;0.0103953647996305;-0.0179534617846152;0;0;5;5;0
225;0.0147529252635504;-0.0119869683412728;0;1;3;4;2
226;0.0195283280594098;-0.0029115080624727103;0;1;5;3;1
227;-0.00276696352924545;-0.0225623670649924;2;2;5;1;0
228;-0.0178396768881348;-0.00308582424252846;0;6;4;0;0
229;0.0289152659074684;0.0226606903645612;0;0;3;6;1
230;-0.0201445808878733;0.00222229128814537;0;6;4;0;0
231;-0.0207008234919843;0.0035958704512088603;0;6;4;0;0
232;0.00658080009079181;-0.0213632428250242;0;1;4;5;0
233;-0.000666744950633325;-0.023178328496426003;0;3;6;1;0
234;-0.0252646589292854;0.016224939653641003;0;5;5;0;0
235;0.0154651881446974;-0.0108016764655178;0;1;5;4;0
236;-0.021919598058115;0.00673133257570694;2;5;3;0;0
237;-0.022290813334113996;0.007720665469247071;1;5;4;0;0
238;0.0298189439830294;0.025663432266691003;0;0;2;4;4
239;-0.0257866846267066;0.0178239208163453;0;7;3;0;0
240;0.0321278882709899;0.0337670582010754;0;0;4;4;2
241;-0.0161800373003105;-0.00652519943709087;0;6;4;0;0
242;0.011926889937626998;-0.0161082074318272;0;1;5;4;0
243;0.0330235619224599;0.0370775291828995;0;0;1;2;7
244;0.0218362225641647;0.00242542791934576;0;0;4;6;0
245;0.0268179276480392;0.0160577618085195;0;0;3;5;2
246;-0.00183471039354637;-0.0228991162905911;0;1;7;2;0
247;-0.0256869185206761;0.0175158837015979;0;5;5;0;0
248;-0.0323376217162524;0.0405847612730333;0;7;3;0;0
249;0.0233311565534935;0.00621309214697343;0;0;3;5;2
250;-0.0228376946975257;0.00920737416538323;0;5;5;0;0
251;-0.0131381725568578;-0.0119971888233887;1;4;4;1;0
252;-0.0200290520907323;0.00194152002369492;1;6;3;0;0
253;-0.0214218346695446;0.00542989353608742;2;3;5;0;0
254;0.000590371601279466;-0.0233015262903663;0;2;5;3;0
255;-0.0095465143586367;-0.0170723628419086;0;4;5;1;0
256;-0.00822629813948925;-0.0185606936795054;0;4;5;1;0
257;0.0344734994857981;0.0426344208150859;0;0;1;6;3
258;-0.0160047017053249;-0.006869844129512429;2;5;3;0;0
259;-0.0206244593895857;0.0034051662680730102;0;6;4;0;0
260;-0.00715032351884709;-0.0196237145047395;0;5;3;2;0
261;0.014753674065196003;-0.0119857532345301;0;1;4;5;0
262;0.00016708025206382801;-0.0232805735066227;0;2;5;3;0
263;-0.0102546466457058;-0.0161905112164858;0;5;4;1;0
264;-0.015482592811336;-0.007874935567478591;0;4;5;1;0
265;-0.0123290021054834;-0.013271545020041;0;4;5;1;0
266;0.0131945616188801;-0.0143744549363503;0;0;5;4;1
267;0.0270740364544091;0.0168366256609358;0;0;3;5;2
268;-0.0292486811369382;0.0292303954409917;2;5;3;0;0
269;-0.0115890465130915;-0.0143702200206586;1;3;5;1;0
270;0.0252945702362742;0.0115826873710863;0;0;3;6;1
271;-0.0177550465706465;-0.0032689621635754603;1;5;4;0;0
272;-0.0310302146612589;0.0356434977146434;2;5;3;0;0
273;0.00992698756452496;-0.0184632999732397;0;2;6;2;0
274;-0.0134763338397855;-0.0114420536817295;0;5;5;0;0
275;0.00236369544318008;-0.0231627290230152;0;4;3;3;0
276;0.0286171723127683;0.021691022400137;0;0;4;5;1
277;0.00440865245058694;-0.0225484949815014;0;0;4;5;1
278;-0.0272505623329596;0.0224769210933681;3;5;2;0;0
279;-0.0310845900279616;0.0358450429136074;3;5;2;0;0
280;0.00281549656746805;-0.0230688912421832;0;2;5;3;0
281;0.0221494788227941;0.00319758347823026;0;0;5;5;0
282;-0.0203253620024302;0.0026647619935876;2;5;3;0;0
283;0.009955600627631709;-0.0184328859775152;0;0;7;3;0
284;0.0105495298615353;-0.0177800674861605;0;1;5;4;0
285;0.0141384856029266;-0.0129620544867066;0;0;5;5;0
286;0.00139675607388856;-0.0232837647377468;0;2;5;3;0
287;0.0207069515292561;-0.000263395712351665;0;1;5;4;0
288;-0.0231683327591926;0.0101230972958044;0;6;4;0;0
289;-0.0162396712627359;-0.00640716616658992;0;5;5;0;0
290;0.034449522215481004;0.0425405390820337;0;0;2;2;6
291;0.0073464337815716705;-0.0208146361817241;0;3;4;3;0
292;-0.007924733991998379;-0.0188722111184132;0;4;5;1;0
293;0.0136913828884773;-0.013643978103919;0;0;4;6;0
294;0.0269181685471527;0.016361700041868;0;0;2;7;1
295;-0.0157578597666998;-0.007348982162059079;0;6;4;0;0
296;0.0120739288409668;-0.015916691667452;0;1;4;5;0
297;0.0176943016168095;-0.0067107836225398605;0;0;4;6;0
298;-0.00363205635772674;-0.0221594362631539;0;3;5;2;0
299;-0.0124911432031315;-0.0130222925185822;0;4;5;1;0
300;-0.0065537164096573204;-0.0201550962240689;0;5;5;0;0
301;-0.00361664475483026;-0.0221673761496134;0;3;5;2;0
302;0.00236297345184804;-0.0231628599745162;0;2;5;3;0
303;-0.0187675525243381;-0.00102327807671665;1;5;4;0;0
304;-0.0207921490182768;0.00382482860027744;1;7;2;0;0
305;-0.0125668355021941;-0.0129048868978635;0;6;3;1;0
306;-0.0161417004716093;-0.00660086090680604;0;6;4;0;0
307;0.0173620961767089;-0.00735710492465104;0;2;2;5;1
308;0.032053487259444;0.033496265115471005;0;0;1;6;3
309;-0.0302181402364565;0.0326744276667262;4;4;2;0;0
310;-0.000438865256999946;-0.0232143032513394;0;2;5;3;0
311;-0.0131096252343318;-0.0120434439988055;0;6;4;0;0
312;-0.0265591123242482;0.0202480501453952;3;6;1;0;0
313;0.00582707390468891;-0.021836706181999004;0;2;5;3;0
314;0.0159495972477629;-0.00996184309204619;0;0;5;5;0
315;0.0234226596981132;0.00645337427129327;0;0;4;5;1
316;-0.0161911082028187;-0.00650331811511239;1;3;6;0;0
317;0.00515660654537454;-0.0222023277031856;0;2;5;3;0
318;0.0290029260832185;0.0229478068588581;0;0;4;6;0
319;0.0151173280681603;-0.0113879310935179;0;0;4;6;0
320;-0.00160179965021927;-0.0229674633421279;1;3;5;1;0
321;-0.00839477976241237;-0.0183820447921611;0;2;6;2;0
322;-0.0170630672534634;-0.00473512984663757;1;6;3;0;0
323;0.0036814169854277705;-0.0228226717665933;0;1;6;3;0
324;0.0341102607010575;0.0412193465942031;0;0;3;4;3
325;-0.0275782322749203;0.0235525803477875;1;5;4;0;0
326;0.0107105639112304;-0.0175959950223023;0;0;5;5;0
327;0.0202026818242061;-0.00141616066384396;0;0;4;6;0
328;0.0197578967702599;-0.0024083896640584197;0;0;5;5;0
329;-0.0123359343935954;-0.0132609508974295;0;5;5;0;0
330;0.0185638964142702;-0.0049581575493552205;0;0;4;5;1
331;-0.0147445621441441;-0.00924159355324507;0;5;5;0;0
332;0.00107769168945084;-0.0232998365918058;0;4;4;2;0
333;-0.0117917978011066;-0.0140755133592874;0;5;4;1;0
334;0.00288824584895666;-0.023051561758742;0;3;4;3;0
335;0.0316630583754955;0.0320857997623626;0;0;3;5;2
336;0.000817349342604804;-0.0233041764490568;0;1;5;4;0
337;0.0149828881575905;-0.0116107334778768;0;1;3;4;2
338;-0.0206848665399794;0.0035559650645157;2;6;2;0;0
339;0.0135099693075613;-0.0139140389196221;0;0;4;6;0
340;0.0018723582492483;-0.0232378240763716;1;0;4;5;0
341;-0.000315672679672805;-0.0232312356643014;0;4;6;0;0
342;-0.0109627927934467;-0.0152503053653446;0;5;5;0;0
343;0.0334903098941605;0.0388396500213403;0;0;1;3;6
344;-0.0111406657698667;-0.015004976401146002;0;5;5;0;0
345;0.0271044695441106;0.0169296843118756;0;1;4;5;0
346;0.025532945793488;0.0122651318971842;0;0;3;5;2
347;-0.00519310928182746;-0.0212120548331103;0;4;4;2;0
348;-0.0265458052170864;0.0202057005356855;0;5;5;0;0
349;-0.0107811095638978;-0.0154970898307325;1;5;4;0;0
350;-0.000862896883222639;-0.0231425245483444;1;2;5;2;0
351;0.0197731887191174;-0.0023746583231253698;0;0;5;5;0
352;-0.0276946131129361;0.0239376357932534;2;5;3;0;0
353;0.025860435205079;0.0132134792532678;0;0;4;4;2
354;-0.0337989601702056;0.0463431446008132;4;3;2;1;0
355;0.0121200077496352;-0.015856157040259;0;0;5;4;1
356;-0.00860865832292141;-0.018150502653571;0;6;4;0;0
357;0.0330001985237273;0.0369899910264768;0;0;1;3;6
358;-0.0244256319726348;0.0137213973540145;0;4;6;0;0
359;-0.00373645318080791;-0.0221049246572836;0;2;5;3;0
360;0.0283100588533515;0.0207028249690097;0;0;4;4;2
361;-0.0248637544684439;0.0150184786254009;1;4;5;0;0
362;0.022863746653372003;0.00500089545226524;0;0;3;7;0
363;0.0069662268665198;-0.0210955932039623;0;1;6;3;0
364;-0.0209912053310039;0.00432723594831349;0;4;4;2;0
365;0.0207553291945536;-0.00015124882181103;0;0;4;6;0
366;-0.0240049603554647;0.012496993988733001;2;5;3;0;0
367;0.0036633317207591704;-0.0228287060916942;0;1;4;5;0
368;0.0122023139317996;-0.0157474154046243;0;1;5;4;0
369;-0.0253385666993893;0.0164493950461114;1;6;3;0;0
370;-0.0249304398849683;0.0152178618626642;0;6;4;0;0
371;-0.0190654790263619;-0.000339784120948214;0;6;4;0;0
372;0.00273145628836689;-0.0230881438972849;0;1;5;4;0
373;-0.0197791472364685;0.00133948470199272;0;6;4;0;0
374;-0.0336902634966739;0.0459062748377661;6;2;2;0;0
375;0.00572743994682402;-0.0218943470872409;0;0;5;5;0
376;0.0180558763725868;-0.00599273169300901;0;1;2;6;1
377;-0.003938895564555071;-0.021995604667882997;0;3;5;2;0
378;0.0330735293189645;0.0372649605267711;0;0;3;6;1
379;-0.0256436916241848;0.017382776180419997;3;5;2;0;0
380;0.0108479521428706;-0.0174365664708133;0;1;5;4;0
381;-0.007555596694251571;-0.0192391311025312;1;4;5;0;0
382;-0.0292970677823893;0.0293996980972938;3;4;3;0;0
383;0.0333150168572939;0.0381748917840764;0;0;0;4;6
384;0.0253067652685492;0.0116174400459747;0;0;5;5;0
385;0.0312913869825299;0.0307595735031261;0;0;3;5;2
386;0.0123374063025849;-0.0155672252025719;0;0;6;4;0
387;0.0205089627973578;-0.0007195269051755;0;0;4;5;1
388;-0.0176027696673711;-0.0035963872465416898;0;5;4;1;0
389;0.0256588436095403;0.0126282318851537;0;0;4;6;0
390;-0.0207240101183461;0.00365390870905355;0;6;4;0;0
391;-0.0333883832542848;0.0447001780585511;1;6;3;0;0
392;-0.0069227765789475;-0.0198312691017839;0;4;6;0;0
393;0.0204231860461343;-0.000915725645014594;0;0;4;6;0
394;0.0358435581276464;0.0481099055947663;0;0;2;5;3
395;-0.0112697812139861;-0.0148245900833245;0;6;4;0;0
396;-0.00180328727445101;-0.0229087055961846;0;2;5;3;0
397;0.0323812159465761;0.0346939095176106;0;0;2;4;4
398;-0.0268374800355356;0.021138672669134998;1;5;4;0;0
399;0.0307632047228346;0.0289025189371659;0;0;4;6;0
400;0.0291080397405508;0.0232932679982227;0;0;1;2;7
401;0.00745143429222267;-0.0207340817861961;0;2;6;2;0
402;-0.00238353270652638;-0.0227131105264567;0;4;5;1;0
403;0.0269252298436302;0.0163831545164262;0;0;5;5;0
404;-0.0283328615195821;0.0260773477574732;0;6;4;0;0
405;0.0279920045735061;0.019690988966364;0;1;4;4;1
406;-0.00981489913254258;-0.0167450026814024;0;5;4;1;0
407;0.0137894614739834;-0.013496379224995;0;1;3;6;0
408;-0.0179553935526913;-0.00283406773249548;0;5;5;0;0
409;-0.0284871220932288;0.0266016135194613;3;5;2;0;0
410;-0.0184037547575747;-0.00184388927007527;0;6;4;0;0
411;-0.0242219517267773;0.0131259965251519;2;6;2;0;0
412;-0.0183318094275878;-0.002004351383212;2;4;4;0;0
413;-0.0239574934111397;0.0123601296112597;0;6;4;0;0
414;0.0192258975873941;-0.0035649503487660797;0;0;5;4;1
415;0.0251247021557286;0.0111004063528122;0;0;4;5;1
416;-0.0198723208035303;0.00156309582498835;1;5;4;0;0
417;0.0281150388593582;0.020081006124771;0;0;2;7;1
418;-0.0318926203252009;0.0388805835989135;2;7;1;0;0
419;-0.017888019869216;-0.00298083731039226;2;5;3;0;0
420;-0.0253830381768376;0.0165847596327107;2;6;2;0;0
421;0.0289177583718665;0.0226688416745149;0;0;3;5;2
422;0.0198276266052589;-0.0022543571553018896;0;1;4;4;1
423;-0.0192483341659513;8.483020789305059e-05;0;7;3;0;0
424;-0.00272522971343177;-0.0225796039287771;0;0;5;5;0
425;-0.00909355695823506;-0.0176058488373231;0;4;5;1;0
426;0.0294044901949057;0.0242744911673594;0;0;2;5;3
427;0.0150826078173557;-0.0114456730941087;0;1;5;4;0
428;-0.0211379641414018;0.004700599261935921;1;6;3;0;0
429;-0.0104903820540394;-0.0158840028856235;0;5;5;0;0
430;-0.0297948091598224;0.0311570837863704;4;4;2;0;0
431;0.00501295413603299;-0.0222738621418406;0;1;5;4;0
432;-0.0283945041406322;0.0262865125971503;3;5;2;0;0
433;-0.0025300375022181;-0.0226575320729544;0;2;5;3;0
434;-0.0197574249282635;0.00128749760204077;3;4;3;0;0
435;0.0173584760523024;-0.00736407733220825;0;0;4;6;0
436;0.0154726790731958;-0.0107888970399312;0;0;5;5;0
437;-0.00979490031428137;-0.0167696850157998;0;4;6;0;0
438;0.0169954508390401;-0.00805552666432944;0;0;3;7;0
439;-0.0123406925084406;-0.0132536761736399;0;5;5;0;0
440;0.00912147564723569;-0.0192804296798829;0;2;5;3;0
441;-0.0282919272139985;0.0259386943066375;0;7;3;0;0
442;0.0028406935769043897;-0.0230629587986789;0;4;4;2;0
443;-0.0172323533322084;-0.0043815928737872;1;5;4;0;0
444;-0.0271682285921355;0.0222086033482128;2;6;2;0;0
445;-0.0032848734042906303;-0.0223316011414573;0;5;5;0;0
446;-0.0118170863365284;-0.0140384200834371;0;7;3;0;0
447;0.007600478096188191;-0.0206175358159242;0;1;5;4;0
