site;enviro;enviro2;sp_01;sp_02;sp_03;sp_04;sp_05;sp_06;sp_07;sp_08;sp_09;sp_10
51;0.0185271092733716;0.0103437078708714;0;0;0;0;1;3;0;3;2;11
52;-0.0183034022186199;0.0119044680006725;9;0;4;5;1;1;0;0;0;0
53;0.0169517500118976;0.00596726530259178;0;0;0;0;0;3;3;5;8;1
54;-0.00312910165347277;-0.0150282288108229;0;0;3;8;5;2;0;2;0;0
55;-0.0014263714830777198;-0.0157514031445002;1;0;3;4;2;5;2;3;0;0
56;0.0008081317699553099;-0.0159966022363526;0;0;3;4;3;3;1;5;1;0
57;-0.000151954865503557;-0.0159891337855241;1;0;2;1;7;8;0;1;0;0
58;-0.0021322332076502398;-0.0155079059713133;1;0;4;6;0;3;3;3;0;0
59;0.024330322322832002;0.0298909661008253;0;0;0;0;0;2;0;6;6;6
60;-0.00150884489462107;-0.0157270658255968;1;0;3;5;5;5;0;1;0;0
61;-0.0112250038932576;-0.00524342398019831;2;0;6;6;3;2;0;1;0;0
62;-5.4432716098345e-06;-0.0159998094270386;1;0;1;4;4;6;0;1;3;0
63;-0.0120801785680756;-0.0035974654845260796;1;0;8;7;3;0;0;1;0;0
64;-0.000581333737765557;-0.0159380646876057;2;0;3;2;5;6;1;0;1;0
65;0.0018149743798553102;-0.015846001959732;0;0;2;4;1;7;1;4;1;0
66;-0.00120318555641444;-0.0158118061720575;1;0;2;1;8;4;0;4;0;0
67;0.0160055963561849;0.0035296544285614295;0;0;0;0;1;2;3;8;4;2
68;-0.0216374839828949;0.0227588124946853;10;0;5;3;1;1;0;0;0;0
69;-0.0187703499537563;0.0133175450729515;12;0;4;3;0;0;0;1;0;0
70;-0.00346199427237695;-0.0148326324830516;0;0;6;4;5;4;0;0;1;0
71;0.00039345690121630897;-0.0160114701502134;1;0;3;1;6;5;0;3;0;1
72;-0.0228099547328161;0.0269985836568529;11;0;7;2;0;0;0;0;0;0
73;0.0051639616951835105;-0.0141780514811409;1;0;2;0;0;7;4;5;1;0
74;0.00426448548100071;-0.0148022959097852;0;0;0;1;0;8;7;3;1;0
75;0.0189527820613087;0.0115943958081337;0;0;0;0;0;1;0;3;10;6
76;0.0231420787693573;0.0254498443344728;0;0;0;0;0;2;0;10;5;3
77;0.0137154413503648;-0.00177762007801469;0;0;0;2;0;3;2;11;2;0
78;0.00710443441701983;-0.0123904749618644;0;0;0;1;5;7;0;2;3;2
79;-0.00962347416990945;-0.008011133792360191;1;0;3;7;4;5;0;0;0;0
80;0.007471315036845;-0.0119847796179405;0;0;1;2;0;4;6;5;2;0
81;-0.00388958236447689;-0.0145553823038854;0;0;5;7;0;4;3;0;1;0
82;0.0213811157244017;0.0192836329724501;0;0;0;0;0;1;1;11;7;0
83;-0.0141402840487646;0.000848095656635872;5;0;6;6;3;0;0;0;0;0
84;-0.0219042730556985;0.0237042181418169;8;7;0;5;0;0;0;0;0;0
85;-0.00546664492955122;-0.0132798883661619;1;0;2;7;8;2;0;0;0;0
86;-0.0141369908817459;0.000840447357518606;5;0;4;4;5;2;0;0;0;0
87;0.00102446434843035;-0.0159779250711079;1;0;4;4;4;3;0;1;3;0
88;-0.008964318396160941;-0.009031052080603421;5;0;5;6;2;2;0;0;0;0
89;0.00809970514838572;-0.0112398740655469;0;0;1;1;0;6;6;2;4;0
90;0.005600132965894429;-0.0138287386786512;0;0;1;3;0;3;2;8;3;0
91;-0.0221383336729241;0.0245430241923042;11;8;0;1;0;0;0;0;0;0
92;-0.0134356127984204;-0.000748946305891861;6;4;2;7;0;1;0;0;0;0
93;-0.00817015299113487;-0.010167537115404;2;0;3;6;6;3;0;0;0;0
94;-0.0168816982186847;0.007816918030854809;5;0;4;6;2;2;1;0;0;0
95;0.00904740290170808;-0.00999696174159724;0;0;0;1;0;3;3;5;7;1
96;0.009306222629950671;-0.009632535972080759;0;0;1;0;1;7;4;4;3;0
97;0.000609992964636991;-0.0160071387478239;0;0;5;5;4;1;0;2;3;0
98;0.0232496112759238;0.0258424556352968;0;0;0;0;0;1;0;8;3;8
99;0.0202058413089997;0.0154443498146246;0;0;0;2;0;4;1;7;4;2
100;0.0111777174808609;-0.006678463714325161;0;0;0;0;2;6;0;4;4;4
101;-0.0227477786658152;0.0267682260489506;11;5;0;4;0;0;0;0;0;0
102;0.0204168888207976;0.0161175013184116;0;0;0;0;0;0;0;9;7;4
103;0.0217868819062009;0.0206604773429669;0;0;0;0;0;0;0;7;7;6
104;0.018569076058121997;0.0104657240828003;0;0;0;0;2;2;0;8;3;5
105;0.0144263550772907;-0.00021994422572740098;0;0;0;0;1;5;1;8;4;1
106;0.00460833096292903;-0.014578948334583999;0;0;1;3;4;6;0;3;0;3
107;-0.020875059233153;0.0201198265721861;9;0;6;3;1;0;1;0;0;0
108;0.00740252030800197;-0.0120624931489383;0;0;0;3;3;5;0;5;2;2
109;-0.00533736176902312;-0.0133994237881411;1;0;5;5;2;4;3;0;0;0
110;-0.00767203334479816;-0.0108288704122754;2;0;8;4;5;1;0;0;0;0
111;-0.016587137488961002;0.007010468542526929;2;0;5;8;1;4;0;0;0;0
112;0.021402852343365;0.0193567217847267;0;0;0;0;0;2;0;8;4;6
113;-0.0054008775025083606;-0.0133410312211583;0;0;5;5;3;5;0;2;0;0
114;0.00918914256242575;-0.00979871574428275;0;0;1;2;0;7;5;5;0;0
115;-0.014481817168997;0.0016507195486827;4;0;5;5;6;0;0;0;0;0
116;-0.0146251036419588;0.0019930090911746898;5;0;5;8;1;0;1;0;0;0
117;-0.000358443469715791;-0.0159682565963313;0;1;1;4;3;8;0;3;0;0
118;0.0175190978499989;0.007497639796179509;0;0;0;0;2;3;0;1;5;9
119;0.0048950521887210895;-0.0143782424003608;0;0;1;2;1;7;2;6;1;0
120;-0.0190454974537111;0.0141665313355048;8;1;5;4;1;1;0;0;0;0
121;-0.0160958203449202;0.0056962280851516;7;0;7;4;1;1;0;0;0;0
122;-0.0215532810788501;0.0224627917158046;8;10;0;2;0;0;0;0;0;0
123;0.00343171083225139;-0.0152648418862465;0;0;2;3;1;6;1;4;0;3
124;-0.0030526863486473;-0.015070625619735;2;0;1;4;5;4;0;2;0;2
125;0.0185669142741596;0.0104594319259691;0;0;0;1;0;1;1;4;10;3
126;-0.0230080531227464;0.0277366479842712;11;0;6;2;0;1;0;0;0;0
127;0.00200096491427011;-0.0158004334851999;0;0;3;4;2;4;3;0;4;0
128;-0.00537481478121025;-0.0133650698193867;3;0;7;6;3;1;0;0;0;0
129;-0.0138134115992798;9.740406692348679e-05;3;0;9;5;1;2;0;0;0;0
130;-0.0058776869753041795;-0.0128820703518165;2;0;5;5;4;3;0;1;0;0
131;0.009524871613913171;-0.00931631987194765;1;0;1;3;0;4;2;5;4;0
132;-0.0210838120565392;0.0208331375990083;8;5;1;5;0;1;0;0;0;0
133;0.0127728607956795;-0.00371821355086905;0;0;0;0;0;3;6;6;5;0
134;-0.0217285132126876;0.0230801077760128;13;0;5;1;1;0;0;0;0;0
135;0.00999227957533849;-0.00861468807861232;0;0;0;2;0;4;4;6;4;0
136;0.0038666405125046205;-0.0150371128506791;1;0;1;1;2;7;2;3;3;0
137;-0.0056628183395053;-0.0130933983913304;0;0;2;8;5;5;0;0;0;0
138;0.00632541351846551;-0.0131804985040883;0;0;1;3;0;8;2;5;1;0
139;-0.0153202787404391;0.00370030705077104;7;0;8;2;1;1;0;1;0;0
140;-0.0072243410301814;-0.0113893784656475;0;0;2;11;4;2;0;0;1;0
141;-0.00498620900921798;-0.0137106035750732;0;0;3;8;3;6;0;0;0;0
142;0.0194962762034728;0.0132333991398116;0;0;0;0;0;1;0;3;6;10
143;-0.006238026959316471;-0.012511086236649998;1;0;5;4;7;3;0;0;0;0
144;0.0242862301031874;0.0297221332593298;0;0;0;1;0;1;0;1;7;10
145;0.0027079704010826;-0.0155767054357053;0;0;0;7;2;2;2;4;3;0
146;0.000102208431064909;-0.016005464614825;0;0;2;5;5;4;1;3;0;0
147;0.00652045374311645;-0.0129918156506797;0;1;1;2;1;6;1;6;2;0
148;-0.00230413674905227;-0.015436533985463997;0;0;5;6;5;2;1;1;0;0
149;-0.0162575674812851;0.00612462624523004;7;0;5;7;1;0;0;0;0;0
150;-0.0164815257158262;0.00672470529134734;3;10;0;6;0;1;0;0;0;0
151;0.0009255279065405449;-0.0159873959795379;0;0;3;5;4;5;0;3;0;0
152;0.00109929820407798;-0.0159697211145359;0;0;1;6;3;7;0;2;1;0
153;0.0110548229366147;-0.00688963896915406;0;0;0;1;3;4;0;6;5;1
154;0.000705616178246686;-0.0160028379880304;0;1;1;7;2;5;0;3;1;0
155;0.0038167917471144705;-0.0150647493256973;1;0;2;3;2;6;0;3;2;1
156;-0.0111782762591498;-0.00532998933478617;2;0;5;7;5;0;0;1;0;0
157;0.00844322279032827;-0.0108059521094659;0;0;2;0;1;5;1;6;4;1
158;0.0137176612117355;-0.0017728820195650002;0;0;1;2;2;3;0;7;3;2
159;-0.000545428224929201;-0.015943465425755;2;0;3;2;7;5;0;1;0;0
160;0.00492479337490947;-0.0143566704944153;0;0;2;1;3;6;0;5;2;1
161;-0.0149148149644154;0.00269512091615969;8;0;6;3;2;0;1;0;0;0
162;-0.0153080954721525;0.0036697201649889296;7;0;3;6;1;2;1;0;0;0
163;0.019142809854191003;0.0121620849225293;0;0;0;0;0;2;0;6;4;8
164;0.0217341778409547;0.0204801534577747;0;0;0;0;0;2;0;5;9;4
165;0.0100734694829183;-0.00848924963784152;0;0;0;1;1;3;2;7;6;0
166;0.00193389992573747;-0.0158175027583571;1;0;2;4;3;9;0;1;0;0
167;-0.00112294008256099;-0.0158315758661667;0;0;1;4;6;5;0;2;2;0
168;0.0175216239807121;0.00750456899472547;0;0;0;1;0;5;2;7;5;0
169;0.0164980224227791;0.0047804356897837704;0;0;0;0;2;0;1;7;6;4
170;-0.0140260905951366;0.0005838973149603611;3;0;9;3;4;1;0;0;0;0
171;0.0179149393957199;0.00859589195885314;0;0;0;1;0;0;3;9;7;0
172;0.0242396494310551;0.0295441098139009;0;0;0;0;0;0;0;3;10;7
173;-0.0136237974446025;-0.000330226945118964;3;0;9;3;3;1;0;1;0;0
174;0.009594286270653691;-0.0092143308286591;0;0;1;0;1;8;0;2;6;2
175;-0.00561799324739915;-0.0131365535857027;0;0;6;6;4;4;0;0;0;0
176;0.0179594519331473;0.00872095896220268;0;0;0;1;0;2;0;4;9;4
177;-0.0218575726918401;0.0235379063863589;9;7;0;4;0;0;0;0;0;0
178;-0.0179160220759357;0.0107586545526498;4;0;13;3;0;0;0;0;0;0
179;0.0220733987121318;0.021648553349333;0;0;0;0;0;0;1;7;9;3
180;-0.0138394658387532;0.000156612927494973;5;0;5;5;3;1;0;1;0;0
181;0.0047374033281472605;-0.0144902250576122;2;0;2;2;0;2;8;1;3;0
182;-0.00894999167051058;-0.009052448055104741;3;0;7;4;3;2;0;1;0;0
183;0.0036266586354255;-0.015166510029404001;0;1;1;4;3;9;0;1;0;1
184;-0.00111473205291843;-0.0158335399563988;1;0;4;7;3;5;0;0;0;0
185;0.00774900127197768;-0.0116633960091686;1;0;1;3;0;9;1;2;1;2
186;0.0062749227251245295;-0.013228351767787;0;0;0;1;0;5;7;5;2;0
187;0.0071569737794221705;-0.0123336983479698;0;0;1;3;1;7;1;3;4;0
188;-0.0136329339017656;-0.000309753687608708;2;0;7;4;6;1;0;0;0;0
189;-0.0132122608059639;-0.0012385611383345099;3;0;7;9;1;0;0;0;0;0
190;-0.0157262732894561;0.00473316506882954;6;0;6;4;4;0;0;0;0;0
191;0.015814866261455;0.00305561657483984;0;0;0;0;0;4;7;7;2;0
192;0.0228797383516816;0.0244997774592469;0;0;0;0;0;1;0;7;5;7
193;0.000932515803728266;-0.015986778450323;0;0;2;3;4;8;1;0;2;0
194;0.00429065215815619;-0.0147859641496526;0;0;1;1;4;6;2;3;3;0
195;-0.00701903022814856;-0.0116357007590714;3;0;1;6;6;4;0;0;0;0
196;0.0244331614629258;0.0302859547078842;0;0;0;0;0;0;0;3;6;11
197;0.00357063781625353;-0.0151953896134532;0;0;3;2;0;5;6;3;1;0
198;-0.021627238265256997;0.0227227323886949;6;3;1;9;1;0;0;0;0;0
199;0.0175201632708164;0.007500562130257759;0;0;0;0;0;2;6;5;7;0
200;-0.00398630465586604;-0.0144886100685073;0;0;5;4;3;8;0;0;0;0
201;-0.00936254649983227;-0.00842318254404115;4;0;5;3;3;4;0;1;0;0
202;0.0233598106461629;0.0262467234363926;0;0;0;0;1;2;0;4;7;6
203;-0.00574816050017266;-0.0130103468284453;1;0;8;5;0;3;3;0;0;0
204;-0.0164812873123458;0.006724062240479871;6;0;6;3;4;1;0;0;0;0
205;-0.0119559265263643;-0.00384387949506785;5;0;5;8;2;0;0;0;0;0
206;-0.0201075279292951;0.0175571092540107;8;0;7;2;2;1;0;0;0;0
207;-0.0198759126795909;0.0168022805381421;8;0;5;6;1;0;0;0;0;0
208;0.02378689604653;0.0278318491765185;0;0;0;0;0;0;0;7;2;11
209;-0.0107482319297266;-0.00611026586715185;5;0;5;3;5;2;0;0;0;0
210;-0.0217134148775301;0.0230267252238595;10;9;0;1;0;0;0;0;0;0
211;-0.0199620350104384;0.0170819487889174;7;0;5;4;3;1;0;0;0;0
212;0.0233326222752067;0.0261468019930402;0;0;0;0;1;2;0;4;5;8
213;0.0227436228504064;0.0240111735453345;0;0;0;0;0;1;0;2;10;7
214;0.016803317921117;0.005575381502063771;0;0;0;0;0;4;0;5;5;6
215;0.0117242351964267;-0.00571008969193644;0;0;0;1;0;5;5;5;4;0
216;-0.00297708403742473;-0.0151116519241091;0;0;1;6;3;7;1;2;0;0
217;-0.00128516822737508;-0.0157905444919632;0;0;2;3;2;9;0;4;0;0
218;-0.007414103712536159;-0.0111557124099242;2;0;7;8;1;2;0;0;0;0
219;-0.00422521069288743;-0.0143172665353112;0;0;6;3;6;2;1;0;2;0
220;-0.0116365270263079;-0.0044659695353452605;1;1;3;8;5;2;0;0;0;0
221;0.00871050866376997;-0.0104552631624022;0;0;0;2;1;5;1;9;2;0
222;0.004483693555761821;-0.0146620932976768;0;0;0;4;0;7;5;1;3;0
223;-0.00436735046369388;-0.0142109908392595;2;0;2;5;4;3;0;1;3;0
224;0.00630212626874727;-0.0132026199584395;0;0;3;1;0;5;6;2;3;0
225;-0.0026163705039382;-0.0152948055990265;2;0;5;6;5;1;1;0;0;0
226;-0.0039928684730804204;-0.0144840245006251;0;0;1;6;6;5;0;1;1;0
227;0.0044060671297163;-0.0147126213884342;1;0;3;0;3;6;2;3;2;0
228;-0.0174963709217436;0.00954448216827453;6;6;0;5;0;3;0;0;0;0
229;0.0028873520170528896;-0.0155072208615296;0;0;1;3;6;7;0;2;1;0
230;0.0240389187468018;0.028780922583927;0;0;0;0;0;0;0;4;6;10
231;0.0205439346268954;0.0165261595235746;0;0;0;0;0;1;0;7;6;6
232;-0.0198781735984001;0.0168096073355115;11;1;6;0;2;0;0;0;0;0
233;-0.0204438411228139;0.0186684264153733;5;14;0;1;0;0;0;0;0;0
234;0.0155105407662222;0.00231130308328572;0;0;0;1;2;4;1;3;8;1
235;0.0119891148786903;-0.00522355576572525;0;0;0;0;0;5;4;3;8;0
236;0.0161789012572374;0.00396543112279706;0;0;0;0;1;2;0;10;5;2
237;-0.0127052388481361;-0.0023203896535511697;3;0;3;4;7;3;0;0;0;0
238;-0.0166711675012022;0.007239110945981741;5;0;9;3;1;2;0;0;0;0
239;-0.00192474889578565;-0.0155877531863745;0;0;1;6;0;8;4;1;0;0
240;0.0121807688615312;-0.004864523832242279;0;0;0;2;1;4;3;6;4;0
241;0.0105567679909438;-0.007720727739633959;0;0;1;1;1;4;1;6;6;0
242;-0.0175070432199725;0.00957501103678577;7;0;5;5;3;0;0;0;0;0
243;-0.0233624848794035;0.0290728376371965;7;10;0;3;0;0;0;0;0;0
244;0.0187358863369794;0.0109535022825938;0;0;0;1;1;2;1;7;4;4
245;-0.00867490239439655;-0.00945690560016388;1;0;5;7;3;4;0;0;0;0
246;-0.0110671488894238;-0.00553445515118718;1;0;4;8;3;3;0;0;1;0
247;0.00992625343574476;-0.008715920876195729;0;0;0;1;2;4;2;6;5;0
248;0.0214492891060777;0.0195131174461039;0;0;0;0;0;0;0;7;9;4
249;0.0181356222716951;0.00921905551416817;0;0;0;2;0;4;1;4;7;2
250;0.0124538347437211;-0.00434282819500211;0;0;1;1;0;5;4;5;4;0
251;-0.007024522158984479;-0.0116291995895127;2;0;6;6;3;3;0;0;0;0
252;0.0048963202046248;-0.0143773255702184;0;0;1;3;1;5;0;7;1;2
253;-0.00812445036245662;-0.0102298687922558;3;0;4;6;4;3;0;0;0;0
254;-0.0189392032034454;0.0138371173580146;5;1;6;5;3;0;0;0;0;0
255;0.0245823296364204;0.0308618930293976;0;0;0;0;0;0;0;4;7;9
256;-0.0196824481594556;0.0161783632490998;8;0;6;4;2;0;0;0;0;0
257;0.000971347974136217;-0.0159832044581945;1;0;1;3;4;7;0;1;3;0
258;0.0195375903720715;0.0133599222558795;0;0;0;0;1;0;0;3;5;11
259;-0.0045873627235758895;-0.0140401168075481;1;0;3;4;6;6;0;0;0;0
260;-0.0142804014394108;0.00117512239707001;5;0;4;6;2;2;0;1;0;0
261;0.0218056526011371;0.0207248075122725;0;0;0;0;1;2;0;4;5;8
262;0.0228194330958717;0.0242829383253618;0;0;0;0;0;3;0;3;9;5
263;0.0144896659065608;-7.730313205147159e-05;0;0;0;0;3;1;0;4;8;4
264;-0.0119865819586425;-0.0037833138343320795;3;0;5;8;3;0;1;0;0;0
265;0.00525323518725343;-0.0141090332971306;0;0;1;1;3;5;2;3;4;1
266;0.00874584180550045;-0.0104080493683224;0;0;0;0;5;4;0;4;6;1
267;-0.00157322708085962;-0.0157073107016221;0;0;4;4;4;4;0;3;1;0
268;-0.0182592912893991;0.0117727829997099;8;0;5;4;1;2;0;0;0;0
269;-0.004637006427054321;-0.0140004897374897;1;0;1;5;9;2;0;1;1;0
270;-0.0177204146278467;0.0101891995273687;3;0;10;4;3;0;0;0;0;0
271;-0.0224804692955788;0.0257849111512259;9;9;0;2;0;0;0;0;0;0
272;0.00132877877110837;-0.0159389766137531;0;0;2;4;3;6;0;5;0;0
273;-0.0209305078952359;0.0203086153021216;9;8;0;3;0;0;0;0;0;0
274;0.0244680920615341;0.0304205025162249;0;0;0;0;0;1;0;5;7;7
275;-0.0100632308194552;-0.00729203329069678;2;0;5;8;3;1;0;1;0;0
276;0.00668258300089274;-0.0128303383749062;0;0;0;2;1;9;4;2;2;0
277;-0.0184957166573868;0.0124822245750101;10;0;4;2;2;2;0;0;0;0
278;0.0037122975022624203;-0.0151213913569732;0;0;1;3;0;9;5;2;0;0
279;0.0066256657440837;-0.0128875058207382;0;0;2;1;0;3;7;5;2;0
280;0.00940535008748997;-0.00949012298771258;0;0;0;1;2;7;1;5;3;1
281;-0.0118746385540218;-0.00400375142944574;6;0;6;5;1;2;0;0;0;0
282;-0.00660865880975285;-0.01210783233726;1;0;7;7;2;3;0;0;0;0
283;0.000516886611432696;-0.0160099205430104;3;0;2;5;0;4;4;2;0;0
284;-0.0114426568992307;-0.00483560705035189;3;0;6;7;4;0;0;0;0;0
285;-0.00974620776223818;-0.00781354968920423;4;0;6;6;2;2;0;0;0;0
286;-0.0218899059822444;0.0236530162123254;9;0;6;2;2;1;0;0;0;0
287;0.00155543421465518;-0.0159003396778487;0;0;2;2;2;7;2;4;1;0
288;0.007027765783856271;-0.0124725343471617;0;0;2;0;0;5;5;4;4;0
289;-0.00250970287315888;-0.0153449781059467;0;0;2;7;2;8;0;1;0;0
290;0.022522050779573997;0.0232221527412933;0;0;0;0;1;0;0;8;4;7
291;-0.010990690488368;-0.00567398532003836;1;0;7;7;4;1;0;0;0;0
292;-0.0009534623430367869;-0.0158699434557027;0;0;3;4;5;8;0;0;0;0
293;0.0155047707937368;0.00229733413527377;0;0;0;0;0;2;6;5;7;0
294;0.00593943403706113;-0.0135359558231571;0;0;1;0;5;7;0;5;1;1
295;0.00305126836038498;-0.0154392250449465;0;0;3;4;4;7;0;1;1;0
296;0.000489058104885025;-0.0160104827549623;0;0;2;6;3;6;0;3;0;0
297;-0.0215753415615919;0.0225402371035999;8;6;0;6;0;0;0;0;0;0
298;-0.015783440179997;0.00488071696714375;4;0;9;5;0;2;0;0;0;0
299;0.0235661264148918;0.0270088196871651;0;0;0;0;0;3;0;3;9;5
300;0.0159199164994937;0.00331598687484944;0;0;0;0;2;5;1;7;4;1
301;-0.0126415342504337;-0.00245340696353424;1;9;0;8;0;2;0;0;0;0
302;-0.00817540936829333;-0.0101603467595731;0;0;5;6;5;4;0;0;0;0
303;0.00576468567136346;-0.0136890466133466;0;0;1;3;0;5;9;2;0;0
304;-0.0205170748647636;0.0189128202628171;9;9;0;2;0;0;0;0;0;0
305;0.0205309859105334;0.0164843902169746;0;0;0;0;1;1;0;9;5;4
306;-0.0116041503580722;-0.0045281179743108;4;0;8;3;4;0;1;0;0;0
307;0.00291282422087106;-0.0154969365965283;0;0;3;5;1;4;1;4;2;0
308;0.000308982916700909;-0.0160111256763847;3;0;0;4;7;3;0;0;2;1
309;-0.00661441086114506;-0.0121014008054263;2;0;5;3;4;5;0;0;1;0
310;0.005527441914296;-0.0138890679065613;0;0;3;2;2;5;1;3;2;2
311;0.00911423763066371;-0.00990388299292071;0;0;2;0;3;5;0;5;3;2
312;-0.0211723829088403;0.0211378920722283;8;3;0;7;0;1;0;1;0;0
313;-0.00907955762611453;-0.00885775575903753;1;0;6;4;4;3;0;2;0;0
314;0.0195627098423678;0.0134369832096761;0;0;0;0;0;1;0;8;4;7
315;-0.00325216032609662;-0.0149579895087739;0;0;5;0;4;7;0;3;1;0
316;0.000177289678899692;-0.0160083112078109;0;0;4;1;4;6;0;3;2;0
317;0.0154295812308598;0.00211578921749487;0;0;0;0;0;3;3;9;3;2
318;-0.0153523941166581;0.00378104860160576;2;0;4;7;3;3;0;1;0;0
319;-0.0213368694493179;0.0217071871383528;9;0;8;2;0;1;0;0;0;0
320;-0.00306647192712033;-0.015063046164115;0;0;2;5;3;8;0;2;0;0
321;0.00108777693489126;-0.015971042534928998;1;0;1;7;2;4;1;2;2;0
322;-0.0216254197192277;0.0227163301675096;6;0;7;2;3;2;0;0;0;0
323;-0.0047747185389099295;-0.0138884997520243;0;0;4;7;4;4;0;0;1;0
324;-0.0129120937139864;-0.0018839924798826;4;0;7;5;1;2;1;0;0;0
325;0.00660286864921791;-0.0129102577422057;0;0;1;1;2;5;2;3;6;0
326;-0.0141124080980657;0.000783409271142287;4;0;4;6;4;0;1;1;0;0
327;0.0133409555637687;-0.00256563446498285;0;0;0;0;3;1;0;7;6;3
328;0.0104261340125283;-0.00793214228112518;0;0;0;2;0;5;6;2;5;0
329;-0.017120977444731;0.00848223664200849;6;0;6;4;3;0;0;1;0;0
330;-0.0141732519215869;0.000924758364320643;4;0;5;7;3;1;0;0;0;0
331;0.0161054986898039;0.00378027307081625;0;0;0;0;2;3;1;7;5;2
332;0.0032942846694038;-0.0153305055908956;0;0;1;4;3;7;0;4;1;0
333;0.0168375707509645;0.0056655014193425;0;0;0;0;0;0;1;11;7;1
334;0.00277526956907939;-0.0155512401380446;0;0;4;4;0;4;2;6;0;0
335;-0.00162261578892153;-0.0156917066746414;2;0;1;4;1;9;0;1;2;0
336;-0.00671484502657746;-0.0119882493305931;1;0;3;11;4;1;0;0;0;0
337;-0.0053632504608493205;-0.0133757012029502;0;0;4;3;4;6;1;0;2;0
