site;enviro;enviro2;sp_01;sp_02;sp_03;sp_04;sp_05
46;-0.0215268973028699;0.0032812620696470603;0;9;1;0;0
47;0.0186817403948243;-0.00261296136849493;0;0;0;5;5
48;0.0263040878390397;0.0174727177421075;0;0;0;2;8
49;0.0254115420937024;0.0147714391365608;0;1;0;3;6
50;-0.0019339191034692398;-0.0230816959747685;0;5;3;2;0
51;-0.0234110188669296;0.00816974630975743;0;8;2;0;0
52;0.0142494408333338;-0.0111852277744159;0;0;3;5;2
53;0.0212983715692902;0.00352039038571529;0;0;3;4;3
54;0.009298678850978721;-0.0180586501453289;0;1;3;4;2
55;-0.0067901578662442;-0.0207094723150538;0;7;3;0;0
56;0.0110181886018035;-0.015994486502960998;0;1;3;5;1
57;0.0282176219562118;0.0235762794037387;0;0;1;2;7
58;-0.0241119103146244;0.0100936270462872;0;9;1;0;0
59;0.0257283107552107;0.0157195284508236;0;0;1;3;6
60;-0.0243888298021295;0.0108694922404597;0;7;3;0;0
61;-0.0017330750981209698;-0.0231207373118096;0;5;5;0;0
62;-0.0034962858445318603;-0.0226177839924178;0;4;3;3;0
63;-0.0246487279342728;0.0116057813909475;10;0;0;0;0
64;0.0264685483550842;0.017980565176472;0;0;1;6;3
65;-0.0328301099709862;0.038799949232655;9;0;1;0;0
66;0.0071635483590945905;-0.0201431009985163;0;0;4;6;0
67;0.0222969032171779;0.006070873902905;0;0;2;5;3
68;0.0103607028008512;-0.0168243658508979;0;2;5;3;0
69;-0.0222240420135849;0.00504192802825058;10;0;0;0;0
70;-0.0166201581022401;-0.007511773161365171;0;6;4;0;0
71;-0.0170169927214593;-0.00674296420128256;0;7;3;0;0
72;0.0189866264401812;-0.00193930215306462;0;0;2;4;4
73;-0.00472496906353268;-0.0220535144024033;0;5;4;1;0
74;-0.0134186962777762;-0.0130441818648627;0;4;5;1;0
75;-0.00394878876884825;-0.0224303992360317;0;6;4;0;0
76;-0.0157836359688796;-0.00907241020364886;3;0;6;1;0
77;0.0121301791377024;-0.0144764991257622;0;0;5;2;3
78;-0.0237189553806982;0.00900796564801306;0;6;4;0;0
79;0.0255375903376119;0.0151473037262861;0;0;1;2;7
80;0.00811198692392641;-0.0192826303398108;0;0;6;4;0
81;-0.00411432335878692;-0.0223559003372798;0;7;2;1;0
82;0.00984263646935294;-0.0174428515017267;0;2;3;4;1
83;-0.0011668550561448599;-0.0232055437171693;0;1;6;2;1
84;-0.032231403047462005;0.0365458819530083;0;9;1;0;0
85;-0.0136965979813248;-0.0126111933606305;0;7;3;0;0
86;-0.0303897888132074;0.0298737661554357;0;6;4;0;0
87;-0.00359057524560205;-0.0225807023522545;0;2;7;0;1
88;-0.0259297323119566;0.0153496514577107;0;8;1;0;1
89;0.00760452316367635;-0.019756040959527002;0;2;2;6;0
90;0.00186251341113675;-0.0230258071505295;0;2;5;2;1
91;0.0188855612137275;-0.0021638082279274396;0;0;3;5;2
92;-0.0259096500656318;0.0152894863258818;7;0;3;0;0
93;0.00858343616615459;-0.018815977701503003;0;0;2;7;1
94;0.0128146687639881;-0.0134705829968973;0;0;1;7;2
95;0.0176976858651438;-0.00471350809420426;0;0;1;6;3
96;-0.01198394054736;-0.0151367170071651;0;5;5;0;0
97;0.0202756858614797;0.00102842584504458;0;0;2;4;4
98;-0.0219046745707774;0.00422833658728226;0;5;5;0;0
99;0.0283623228873706;0.024055149823862;0;0;2;3;5
100;0.0296259241168896;0.028340378753903998;0;0;0;3;7
101;-0.00776234603765659;-0.0199050329404438;0;6;4;0;0
102;-0.0135649801075671;-0.0128173820923053;0;7;2;1;0
103;-0.005739441525395171;-0.0214552778833169;0;3;6;1;0
104;-0.0217002958455107;0.0037139051905699205;0;7;2;1;0
105;0.021511295408801003;0.0040545195523973895;0;0;2;5;3
106;0.0248734944833316;0.0131878095781595;0;0;1;6;3
107;0.00554078032380688;-0.0213726994633205;0;0;6;3;1
108;-0.00871048761650998;-0.0190146023764945;0;6;4;0;0
109;-0.015168171803601999;-0.0101686643303876;5;0;4;1;0
110;-0.021684291896485998;0.0036738275749378796;8;0;2;0;0
111;0.0315393626805007;0.0351829287997877;0;0;1;3;6
112;-0.0204501478603689;0.000672971373394059;4;0;6;0;0
113;-0.0220810567186512;0.00467620498322684;6;0;3;1;0
114;-0.0228209608130937;0.0065943928050085;0;9;1;0;0
115;0.017503798272493997;-0.00511409505553533;0;1;1;8;0
116;-0.00898836009477101;-0.0187338307166578;0;7;3;0;0
117;-0.008515436264155641;-0.0192063241592125;0;7;2;1;0
118;0.0223009631493916;0.00608148064433819;0;0;1;7;2
119;0.00352366329378691;-0.0224741115136776;0;0;6;4;0
120;0.0193690654737482;-0.0010789990944835301;0;1;2;7;0
121;-0.00795453533798462;-0.0197329910832571;0;5;4;1;0
122;0.029927974369214;0.0293922191819448;0;0;0;3;7
123;-0.007627076413156109;-0.0200235460141922;0;6;3;1;0
124;0.0122148749450487;-0.0143549857477406;0;0;3;6;1
125;-0.0123898795325549;-0.0145689592714219;0;6;4;0;0
126;-0.0133506217651578;-0.0131488765616395;0;8;2;0;0
127;0.0154919335923559;-0.00901268435185782;0;0;1;7;2
128;-0.00152057477403668;-0.0231569362326226;0;3;3;3;1
129;0.0198682591584006;6.954063038360961e-05;0;0;2;5;3
130;0.0018749051924204898;-0.0230228798365205;0;2;5;2;1
131;0.0211083734847422;0.0030482236768651604;0;0;1;5;4
132;-0.0228111498208356;0.00656854141390995;9;0;1;0;0
133;0.0018906221241588698;-0.0230191413286246;0;0;8;2;0
134;-0.00427304281589759;-0.0222814755289748;0;2;4;4;0
135;0.0289018476958187;0.0258621115913357;0;0;0;4;6
136;-0.000302760395723392;-0.023263087187285;0;2;5;3;0
137;0.00469033739009562;-0.0218947717356204;0;2;4;1;3
138;0.0169083462971391;-0.00631701102229816;0;0;1;5;4
139;0.0302334903386563;0.030466923527494;0;0;1;4;5
140;-0.016985468086152;-0.00680470831414318;4;0;6;0;0
141;0.00106370014927073;-0.0231768253757125;0;4;2;4;0
142;0.0130567783567089;-0.0131017354113359;0;1;3;4;2
143;-0.0306497439695114;0.0307916645073778;6;0;4;0;0
144;0.0274793561798458;0.021170987444230002;0;0;1;5;4
145;-0.0323034284526325;0.0368148437249314;10;0;0;0;0
146;0.0196834283575619;-0.000359095323157132;0;0;3;6;1
147;-0.0309671456024452;0.0319230630960013;10;0;0;0;0
148;-0.0251111381824525;0.0129352101271305;0;8;2;0;0
149;0.0036126216004122203;-0.0224355127417266;0;1;6;1;2
150;0.00771756774311801;-0.0196531752212163;0;1;4;3;2
151;0.023737848938067;0.00995581649440498;0;1;2;2;5
152;0.0313542599694018;0.0345023869462235;0;0;0;3;7
153;0.00044087070903498;-0.023243078916512002;0;1;6;3;0
154;0.0037301343259568795;-0.0223831132276509;0;1;2;4;3
155;-0.00118170427402026;-0.0232037958087533;0;1;7;2;0
156;0.000679779703220092;-0.0232229992066336;0;3;5;2;0
157;-0.0333954374827292;0.0409666172883364;10;0;0;0;0
158;-0.0222550881678805;0.00512165107339834;7;0;3;0;0
159;0.0304383211724762;0.0311935301998043;0;0;0;5;5
160;0.0293812208649942;0.0274960207725662;0;0;0;2;8
161;0.00102179304819506;-0.0231826990605637;0;2;4;4;0
162;-0.0019577386367778398;-0.0230767545632089;0;2;4;3;1
163;-0.0132035329999503;-0.0133732500969618;0;7;2;1;0
164;-0.0019801018657394;-0.0230720552009546;0;3;6;1;0
165;-0.0285172854923426;0.0234942027448513;9;0;1;0;0
166;0.0132752889592509;-0.0127629867646631;0;0;2;8;0
167;-0.0110948918516314;-0.0163132093454004;0;3;6;1;0
168;0.0306795775748269;0.0320556100270817;0;0;0;5;5
169;-0.0346203855867864;0.0457888774980356;0;9;1;0;0
170;0.0204795613217831;0.00151549802633643;0;0;3;3;4
171;-0.0105822402219176;-0.0169498189204838;0;4;5;1;0
172;0.000763687821797554;-0.0232143716460865;0;2;5;2;1
173;0.0272929028001176;0.0205735439763289;0;0;0;5;5
174;0.025242232595098;0.0142694815921507;0;0;1;4;5
175;-0.0317884398535136;0.0349050078723107;9;0;1;0;0
176;0.0186124477728679;-0.00276455860645712;0;1;2;4;3
177;-0.0324906480114475;0.0375167933894211;9;0;1;0;0
178;0.0220998298088334;0.00555831666276188;0;0;1;5;4
179;0.0283360114565932;0.0239678941333789;0;0;2;4;4
180;-0.0056019354612919;-0.0215433785138792;0;4;5;1;0
181;-0.0178067594357637;-0.0051584059272736;0;7;3;0;0
182;0.0180464704320737;-0.00398188418495327;0;0;2;7;1
183;-1.65678038931992e-05;-0.0232630004605191;0;2;4;4;0
184;0.00370196071107592;-0.0223958223648144;0;1;6;2;1
185;0.0287135290036006;0.0252275533545603;0;0;0;5;5
186;0.0328976079371807;0.0402985144230353;0;0;0;5;5
187;0.0326825155262197;0.0394741078893945;0;0;1;3;6
188;-0.0108318143388677;-0.0166437167933513;0;2;6;2;0
189;-0.00283126262632846;-0.0228499539614671;0;3;5;1;1
190;-0.0178528863085211;-0.00506361634287134;0;9;1;0;0
191;0.0324633539437695;0.0386396399118424;0;0;1;4;5
192;0.0225770559162407;0.0068072827749585604;0;0;1;6;3
193;0.0187005823413403;-0.00257164269675458;0;2;2;3;3
194;-0.00887599823295983;-0.0188484464515439;0;7;3;0;0
195;0.0291676022157484;0.0267646153099148;0;0;1;3;6
196;0.011915922184186;-0.0147801692461303;0;1;1;6;2
197;-0.0275312357491989;0.0202986854786383;8;0;2;0;0
198;0.00237636551451868;-0.022889434095563;0;1;6;2;1
199;-0.0331265053976158;0.0399312754228292;9;0;1;0;0
201;-0.0130676398216017;-0.0135783091177542;0;5;4;1;0
202;0.021717918354113;0.00457788413119252;0;1;1;5;3
203;0.00239087804994904;-0.0228851366208428;0;1;5;4;0
204;-0.0148510900279061;-0.010716248339920999;0;5;4;1;0
205;-0.0046336571405969;-0.0221014890696224;0;2;4;4;0
206;-0.0282931885644194;0.0227580356111876;6;0;4;0;0
207;0.0329288116454393;0.0404185590006858;0;0;0;5;5
208;-0.0207044319006764;0.0012767797256572802;0;6;3;1;0
209;-0.0015383136969282;-0.0231541153729456;0;1;5;3;1
210;0.0243234593991359;0.0116037032910886;0;0;1;4;5
211;-0.0129836463450851;-0.0137039788343802;0;4;5;1;0
212;-0.0325868512068907;0.0378790775308906;10;0;0;0;0
213;0.033478414866442;0.0425515159096175;0;0;0;3;7
214;0.0243218390247051;0.0115990885829303;0;0;2;7;1
215;-0.0262893887182863;0.0164351019452283;7;0;3;0;0
216;-0.0252871476957526;0.0134477721569286;0;8;2;0;0
217;0.0175768806670035;-0.00496361455154062;0;0;5;3;2
218;0.00258959052199582;-0.0228238294432806;0;2;5;1;2
219;-0.0290946809082362;0.0254178828365829;10;0;0;0;0
220;-0.0282485231019245;0.0226120059645941;7;0;3;0;0
221;-0.0269411362158783;0.0184404251696943;0;7;3;0;0
222;0.0153043944680696;-0.00935210930647295;0;0;3;4;3
223;-0.0041161064093054;-0.0223550805245412;0;2;4;4;0
224;0.0207951368037881;0.00227896247295943;0;0;1;6;3
225;0.009246094486405721;-0.0181163550727283;0;2;5;3;0
226;-0.0151765168956338;-0.0101540948459477;0;7;1;2;0
227;-0.0176447805567293;-0.00548930813271346;0;7;3;0;0
228;0.0154436558810738;-0.00910045264007475;0;0;2;6;2
229;0.0342241531419909;0.0455018325826874;0;0;0;6;4
230;0.0163140531862936;-0.007476465720642109;0;0;2;2;6
231;-0.0127956195167207;-0.013982327062998002;0;5;5;0;0
232;0.0261985339293563;0.0171484290605098;0;0;3;2;5
233;-0.0197779343623293;-0.000887008117497897;0;6;3;1;0
234;-0.0233274704479399;0.007944225320312621;6;0;3;1;0
235;0.00465174791838005;-0.0219164659469353;0;2;5;3;0
236;0.0212952141846295;0.00351250961976785;0;0;1;6;3
237;-0.0189076315570688;-0.00282861278577607;0;6;4;0;0
238;-0.00253056443662924;-0.0229380442046762;0;3;4;3;0
239;-0.0110612774542739;-0.0163558880961306;0;4;6;0;0
240;0.0150031366214074;-0.00988878868848123;0;1;4;5;0
241;-0.00859311435539924;-0.0191305022845493;0;5;3;2;0
242;-0.0267274274593814;0.0177774331583813;10;0;0;0;0
243;0.0181433299564795;-0.0037761975956096604;0;0;1;6;3
244;-0.0125592534467405;-0.014326401159903;0;5;4;1;0
245;-0.0123107335473466;-0.0146811592698532;0;7;3;0;0
246;-0.0337159592352454;0.0422115581401048;0;9;1;0;0
247;-0.0233225457357386;0.00793095745798949;4;1;5;0;0
248;0.0016324618349205901;-0.0230769086368517;0;3;3;3;1
249;-0.0021930459019825;-0.0230243935087122;0;2;6;1;1
250;-0.007644236065885459;-0.020008629884567003;0;4;5;1;0
251;0.00489128785783372;-0.0217790020806898;0;0;7;3;0
252;0.0169599282489363;-0.0062144380817566;0;1;1;6;2
253;0.0344266705908723;0.0463142077480281;0;0;0;3;7
254;0.0051878698529936205;-0.0215995565448048;0;1;7;2;0
255;0.0136621404925468;-0.0121496461421317;0;1;2;5;2
256;-0.0281200622238054;0.0221933082707643;10;0;0;0;0
257;-0.00655699716032085;-0.0208860573107567;0;2;6;2;0
258;-0.007279191395066871;-0.0203185615891255;0;4;4;2;0
259;-0.006599706959935879;-0.0208541839634312;0;3;4;3;0
260;-0.0145575281736409;-0.0112127893699046;0;6;4;0;0
261;0.0164507923094751;-0.007213328867828521;0;1;6;0;3
262;-0.00234505811506948;-0.0229871433273327;0;2;4;4;0
263;0.0157451738700769;-0.008547855979940091;0;2;1;4;3
264;-0.026813745391758;0.0180445791291615;9;0;0;1;0
265;-0.0151555630452247;-0.0101906622765845;0;7;2;1;0
266;0.0133828788973026;-0.0125941537524941;0;1;1;5;3
267;0.0261169149628804;0.0168985631154366;0;0;2;3;5
268;0.00355146372297955;-0.0224621478606163;0;1;7;2;0
269;-0.0342912757654992;0.0444761226721039;10;0;0;0;0
270;-0.027986677022507005;0.0217605917386089;0;8;2;0;0
271;-0.0223452984125601;0.00535393702437574;7;0;3;0;0
272;0.00452434336502036;-0.0219868602575688;0;1;8;0;1
273;0.0154016988230728;-0.009176509877343659;0;0;5;5;0
274;0.00674484465006638;-0.0204896793066204;0;1;4;5;0
275;0.00741190859732222;-0.0199278880423655;0;0;5;5;0
276;0.00820791209822002;-0.0191897760594752;0;2;3;4;1
277;-0.0135814848577483;-0.0127916367236718;0;4;6;0;0
278;0.033802786155036;0.0438268564771438;0;0;0;2;8
279;0.0335539920598769;0.0428475715537001;0;0;1;3;6
280;0.0181956898066552;-0.0036645541556429703;0;1;1;7;1
281;0.0112611236994862;-0.0156751321053755;0;1;4;5;0
282;0.0183686796815475;-0.00329343216728794;0;0;2;4;4
283;0.0211765076636298;0.00321706192896967;0;0;0;4;6
284;-0.01967810452428;-0.00111419699222408;0;6;4;0;0
285;-0.00885128960578031;-0.0188734537438174;0;3;6;1;0
286;-0.0060817178979583894;-0.0212264297806821;0;2;6;2;0
287;0.0197800773237394;-0.000135455053784441;0;0;1;6;3
288;0.0224171150431038;0.00638574432106355;0;0;1;3;6
289;0.0197429601386967;-0.000221470637625573;0;0;0;9;1
290;-0.0241874096225869;0.0103042744789449;7;0;3;0;0
291;0.027401178956999003;0.0209199957019822;0;0;1;3;6
292;0.0147273643925848;-0.0103708119934022;0;0;3;5;2
293;-0.0110334190932023;-0.0163911590606007;0;3;6;1;0
294;0.009784325520711241;-0.0175105105487538;0;1;2;4;3
295;-0.0105073615177188;-0.0170402445973768;0;5;5;0;0
296;-0.00113401448864275;-0.023209318313038997;0;2;6;2;0
297;0.0239877743095828;0.0106542183778108;0;0;0;7;3
298;0.0286725957383833;0.025090170462070998;0;0;1;5;4
299;-0.0333045265281456;0.040615684673956;9;0;1;0;0
300;0.0133966847254044;-0.0125723918083709;0;0;3;5;2
301;-0.00573645015592885;-0.0214572178658088;1;1;5;3;0
302;0.0235914082675203;0.009549972233363001;0;0;2;4;4
303;-0.0278032561675448;0.0211689333636618;10;0;0;0;0
304;0.0146411491944693;-0.0105196928552985;0;0;1;7;2
305;-0.0305543832014927;0.0304540340282708;0;9;1;0;0
306;0.022960059761314;0.00782881730408513;0;0;1;6;3
307;0.006370537362311;-0.0207822462090013;0;4;2;4;0
308;0.0339322973766993;0.0443394783506367;0;0;1;1;8
309;-0.0209794852490195;0.00193837308277648;0;8;2;0;0
310;-0.00679091613521436;-0.0207088877221907;0;3;7;0;0
311;-0.0344738626218498;0.0452028701186431;8;0;2;0;0
312;0.0180261248501848;-0.00402495047916106;0;0;2;4;4
313;0.0023914778248193603;-0.0228849584874369;0;1;5;4;0
314;-0.0224176152277251;0.00554083201316654;9;0;1;0;0
315;0.00220269767130774;-0.0229389602751817;0;2;7;1;0
316;-0.0245491117017919;0.0113226408994424;7;0;3;0;0
317;0.009082336625375909;-0.0182939989922078;0;3;5;0;2
318;-0.009837005373424629;-0.0178207324256419;0;6;3;1;0
319;-0.0235480224116953;0.0085413152033211;0;9;1;0;0
320;0.014565495833743001;-0.010649622808401;0;1;3;5;1
321;-0.009494400487881121;-0.0181994402561976;0;3;6;1;0
322;0.0281288456146882;0.0232836901525381;0;0;0;4;6
323;-0.020534170108313998;0.000871653824594384;0;6;3;1;0
324;0.008974334096935859;-0.0184094527860131;0;1;0;8;1
325;-0.0237694876211122;0.00914657052113422;0;9;1;0;0
326;-0.0107346957419321;-0.0167636936317577;0;2;7;1;0
327;-0.00503414550429727;-0.0218838741287981;0;2;6;2;0
328;-0.0053812730476698704;-0.0216801613371339;0;1;5;4;0
329;-0.026214716649676003;0.0162085024973645;8;0;2;0;0
330;-0.0226342296229363;0.00610428833120457;0;9;1;0;0
331;0.0207109992756182;0.00207427803756554;0;0;0;6;4
332;-0.000986872135636687;-0.0232246902398286;0;4;5;1;0
333;-0.017537728344518003;-0.00570632722192384;0;7;3;0;0
334;0.0267606505172679;0.0188903208180115;0;0;3;1;6
335;-0.0149165625984204;-0.0106041386046837;0;7;2;1;0
336;0.0243081077753876;0.0115599952459574;0;0;2;3;5
337;0.0164809223652801;-0.007155055052024129;0;0;1;4;5
338;0.011912412296847;-0.0147850994193584;0;1;5;4;0
339;-0.0316020024723206;0.0342212098921303;8;0;2;0;0
340;-0.0147184591405195;-0.0109418262932257;0;5;5;0;0
341;0.0201987001161643;0.000845759207138584;0;0;1;5;4
342;0.000756562135844313;-0.0232151361391313;0;5;2;3;0
343;0.0331682480239599;0.0413434693877133;1;0;0;1;8
344;-0.0201161616142523;-0.000108666980713791;0;8;2;0;0
345;-0.0214226291437477;0.00302278848286794;0;7;3;0;0
346;0.0269294673355528;0.019420628025105;0;0;0;2;8
347;-0.0207914952967113;0.0014852438440555401;6;0;3;1;0
348;-0.0234656920047882;0.00831776417859394;0;5;4;1;0
349;0.0030729358502667;-0.0226555342488826;0;3;6;1;0
350;0.0293825495214546;0.0275005865471383;0;0;0;3;7
351;-0.0111503505872648;-0.0162425084927752;0;6;3;1;0
352;-0.0168911735305386;-0.00698870354199136;0;6;3;1;0
353;0.006575763199476971;-0.0206238551622298;0;1;5;4;0
354;-0.00264351544003917;-0.0229061882278731;0;3;5;2;0
355;-0.0222649478041142;0.00514699296992339;0;7;3;0;0
356;-0.0319691512017527;0.0355716630136589;0;9;1;0;0
357;0.0224358952323565;0.00643508701192694;0;0;2;5;3
358;-0.0341560892620607;0.0439405404038243;10;0;0;0;0
359;0.028481152177271;0.0244502223276982;0;0;2;4;4
360;0.009380875515319041;-0.0179678050375629;0;0;7;1;2
361;-0.0215191182218293;0.0032619346111467397;6;0;4;0;0
362;-0.00209635158230832;-0.0230466896066862;0;4;4;1;1
363;0.005104397714760111;-0.0216510955031415;0;2;5;2;1
364;-0.0187668439291988;-0.00313442481089107;4;0;5;1;0
365;0.0294287322675155;0.0276594158315218;0;0;2;3;5
366;0.00525568819453874;-0.021557086147917997;0;0;6;3;1
367;0.032106442072363996;0.0372926387283798;0;1;0;3;6
368;-0.013103962169594;-0.0135237100388326;0;4;5;1;0
369;-0.0119364118495631;-0.015201938550131;0;6;3;1;0
370;0.00731411689484454;-0.0200134843420667;0;0;3;7;0
371;0.0324569376720905;0.0386152938315502;0;0;1;3;6
372;0.017900873615366002;-0.00428901414196062;0;0;2;5;3
373;-0.0233246070991732;0.007936510715652271;0;7;3;0;0
374;-0.0027235540041083;-0.0228827163397843;0;2;5;3;0
375;0.0124985176589033;-0.0139419665138357;0;0;5;3;2
376;0.0181436062918665;-0.0037756092209919705;0;0;2;6;2
377;0.0250343828847054;0.0136578216401131;0;0;1;6;3
378;-0.00969163827428517;-0.0179830854520493;0;2;8;0;0
379;0.021344768780009998;0.0036363305651100296;0;1;1;5;3
380;-0.0240819940426896;0.0100103423241434;8;0;2;0;0
381;-0.0319180206777199;0.0353826540847995;0;10;0;0;0
382;0.0153377783049776;-0.009291987566857009;0;1;3;3;3
383;0.004120818391821679;-0.0221973585437489;0;0;4;6;0
384;0.0261989619995836;0.0171497415849073;0;0;0;2;8
385;0.0221950275765793;0.0058053472055896605;0;1;1;4;4
386;-0.0324000437846048;0.0371765783035997;10;0;0;0;0
387;0.0311239420913278;0.0336611730327429;0;0;0;5;5
388;0.0233646215919563;0.00892638039138309;0;0;1;4;5
389;-0.0121476967388364;-0.0149099894052923;0;6;4;0;0
390;-0.0317741103367866;0.0348523079535427;9;0;1;0;0
391;-0.0192749853173731;-0.0020198088620778;0;8;2;0;0
392;0.0186118883590437;-0.00276578021010917;0;0;1;6;3
393;0.0232676644554142;0.00866160433913944;0;0;3;2;5
394;-0.00983875882584265;-0.0178187590823071;0;5;5;0;0
395;-0.00679029074972042;-0.0207093698724244;0;2;6;2;0
396;0.0200674892568111;0.0005360195443254549;0;0;0;5;5
397;-0.013732743680851001;-0.0125542159007761;0;7;2;1;0
398;0.000823181186996881;-0.0232077582869472;1;0;9;0;0
399;0.00975724896444868;-0.0175417934148184;0;3;5;2;0
400;0.0291028304037659;0.0265438928172668;0;1;1;7;1
401;-0.0329538469533698;0.0392710044936717;0;9;1;0;0
402;0.009134059759788109;-0.0182382269341331;0;1;3;4;2
403;0.0292473728246156;0.027037119668737;0;0;1;3;6
404;0.0016399612252583301;-0.0230753398570115;0;1;3;5;1
405;-0.0141735064521622;-0.0118472046729192;0;5;2;3;0
406;-0.0327915851579906;0.0386536523725604;9;0;1;0;0
407;-0.0223124234003901;0.00526917622706641;0;9;1;0;0
408;0.0332445239497697;0.0416395134730839;0;0;1;4;5
409;0.0186445053198668;-0.00269449306165707;0;0;1;3;6
410;-0.00212329796204033;-0.0230405855237669;0;2;6;2;0
411;0.0196140219142137;-0.0005190276526265441;0;0;2;6;2
412;-0.0258094296493631;0.0149899335208187;7;0;3;0;0
413;-0.0191412138495173;-0.00231615112517259;6;0;4;0;0
414;0.0222725594441294;0.00600731499800842;0;0;0;7;3
415;0.0202764023105708;0.00103012902519436;0;0;0;7;3
416;0.006932108589822811;-0.0203371937622394;0;2;3;5;0
417;-0.033249909993007004;0.040405317279918;0;9;1;0;0
418;0.0114489165958758;-0.0154235616471386;0;1;4;5;0
419;-0.0155775936715164;-0.009444315181037291;0;7;0;3;0
420;0.00791605357735503;-0.01946896550407;0;0;2;7;1
421;0.011522816812159999;-0.015323438995863997;0;3;1;5;1
422;-0.0259675407731166;0.0154630504920838;0;10;0;0;0
423;0.0169384767419663;-0.0062571329197496;0;1;0;8;1
424;0.0272683270402051;0.0204950986805236;0;0;2;3;5
425;-0.0310079610587938;0.0320694027201861;0;9;1;0;0
426;0.0011375618523639;-0.0231659756533194;1;1;6;2;0
427;-0.0301860638396317;0.0291599095386958;10;0;0;0;0
428;0.0146484100980315;-0.0105071876916783;0;0;1;8;1
429;0.0263265971782299;0.0175420398487788;0;0;0;4;6
430;-0.0318970934591175;0.0353053822951106;0;8;2;0;0
431;0.0133373634538702;-0.0126657421183746;0;1;3;3;3
432;-0.0202922336304414;0.000301782804437819;0;6;4;0;0
433;0.017281330374744;-0.0055683443547106;0;1;3;1;5
434;-0.00813363179052125;-0.0195688023447494;0;5;4;1;0
435;-0.0300044006677031;0.0285274295447535;10;0;0;0;0
436;-0.0227787555265547;0.006483263854618271;9;0;1;0;0
437;0.0192328333760773;-0.0013874061492982;0;0;3;2;5
438;-0.0101073444057022;-0.0175122689340823;0;6;4;0;0
439;-0.0075053263288876095;-0.0201283944320865;0;3;7;0;0
440;-0.00917174058868719;-0.018543617745240003;0;7;3;0;0
441;0.0108246881185926;-0.0162439444337682;1;0;4;3;2
442;-0.00534653235019714;-0.0217011801631861;0;3;6;1;0
443;-0.00556232665433782;-0.0215683480315424;0;7;3;0;0
444;-0.0216046711097669;0.00347488137062775;5;0;4;1;0
445;-0.013690466879076999;-0.0126208429112261;0;5;5;0;0
446;0.0244812232071727;0.0120544654610762;0;0;2;3;5
447;-0.008353015310097191;-0.0193625959125376;0;6;4;0;0
448;-0.0277057512392146;0.0208560059362307;9;0;0;1;0
449;0.0267305238491973;0.0187960319544737;0;0;1;3;6
