site;enviro;enviro2;sp_01;sp_02;sp_03;sp_04;sp_05;sp_06;sp_07;sp_08;sp_09;sp_10
280;-0.0172627266783881;0.00674819937283597;4;6;5;3;2;0;0;0;0;0
281;-0.0067128097688777;-0.0126549577527003;0;4;5;4;4;0;2;0;1;0
282;0.000431882909340277;-0.0157893685517665;1;1;0;4;5;4;5;0;0;0
283;0.00811094194261737;-0.0101487344340936;0;1;0;2;3;2;1;5;3;3
284;-0.0184273626874513;0.00996998500215134;3;6;7;0;3;1;0;0;0;0
285;0.0072740823185506705;-0.0112166390121777;0;0;1;3;4;4;0;4;3;1
286;-0.0126859748066112;-0.0038329448970467702;2;9;3;1;3;1;1;0;0;0
287;0.00299474034154169;-0.0149446080974537;0;0;0;4;5;6;1;2;0;2
288;0.0191098468694256;0.0141901750448499;0;0;0;0;0;0;0;6;6;8
289;0.000258905409042443;-0.0158089295551138;0;1;5;3;4;2;4;0;1;0
290;0.0193296396787696;0.0148717025052751;0;0;0;0;0;3;1;4;2;10
291;0.00514094061082234;-0.0134372813557253;0;0;2;3;3;5;2;3;2;0
292;0.023107857052258002;0.0277826344370351;0;0;0;0;1;0;1;6;1;11
293;-0.0151005644459555;0.00133622050894038;1;12;7;0;0;0;0;0;0;0
294;0.0135905298202791;-0.000416919462287226;0;0;0;0;2;2;1;6;2;7
295;-0.0173869059592638;0.00708149615680707;5;7;6;1;1;0;0;0;0;0
296;-0.00186381678048536;-0.0156632828630814;0;2;5;3;5;4;0;1;0;0
297;-0.0209428249028551;0.0176612962198463;6;5;6;0;2;1;0;0;0;0
298;0.0219189686870998;0.0234763154438967;0;0;0;0;1;1;0;7;2;9
299;-0.00922241490682164;-0.00963637597564543;0;7;7;1;1;1;3;0;0;0
300;-0.0042434601805764706;-0.0146520273575206;2;4;1;5;6;2;0;0;0;0
301;-0.00029435950599364304;-0.015839693483321;0;0;2;3;7;5;1;2;0;0
302;0.008218104498098459;-0.0100039790399794;0;0;0;0;1;5;0;6;3;5
303;0.0196938100779335;0.016017743523962;0;0;0;0;1;2;0;8;2;7
304;-0.0158437857262456;0.0031130660257745603;0;6;8;4;2;0;0;0;0;0
305;-0.0214863059263617;0.0194546308951079;6;6;6;0;1;1;0;0;0;0
306;-0.0035413976557935396;-0.0150435929598614;0;2;5;5;4;2;0;1;1;0
307;-0.00314515567117702;-0.0152301471762985;0;2;1;4;6;5;1;1;0;0
308;0.0167101360499896;0.00724673891283759;0;0;0;0;0;1;1;10;2;6
309;0.0184719007049012;0.0122553576662897;0;0;0;0;0;0;1;8;3;8
310;-0.0216796265291427;0.0201038081510581;5;7;6;2;0;0;0;0;0;0
311;0.0160616994033003;0.00552695786950559;0;0;0;0;1;1;0;7;3;8
312;0.0159881649867391;0.0053361320691775295;0;0;0;1;0;1;1;4;7;6
313;-0.0108705096301984;-0.00711169257415585;0;7;6;2;2;3;0;0;0;0
314;-0.0027354241028865398;-0.0153969155413549;1;1;3;3;7;2;1;1;1;0
315;-0.000336404606116332;-0.015840050339431002;0;2;2;3;4;4;3;1;1;0
316;0.00980290025925713;-0.007651008897556729;0;0;0;1;2;3;2;4;5;3
317;-0.00857630412670542;-0.0105088200318329;1;4;2;2;6;4;0;0;1;0
318;0.0222254954740285;0.0245651914629518;0;0;0;0;0;0;0;8;1;11
319;-0.0150628795203618;0.00124845498134944;0;9;7;2;2;0;0;0;0;0
320;-0.0010912984670571801;-0.0157988424203648;0;0;3;3;6;5;1;2;0;0
321;-0.0137049376836024;-0.00176409814930548;1;5;11;1;2;0;0;0;0;0
322;-0.0175976606921826;0.00765274805807924;3;8;8;1;0;0;0;0;0;0
323;0.0195693353985232;0.0156236613836521;0;0;0;0;0;1;0;7;5;7
324;0.014306303153822999;0.00120527712019224;0;0;0;1;0;3;0;9;2;5
325;-0.0101754874849173;-0.008228810472884221;0;5;9;1;4;1;0;0;0;0
326;0.0215934509529297;0.0223362616211815;0;0;0;0;0;1;0;8;2;9
327;-0.0232718432113402;0.025675538051888;3;10;7;0;0;0;0;0;0;0
328;0.0240251025140686;0.0312579241238098;0;0;0;0;0;1;1;3;4;11
329;-0.0037822463708985;-0.0149180547841807;0;3;2;1;3;7;1;0;3;0
330;-0.0148743344794636;0.000812722879913732;2;6;6;5;1;0;0;0;0;0
331;0.0202375540383454;0.0177679735769332;0;0;0;0;0;1;0;10;1;8
332;-0.0222930448263704;0.0222028552079873;1;8;10;0;1;0;0;0;0;0
333;0.0104672927481556;-0.00654630284882055;0;0;1;1;2;6;0;3;4;3
334;0.008123852409448209;-0.0101313912585528;0;0;0;3;3;5;1;6;1;1
335;-0.0128662530442672;-0.00347888450303274;4;5;6;2;2;1;0;0;0;0
336;-0.0190707547144097;0.0118418988161174;5;9;6;0;0;0;0;0;0;0
337;-0.00111899591672918;-0.0157956149116645;0;0;3;5;2;3;4;0;3;0
