site;enviro;enviro2;sp_01;sp_02;sp_03;sp_04;sp_05
152;0.0130449807062623;-0.013967339324329;0;0;0;5;5
153;-0.0176384532448777;-0.00379906723562865;0;5;4;1;0
154;-0.0142295402111452;-0.0102063311027396;0;6;4;0;0
155;0.0249916586466291;0.0109820748099194;0;0;0;5;5
156;0.0274520466817144;0.0181324012105876;0;0;0;5;5
157;-0.0286356820633224;0.0258636521062023;10;0;0;0;0
158;0.0185567799513068;-0.00446974845444962;0;0;3;3;4
159;0.000445225910449763;-0.0227251950358793;0;1;7;2;0
160;-0.0080895634479369;-0.018418817383222;0;7;2;1;0
161;-0.0202584846321591;0.00202206591182017;2;5;3;0;0
162;0.0260506452854837;0.0139754396170588;0;0;0;5;5
163;-0.0097725551400278;-0.016593521923712;0;4;6;0;0
164;0.00362453533664678;-0.0222153810996565;0;1;5;3;1
165;0.0232194231411816;0.00625742936360092;0;0;1;5;4
166;0.024339322889003995;0.009201529293927379;0;0;0;5;5
167;0.0312461678697355;0.0305057882455006;0;0;0;4;6
168;0.007548886210510391;-0.0200037150877152;0;1;4;4;1
169;-0.00715420643761393;-0.0192942461694099;0;6;3;1;0
170;-0.018280009693244;-0.00244571879245042;0;7;2;1;0
171;-0.0305516694165594;0.0324360183865074;9;0;1;0;0
172;-0.0186576567865334;-0.0016272331775687599;0;6;4;0;0
173;0.00019818023644032;-0.0227167622019293;0;1;5;4;0
174;-0.0113165141245508;-0.0146362084488027;0;7;2;1;0
175;0.0294255641023195;0.0243644885310478;0;0;0;2;8
176;-0.0031459290128054;-0.0219209392820287;0;6;3;1;0
177;0.00927717206046047;-0.0184751626921245;0;0;1;6;3
178;0.020980467060893;0.0007983193164233219;0;0;2;2;6
179;0.00622241945943764;-0.0209468824482688;0;0;6;4;0
180;-0.0162154507152084;-0.00663409714213229;2;5;3;0;0
181;-0.0293912551900417;0.0284057087267919;0;8;2;0;0
182;0.0322768823582604;0.0341494354347367;0;0;0;4;6
183;0.00379152453406176;-0.0221568851422234;0;2;1;5;2
184;0.014707957138696999;-0.011465109694346;0;1;3;5;1
185;0.0100242066511619;-0.0177094986008224;0;0;2;5;3
186;6.99579079586414e-05;-0.022709654087426;1;1;6;2;0
187;-0.030529355325823997;0.0323570763545842;9;0;1;0;0
188;-0.0123221539977874;-0.0132157971509896;0;7;2;1;0
189;-0.0125592596160422;-0.0128641726982181;0;8;2;0;0
190;0.0190042675826562;-0.0035472966088425603;0;0;3;3;4
191;0.0228481764323401;0.0053128831399247;0;0;0;5;5
192;-0.0153312480547835;-0.008279885355269379;0;8;2;0;0
193;-0.007743207384509079;-0.0187545622247253;0;3;6;1;0
194;-0.0225436967383798;0.0077355844731526405;8;0;2;0;0
195;-0.007270336936708571;-0.0191909563607915;0;2;8;0;0
196;-0.009339667142146721;-0.0170937296451876;0;6;3;1;0
197;0.0105892792849229;-0.0170882484881175;0;1;1;5;3
198;-0.0120090141410081;-0.0136703989709566;1;5;4;0;0
199;-0.0103528935597237;-0.0158895561779675;0;5;5;0;0
200;-0.0318706269377001;0.0372025988542922;9;0;1;0;0
201;0.0245394404619789;0.00974261187319453;0;0;0;6;4
202;-0.0283361147429088;0.0248737270786304;10;0;0;0;0
203;-0.013214860026578998;-0.0118587053636898;1;5;4;0;0
204;0.020756406080066004;0.000283330372915857;0;0;0;5;5
205;0.0314379076822446;0.0311744706920003;0;0;0;4;6
206;0.0118573798685268;-0.015562125158357;0;1;1;5;3
207;0.0305659927784029;0.0281673768757683;0;0;1;3;6
208;-0.0209142835310318;0.00360104876094625;10;0;0;0;0
209;-0.00305952590368498;-0.0219574785523013;0;5;5;0;0
210;-0.0301646693127758;0.0310749136582409;9;0;1;0;0
211;-0.000240094862933917;-0.0226847526846923;0;4;5;1;0
212;0.000429092938579544;-0.022724855799163998;1;3;5;1;0
213;-0.00638754234293425;-0.0199377220490601;0;4;6;0;0
214;0.025961334914505998;0.0137180763727351;0;0;0;6;4
215;-0.022464499748294;0.0075276581176472795;0;8;2;0;0
216;0.00766008441852218;-0.0199155746359809;0;2;2;5;1
217;-0.0309083700837833;0.0337056158776225;9;0;1;0;0
218;0.0306648943298707;0.0285041327515859;0;0;1;5;4
219;0.0058594916528674;-0.0211701349863547;0;1;4;2;3
220;0.0240427841164252;0.008408100673243291;0;0;1;4;5
221;0.0057300301488990395;-0.0212461539880277;0;0;5;4;1
222;0.0110438013749106;-0.0165622341172203;0;0;5;5;0
223;0.0148556019830382;-0.0112277787766248;0;0;1;5;4
224;-0.0253371912122369;0.015525225985925;0;8;2;0;0
225;-0.00797026656366392;-0.0185359969502144;2;5;2;1;0
226;-0.0270390904389984;0.0207052341666692;9;0;1;0;0
227;-0.000667882943131066;-0.0226324790753783;2;0;6;2;0
228;0.00463098102450577;-0.0218148685749656;0;2;5;3;0
229;0.00767190678398612;-0.0199061211688751;0;2;1;4;3
230;-0.0160642012106374;-0.006921914193930421;0;6;3;0;1
231;0.0137210866106307;-0.0129878970751348;0;0;0;5;5
232;0.00030887140279664397;-0.0227213973430587;0;4;4;2;0
233;0.0262531918594691;0.014562468011289;0;0;1;4;5
234;-0.00794324826735354;-0.0185623113249459;0;4;5;1;0
235;0.007084195306960841;-0.0203568587267467;0;0;7;1;2
236;-0.0221711225587563;0.00676362050402295;0;9;1;0;0
237;0.0273848866966164;0.0179280989324773;0;0;0;5;5
238;-0.0214264616164311;0.00486818831277144;7;0;3;0;0
239;-0.0168547455170441;-0.00538887735965436;0;2;7;1;0
240;0.0118232167764733;-0.0156056323061031;0;0;0;7;3
241;0.0305835765239301;0.0282271676716264;0;0;0;5;5
242;-0.0208576434437433;0.00346274874029867;9;0;1;0;0
243;-0.00425952917303894;-0.0213741525216547;1;5;3;1;0
244;-0.0251154705849685;0.0148745926009742;8;0;2;0;0
245;-0.00258244723104242;-0.0221439726051717;0;3;5;2;0
246;0.0254130728981969;0.0121580064748708;0;0;0;3;7
247;0.000800958594879462;-0.0227251664087225;0;2;5;3;0
248;-0.0144503247097958;-0.00983130741895115;0;6;4;0;0
249;-0.00271422152430204;-0.0220950437488379;0;5;5;0;0
250;0.0294667136796611;0.0244991388055375;0;0;0;6;4
251;-0.0298585217678777;0.0300102179845388;10;0;0;0;0
252;0.0344906001984406;0.0423827642101273;0;0;0;3;7
253;0.0210722905183028;0.0010110157251631302;0;0;2;6;2
254;0.0152992457116847;-0.0104997560157088;0;0;2;4;4
255;-0.00501668906993956;-0.0209219788108778;0;3;6;1;0
256;0.0276999601499298;0.0188909936706087;0;0;0;4;6
257;-0.006463395268766821;-0.0198770315898092;1;2;4;3;0
258;0.03526760910500901;0.0454045459324857;0;0;1;4;5
259;-0.0162859839295392;-0.00649898951281767;0;4;5;1;0
260;0.00418108492928578;-0.022008116318493996;0;1;2;4;3
261;0.0162201612709374;-0.00891719630719474;0;0;1;6;3
262;0.00871616491601813;-0.0190085067161481;0;0;2;4;4
263;-0.0279033842711337;0.0234617495979009;9;0;1;0;0
264;0.0270397131594639;0.0168861516023065;0;0;0;5;5
265;-0.0159716768172808;-0.00709670125566756;0;5;5;0;0
266;-0.0244587502360106;0.0129802096099334;0;9;1;0;0
267;-0.0248534531918966;0.0141129039272038;0;9;1;0;0
268;0.007939947065503909;-0.0196875312682643;0;0;3;4;3
269;-0.0218215608606825;0.00586601964051925;7;1;2;0;0
270;-0.00866924120560962;-0.017826428900626;0;8;1;1;0
271;-0.0283467878288937;0.0249088214418884;10;0;0;0;0
272;-0.00921844741812688;-0.0172299879493071;0;5;4;1;0
273;-0.00595655807229412;-0.0202701564643609;0;3;6;1;0
274;-0.0213205470878852;0.0046037110564184705;0;7;3;0;0
275;-0.0170009543783108;-0.005097572393437571;3;3;4;0;0
276;0.00112659058719934;-0.022712546079305;0;1;2;6;1
277;-0.0167003277544613;-0.005693902620127721;0;8;2;0;0
278;0.018235368589349998;-0.00511827856815634;0;0;2;4;4
279;0.0161837580139136;-0.0089815816751882;0;0;1;4;5
280;0.0290138091735681;0.0230277231613793;0;0;0;4;6
281;-0.0264394432020437;0.018842592033614;0;10;0;0;0
282;-0.0288340097837355;0.0265246343367087;8;0;2;0;0
283;-0.0009048320917500449;-0.0225945844535777;0;4;5;1;0
284;0.0124717379564464;-0.0147571164962524;0;1;1;6;2
285;-0.0239173899152545;0.0114554112301396;0;8;2;0;0
286;-0.0181523081725443;-0.00271882694417981;0;6;4;0;0
287;0.0269497175075066;0.0166167120426707;0;0;0;4;6
288;-0.0191560004430134;-0.000522379022100894;0;8;1;1;0
289;0.0276624870727898;0.0187758818734351;0;0;0;5;5
290;-0.0300256479222445;0.0305901172562193;10;0;0;0;0
291;-0.0323643537394801;0.0390376788563099;9;0;1;0;0
292;0.0216949922715143;0.00247867435677605;0;1;0;5;4
293;0.0071691939030122;-0.0202940956298726;0;2;2;3;3
294;0.0151319086154397;-0.010776981963431;0;1;2;6;1
295;-0.0235764182961373;0.0105121057392985;9;0;1;0;0
296;0.0332368223890907;0.0376513579253918;0;0;0;5;5
297;-0.009417588332446429;-0.0170052607125729;0;5;3;2;0
298;0.0189873560242813;-0.00358257145510897;0;0;1;7;2
299;0.0161037957872644;-0.00912248034329053;0;0;1;5;4
300;-0.0223743919024055;0.007291951997099459;7;0;3;0;0
301;-0.0209827591256329;0.0037687342460439397;6;0;4;0;0
302;0.0171186072942747;-0.007280465840452591;0;0;0;3;7
303;0.0226052440289139;0.00470327039302285;0;0;0;5;5
304;-0.0102759303317587;-0.0159851136514271;0;6;3;1;0
305;0.0186877151831478;-0.004202191004172779;0;0;2;6;2
306;-0.0030175956589126103;-0.0219749051177821;0;4;4;1;1
307;-0.0031416375989406302;-0.0219227740926158;0;7;3;0;0
308;0.0255729417747611;0.0126093860495625;0;0;0;4;6
309;-0.0311709104135847;0.0346492985794177;10;0;0;0;0
310;0.0292394511940261;0.0237578878872903;0;0;0;4;6
311;0.0267479830869646;0.0160160764103243;0;0;0;7;3
312;0.02503409218739;0.0110995702824874;0;0;1;4;5
313;0.00332759039930705;-0.0223115805114707;0;4;2;4;0
314;-0.0307987913965283;0.033314057577856;0;10;0;0;0
315;0.0188702256241875;-0.00382599582235102;0;0;1;5;4
316;-0.0288590182735951;0.0266082991128938;0;9;1;0;0
317;0.0137301296271642;-0.0129744452004309;0;0;3;4;3
318;0.0142699616357553;-0.0121546032108537;0;0;0;6;4
319;0.000804573371611444;-0.0227250923855989;0;3;5;2;0
320;-0.004782212189586879;-0.0210689643718737;2;3;3;2;0
321;-0.00469054372915741;-0.0211247311626342;0;1;5;4;0
322;0.0137396898658839;-0.0129602138402608;0;0;1;5;4
323;-0.0302452984122122;0.0313570893149098;9;0;1;0;0
324;0.0171755375747117;-0.007173666660490721;0;0;1;5;4
325;0.00268839757885742;-0.022484690745392995;0;2;8;0;0
326;-0.00563753857482043;-0.0205026469094536;0;6;4;0;0
327;-0.0250732275609958;0.0147512644882785;10;0;0;0;0
328;0.00533077305422439;-0.0214686130526873;0;2;4;3;1
329;0.00138066559756748;-0.0226943385507986;0;3;5;2;0
330;0.0329974257992545;0.0367682326095286;0;0;0;5;5
331;-0.0277712704187555;0.0230349046582084;0;10;0;0;0
332;0.00499246263545641;-0.0216429499396972;0;2;1;4;3
333;-0.00105080868964947;-0.0225680659002284;0;2;6;2;0
334;0.0250179609122749;0.0110548798391418;0;0;0;5;5
335;-0.0211092240319858;0.0040798254044892;0;9;1;0;0
336;-0.0195718170994093;0.000421085150043037;0;9;1;0;0
337;0.0189961527872213;-0.0035642268455202204;0;0;1;5;4
338;0.0290529309684588;0.0231539048652148;0;0;0;4;6
339;-0.0298613453925128;0.0300199891470427;10;0;0;0;0
340;-0.00761929657483974;-0.0188713691961999;0;8;0;2;0
341;-0.0321474189701255;0.0382279690152153;9;0;1;0;0
342;0.0109883459748592;-0.0166276683347025;0;2;1;4;3
343;-0.0119677700736144;-0.0137294455282345;0;5;4;1;0
344;0.0198238148126183;-0.0017989385438797198;0;0;0;7;3
345;0.0127341231612104;-0.0144002487525175;0;1;1;6;2
346;0.00642702891949654;-0.0208144268929485;0;1;1;6;2
347;0.00129853278891546;-0.0227010259588662;1;0;4;4;1
348;-0.00337865594635607;-0.0218183049325627;0;5;3;2;0
349;0.0185564991063187;-0.00447032025075548;0;0;0;4;6
350;0.0120688844772251;-0.0152898218835176;0;0;0;5;5
351;-0.0299350383490656;0.0302753239383667;9;0;1;0;0
352;0.0015330999174324698;-0.0226798974576561;0;2;7;1;0
353;0.0161289592420901;-0.00907821896297566;0;0;0;5;5
354;0.0022066887175806603;-0.0225845013806259;0;2;4;2;2
355;-0.0117531318943417;-0.0140336120999437;0;8;2;0;0
356;-0.0249247708673466;0.0143194535445845;9;0;1;0;0
357;0.0103234180531765;-0.0173850560641988;0;1;3;4;2
358;-0.00113188475600547;-0.0225522924610298;0;2;6;2;0
359;-0.0308343177672998;0.0334408548790309;9;0;1;0;0
360;-0.0306155630199763;0.0326623716599555;9;0;1;0;0
361;0.0018335432757208199;-0.0226437111728469;0;0;7;3;0
362;0.0104378691168497;-0.0172582664949669;0;1;1;6;2
363;0.0289089282410171;0.0226903021401707;0;0;1;5;4
364;0.0098244394741284;-0.0179204531766912;0;0;4;6;0
365;-0.0323529775565867;0.038995084473492;0;10;0;0;0
366;-0.0284808538460696;0.0253507477427135;9;0;1;0;0
367;0.0306736564053732;0.0285340208198077;0;0;0;5;5
368;-0.0065141810706451;-0.0198360324477062;0;7;3;0;0
369;-0.031405170397409;0.0354979356129913;0;8;2;0;0
370;-0.0203690753858274;0.00228491544854347;1;4;5;0;0
371;-0.0246228829301581;0.0134490794159731;8;0;2;0;0
372;0.00942926853396923;-0.0183244095685434;0;0;2;6;2
373;-0.0172310512933895;-0.00463421488826808;1;6;2;1;0
374;-0.0290240605085276;0.0271622209088636;0;9;1;0;0
375;-0.0179615752721546;-0.00312328928683211;0;8;2;0;0
376;0.0010642261923464302;-0.0227158950558609;0;1;5;4;0
377;0.0168555225781979;-0.007769224512274359;0;0;0;7;3
378;-0.00289324478139405;-0.0220254127083323;0;2;5;3;0
379;-0.0157740553471796;-0.007466771624373571;0;10;0;0;0
380;-0.0265697405499988;0.0192438542306036;8;0;2;0;0
381;0.0220214807570107;0.00326577248804341;0;0;0;7;3
382;-0.00154771655514045;-0.0224596630855309;0;4;5;1;0
383;0.0338317927446308;0.0398743601656591;0;0;0;4;6
384;-0.0263737356233294;0.0186409707829943;0;7;3;0;0
385;0.0354099820511275;0.0459656631657341;0;0;0;4;6
386;0.0261475859002498;0.0142558155880633;0;0;1;5;4
387;0.0157562692189113;-0.00972641202047364;0;0;3;3;4
388;-0.000880832338822024;-0.0225987127655003;0;3;4;3;0
389;0.0301158845567775;0.026648802952817;0;0;0;3;7
390;-0.00316846478619921;-0.0219112697080296;0;5;2;3;0
391;-0.0148180850670601;-0.009194345251681509;0;8;2;0;0
392;0.0125606439234468;-0.0146370717615619;0;2;1;6;1
393;-0.0182297185915287;-0.00255349455873094;1;6;3;0;0
394;-0.0202575271180239;0.00201979617719101;0;8;1;1;0
395;-0.0287488972009551;0.0262404260423602;10;0;0;0;0
396;-0.0294480090079452;0.0285992686526596;0;9;1;0;0
397;-0.0287436155704011;0.0262228166994443;9;0;1;0;0
398;-0.0299530296039521;0.0303377545075178;10;0;0;0;0
400;0.0249816623098269;0.0109544254100597;0;0;0;6;4
401;-0.0268967707966023;0.0202594621665098;9;0;1;0;0
402;0.0233750580374415;0.0066580587854003295;0;0;1;3;6
403;-0.0072497332551792;-0.0192093935883365;0;6;4;0;0
404;-0.0256595403995665;0.0164811062786077;0;6;4;0;0
405;0.0140480647700532;-0.0124956021432783;0;1;2;3;4
406;-0.0114848703143365;-0.0144064158876879;0;4;6;0;0
407;0.0173578179933815;-0.0068292400441073;0;0;3;4;3
408;0.00655231943119296;-0.0207309729050269;0;2;4;3;1
409;-0.0325595193166027;0.0397707003865508;10;0;0;0;0
410;-0.0117741715458966;-0.0140040277419767;0;5;5;0;0
411;0.00202835877704451;-0.0226147703426537;0;3;4;3;0
412;0.0177083514839451;-0.0061562906036737;0;0;1;6;3
413;-0.0148398708586796;-0.009156130469057491;0;6;3;1;0
414;-0.0253853193513403;0.01566719394439;8;0;2;0;0
415;-0.00550342299958907;-0.0205969361354432;0;2;4;4;0
416;-0.009974866169185559;-0.0163524544750131;0;3;7;0;0
417;0.0351164705298064;0.0448113998230551;0;0;0;4;6
418;-0.009939726994733179;-0.0163946586469702;0;4;5;1;0
419;0.0348420501128524;0.0437410607047257;0;0;0;6;4
420;0.008406361856257821;-0.019287720104561;0;0;5;5;0
421;0.0120952762867217;-0.0152554871563046;0;0;2;5;3
422;-0.0018512814306389602;-0.0223796459437266;0;2;2;5;1
423;-0.0180481023884635;-0.00294031434200502;0;8;2;0;0
424;-0.0108058957572936;-0.0153134817846613;1;3;6;0;0
425;0.00839954949646309;-0.0192937373872957;1;0;5;4;0
426;0.00441887022602684;-0.0219088412716983;0;3;2;3;2
427;-0.0040859260561437296;-0.021468655932289;0;6;3;1;0
428;-0.0191569005395954;-0.000520357953316537;0;7;3;0;0
429;-0.0059848481826167395;-0.0202489818887505;0;5;4;1;0
430;-0.00512856596399599;-0.0208496475126593;0;2;8;0;0
431;-0.0288988369386232;0.0267416571856182;0;9;1;0;0
432;-0.0207057658516463;0.0030937016965822198;0;7;3;0;0
433;-0.0126656460826209;-0.012704328728833;0;6;4;0;0
434;0.0318968587673267;0.0327919895845285;0;0;0;5;5
435;-0.0157227935734733;-0.007562041377355421;0;5;5;0;0
436;-0.0258620104915141;0.0170875338957595;9;0;1;0;0
437;-0.0101780471695181;-0.0161056738338214;0;6;4;0;0
438;0.0282713377816875;0.0206659286946887;0;0;1;5;4
439;-0.007497130845806759;-0.0189848247327132;1;1;5;3;0
440;-0.0276750962090728;0.0227254228901648;9;0;1;0;0
441;-0.0064978288491993295;-0.0198492654811623;0;1;8;1;0
442;0.0111314942420291;-0.0164580489784577;0;1;0;5;4
443;0.0164858648485208;-0.008442697846225729;0;0;1;6;3
444;-0.022261436032157998;0.00699778147730908;9;0;1;0;0
445;-0.0256357201185113;0.0164100670104291;7;0;3;0;0
446;0.0034559114437215897;-0.0222712373636833;0;4;3;2;1
447;0.00924225027875728;-0.0185094053205609;0;0;0;6;4
448;-0.0160773573536901;-0.00689698211393728;0;5;5;0;0
449;0.00301545063561243;-0.0224019108410849;0;3;6;1;0
