site;enviro;enviro2;sp_01;sp_02;sp_03;sp_04;sp_05;sp_06;sp_07;sp_08;sp_09;sp_10;sp_11;sp_12;sp_13;sp_14;sp_15;sp_16;sp_17;sp_18;sp_19;sp_20
60;-0.00993599696062777;-0.00102178711605251;5;2;4;5;4;3;4;4;4;3;1;1;0;0;0;0;0;0;0;0
61;0.0038428457694715296;-0.00899014981156833;0;0;0;0;0;3;0;2;4;1;0;3;5;7;4;6;1;3;0;1
62;-0.014118582840106999;0.009621773037236771;11;0;5;6;6;6;2;0;3;1;0;0;0;0;0;0;0;0;0;0
63;-0.000768229297973029;-0.0109516476877415;0;0;2;2;2;2;0;2;3;7;0;3;3;0;7;5;0;1;1;0
64;0.008016448000517871;-0.0032007789636354397;0;0;0;0;0;1;0;1;1;3;0;1;4;3;8;4;3;5;5;1
65;-0.0146162324605789;0.0111431511031677;7;2;8;7;2;7;2;0;3;1;1;0;0;0;0;0;0;0;0;0
66;-0.0151381222542866;0.0127968876780901;7;2;7;9;2;6;3;2;2;0;0;0;0;0;0;0;0;0;0;0
67;-0.0036961504783943;-0.009780522109659521;0;1;3;0;4;7;1;4;4;10;1;2;0;2;1;0;0;0;0;0
68;0.000270646704175488;-0.0109160122195313;0;0;2;0;1;3;2;5;6;3;0;2;5;4;4;1;0;1;1;0
69;0.000253758834575721;-0.0109184810539684;0;1;0;0;0;2;4;3;4;0;9;5;2;0;5;4;1;0;0;0
70;-0.0006930203577369849;-0.0109570026314282;0;0;0;1;0;1;2;7;4;6;2;2;3;2;3;4;1;1;1;0
71;-0.0136279608744775;0.00817496301141867;7;4;4;6;0;9;3;5;1;1;0;0;0;0;0;0;0;0;0;0
72;0.00604555194810472;-0.00640997645428344;0;0;0;0;0;1;1;1;4;3;0;6;4;4;5;5;2;2;2;0
73;0.0168192623325293;0.0215158141759028;0;0;0;0;0;0;0;0;1;0;0;2;2;4;3;3;7;6;12;0
74;0.00876098163883942;-0.0017671195259324301;0;0;0;0;0;0;0;1;1;1;1;3;4;2;7;2;6;9;3;0
75;0.0062432199589651;-0.006126488982945611;0;0;0;0;0;0;0;0;0;2;4;5;3;2;2;8;3;6;4;1
76;-0.00985056020624914;-0.00119927910001175;5;4;2;6;4;5;4;1;5;0;2;0;2;0;0;0;0;0;0;0
77;0.0126633501150979;0.007732517755008259;0;0;0;0;0;0;0;1;1;0;1;3;6;3;6;4;5;3;7;0
78;0.0104088318246367;0.00183755286827622;0;0;0;0;0;0;0;1;0;1;1;3;11;1;5;8;4;3;2;0
79;-0.0132317541433311;0.00704504486118751;6;3;6;12;1;8;1;0;0;1;0;1;1;0;0;0;0;0;0;0
80;0.00281157041805134;-0.00983301836639971;0;0;1;0;1;1;1;3;3;2;2;4;7;1;6;3;1;2;2;0
81;0.0154146130095975;0.0164341282577503;0;0;0;0;0;0;0;0;1;1;0;2;2;1;5;3;7;8;10;0
82;-0.00032701485911475697;-0.0109653828674287;1;1;0;1;2;2;0;1;5;6;0;6;5;2;0;3;2;2;1;0
83;0.0137069966140057;0.0108382205207405;0;0;0;0;0;0;0;0;1;2;0;0;2;2;7;6;6;6;7;1
84;-0.00465331402525505;-0.008990549461075659;1;4;1;2;1;3;3;5;8;1;3;0;5;2;0;0;1;0;0;0
85;0.000401993185392879;-0.0108946791087876;0;1;0;4;0;5;1;2;5;5;0;3;5;3;3;1;1;1;0;0
86;-0.0126968629657972;0.00557414615954705;6;3;1;6;5;8;1;7;0;1;1;0;0;1;0;0;0;0;0;0
87;0.0136864137703134;0.0107746643156044;0;0;0;0;0;0;0;0;0;1;0;2;4;2;8;4;5;6;8;0
88;0.00658922264940075;-0.0056096713491525394;0;0;0;0;0;2;2;2;1;2;1;1;7;3;6;4;3;3;3;0
89;0.0018612468784469397;-0.010403554963826;0;0;0;0;0;0;1;1;6;1;1;3;7;5;4;6;2;2;1;0
90;-0.00979008687515505;-0.0013239443911469099;7;5;4;5;1;5;3;4;4;0;1;1;0;0;0;0;0;0;0;0
91;0.0105789004026939;0.00224342610246909;0;0;0;0;1;1;1;0;0;3;0;5;5;4;3;2;3;4;5;3
92;-0.0162243792881074;0.0164302084483617;8;2;4;10;5;5;2;1;2;0;1;0;0;0;0;0;0;0;0;0
93;0.0147377693900401;0.0141397108307125;0;0;0;0;0;0;0;0;1;1;1;3;3;0;3;5;11;5;7;0
94;0.00783402685017232;-0.00353353282192889;0;0;0;0;0;0;0;3;2;0;0;2;6;7;5;8;0;5;2;0
95;0.0168249407377176;0.0215372340559693;0;0;0;0;0;0;0;0;1;0;1;0;0;2;2;6;8;8;12;0
96;-0.007833005869961029;-0.00492616531972611;2;1;0;6;2;8;0;2;9;5;0;2;0;1;1;1;0;0;0;0
97;0.0030363958724238;-0.0096691169273015;0;0;0;0;1;1;2;4;2;1;2;6;6;7;4;2;0;1;1;0
98;-0.00715052061487473;-0.00598512837174286;0;1;2;2;4;8;6;0;4;4;3;4;2;0;0;0;0;0;0;0
99;0.00545179063389533;-0.00721007779946142;0;0;0;1;0;4;2;0;3;2;0;3;6;3;6;5;2;1;1;1
100;0.0166641943498076;0.0209336011736015;0;0;0;0;0;0;0;0;0;0;1;0;2;3;3;0;6;14;11;0
101;-0.0114837938650801;0.0024704664162618697;4;3;8;4;1;6;6;5;0;0;0;2;1;0;0;0;0;0;0;0
102;0.00852736214402054;-0.0022300402128994897;0;0;0;0;0;0;0;0;1;1;2;2;7;3;10;3;4;2;4;1
103;-0.0134228955193758;0.007585858203920341;6;1;5;6;4;7;0;6;1;2;1;1;0;0;0;0;0;0;0;0
104;0.014059606882733;0.0119414258202486;0;0;0;0;0;0;0;0;1;0;2;1;3;1;5;6;6;11;3;1
105;-0.0151637381911874;0.0128795935455544;9;5;3;8;0;3;7;0;3;1;0;1;0;0;0;0;0;0;0;0
106;0.0108179166288014;0.0028245495353764897;0;0;0;0;0;0;0;1;1;0;0;5;3;1;6;4;6;6;6;1
107;-0.00623031649752984;-0.00725148048124374;2;2;3;4;3;5;2;2;8;5;1;2;0;0;0;1;0;0;0;0
108;-0.0039441591018292395;-0.00959508903343518;0;1;0;3;1;3;2;9;5;3;1;4;5;2;0;1;0;0;0;0
109;-0.014240181043811998;0.00998850794445023;6;3;3;7;3;7;1;6;1;2;0;1;0;0;0;0;0;0;0;0
110;0.00698937172153172;-0.00497928846387105;0;0;0;0;0;0;0;1;2;2;0;8;3;6;3;8;0;3;3;1
111;-0.000505559649722005;-0.0109649591508621;0;0;1;1;0;5;0;6;3;4;2;4;4;3;2;3;0;1;0;1
112;0.00778549136946342;-0.0036208390101011897;0;0;0;0;0;0;0;0;2;2;0;0;6;3;4;4;4;8;7;0
113;0.00943991951692425;-0.000353962626259605;0;0;0;0;1;1;0;0;1;2;3;1;1;3;6;6;3;6;5;1
114;-0.00791906770855137;-0.00478538805562378;3;1;4;2;3;7;4;4;6;0;4;1;1;0;0;0;0;0;0;0
115;-0.0119918674207469;0.00373117557954433;6;2;3;6;6;7;0;1;3;2;2;1;1;0;0;0;0;0;0;0
116;-0.00154558114139107;-0.0108237424095421;0;2;0;3;0;1;2;3;8;2;3;5;1;3;2;3;1;0;1;0
117;-0.008076719531457709;-0.00452329968144714;1;1;3;10;0;5;3;3;3;4;2;1;1;0;0;1;1;1;0;0
118;0.00916501397261437;-0.0009383174316957581;0;0;0;0;0;0;1;1;4;3;2;5;2;1;8;2;2;3;5;1
119;-0.000195308757828021;-0.0109612218391812;1;0;1;1;2;3;3;3;6;2;3;8;0;2;2;3;0;0;0;0
120;0.00126939733540655;-0.0106589512736271;0;0;0;0;1;2;2;1;2;5;4;4;8;4;2;1;3;1;0;0
121;0.007832574882015879;-0.00353615212367005;0;0;0;0;0;1;1;0;0;3;1;3;9;0;6;6;1;4;3;2
122;0.0156349192062986;0.017202578012906002;0;0;0;0;0;0;0;0;0;0;0;3;0;4;5;3;7;7;11;0
123;-0.000756311561944434;-0.0109525788210666;2;1;2;2;3;5;4;4;2;2;1;5;1;2;0;1;1;0;2;0
124;0.0133574298102574;0.009771410118643171;0;0;0;0;0;0;0;0;0;1;1;0;4;2;6;6;4;8;8;0
125;0.007180257313923909;-0.00466622140799667;0;0;0;0;0;1;0;1;1;0;1;5;2;6;7;4;1;3;6;2
126;0.0151901202238388;0.0156620073594417;0;0;0;0;0;0;0;1;1;1;1;1;2;3;5;5;5;9;6;0
127;-0.0155506443532974;0.0141462667249527;10;6;6;7;2;3;2;2;1;0;1;0;0;0;0;0;0;0;0;0
128;0.0137573607108814;0.0109941271971585;0;0;0;0;0;0;0;0;0;2;2;2;5;4;5;1;6;7;6;0
129;0.0112827576355575;0.00399054390473983;0;0;0;0;0;0;0;2;0;3;0;1;6;2;7;2;7;4;5;1
130;0.013561199834818002;0.0103900243360407;0;0;0;0;0;0;0;1;1;2;2;1;2;0;2;6;7;6;10;0
131;-0.000421784043087388;-0.0109660271686195;0;0;1;0;1;0;0;5;3;4;1;1;7;8;1;6;0;1;1;0
132;0.0147953912376843;0.0143311355312;0;0;0;0;0;0;0;0;0;0;1;1;3;2;6;4;8;6;8;1
133;-0.00634847764941359;-0.00709924682599015;1;1;3;7;5;3;3;2;2;3;2;3;3;1;1;0;0;0;0;0
134;0.0143049450924316;0.0127250717501371;0;0;0;0;0;0;0;0;0;0;2;1;1;1;4;5;7;7;12;0
135;0.015699692165408;0.0174305340915719;0;0;0;0;0;0;0;0;0;0;0;2;3;1;4;8;6;11;4;1
136;-0.00275150318105714;-0.010363478452175;0;0;0;1;2;6;5;7;4;2;5;4;0;3;0;0;1;0;0;0
137;-0.000647236347652122;-0.0109596560214432;0;0;0;0;2;3;1;4;8;4;3;6;3;3;0;0;1;1;1;0
138;0.0125082626498842;0.00729135896068392;0;0;0;0;0;0;1;0;0;0;1;0;4;1;5;8;8;4;8;0
139;0.00492913629211641;-0.007850479675943909;0;0;0;0;1;2;1;1;2;1;1;3;9;5;4;0;2;6;2;0
140;0.0117452291176415;0.00519754598573531;0;0;0;0;0;0;0;0;0;0;0;2;3;3;3;4;6;10;9;0
141;0.0130804461361692;0.00894510914352433;0;0;0;0;0;0;0;0;0;1;1;4;1;4;3;4;6;7;9;0
142;0.00422954156927304;-0.00861406985183956;0;0;0;1;0;1;0;0;4;4;0;4;7;6;6;6;0;0;1;0
143;0.00779854691542736;-0.0035974052544099702;0;0;0;0;0;1;1;0;2;3;4;2;2;8;5;1;0;4;7;0
144;-0.00681212881461434;-0.0064723657019045795;1;1;0;4;0;9;1;4;7;3;3;2;2;1;1;0;0;0;0;1
145;0.0121100793328418;0.0061828133469160294;0;0;0;0;0;0;0;0;1;1;0;1;9;2;5;4;3;5;8;1
146;0.0143484450091794;0.0128653923736391;0;0;0;0;0;0;0;0;0;0;2;1;1;2;4;5;9;7;8;1
147;0.00116440203036445;-0.0106962488998845;0;0;0;2;2;4;0;2;2;2;3;7;1;4;4;4;2;1;0;0
148;-0.0148933918497331;0.0120139730150115;5;4;4;11;2;8;2;2;1;1;0;0;0;0;0;0;0;0;0;0
149;-0.00778094319951471;-0.00501054051861328;1;2;4;7;2;8;1;1;5;2;3;1;2;0;0;1;0;0;0;0
150;0.0108727308832833;0.00295958349024526;0;0;0;0;0;0;0;0;0;0;0;3;4;1;9;6;7;5;4;1
151;0.0119194747824848;0.005664455248636221;0;0;0;0;0;0;1;0;0;0;3;2;4;2;7;2;3;7;8;1
152;0.0147386437367377;0.0141426100530396;0;0;0;0;0;0;0;0;0;0;1;3;2;3;7;6;5;7;6;0
153;-0.0029000396846679;-0.0102847605420384;3;0;1;3;3;4;3;8;4;1;1;3;1;0;3;1;1;0;0;0
154;-0.00414359754060698;-0.009436201457737629;2;1;2;2;1;7;4;3;6;0;1;3;5;1;2;0;0;0;0;0
155;-0.0091323222129251;-0.0026281989243447;2;2;2;5;3;9;4;4;3;0;0;3;1;0;0;0;0;0;2;0
156;0.0102914684423209;0.0015611552176160001;0;0;0;0;0;0;0;0;0;1;1;2;6;1;10;3;5;6;4;1
157;0.0093688544419776;-0.000506608506289073;0;0;0;0;0;0;0;0;1;3;2;1;2;2;6;6;2;11;4;0
158;-0.0142438340556141;0.009999575361776241;7;2;3;9;5;8;1;4;1;0;0;0;0;0;0;0;0;0;0;0
159;-0.00125200949036561;-0.0108875955033985;1;0;0;0;2;9;1;2;6;4;1;5;3;1;1;2;0;1;0;1
160;0.0109900198594915;0.00325073278130597;0;0;0;0;0;0;1;0;0;0;3;2;1;6;6;7;3;7;3;1
161;0.0076553850359449;-0.00385233120355841;0;0;0;0;0;1;0;0;2;1;1;3;7;10;4;3;0;5;2;1
162;0.00933963501363795;-0.000569050250617348;0;0;0;0;0;0;0;0;2;3;3;4;1;6;4;4;3;2;7;1
163;0.0123975556452496;0.00697966546364569;0;0;0;0;0;0;0;2;1;3;1;3;2;3;6;4;2;6;4;3
164;-0.00905006526046523;-0.00278463856292533;2;2;2;5;0;8;3;4;6;2;2;1;1;1;0;1;0;0;0;0
165;-0.0137987634280799;0.00867266736923486;4;4;3;7;5;6;1;3;1;3;2;1;0;0;0;0;0;0;0;0
166;0.0005745482478805389;-0.0108609118234819;0;0;0;1;2;4;4;1;4;1;4;5;3;4;0;2;1;1;2;1
167;0.00948475685611678;-0.000257084277154084;0;0;0;0;0;1;1;3;1;0;1;3;5;1;5;7;4;4;4;0
168;0.0052790145079050395;-0.007428396409350229;0;0;0;0;0;1;0;2;1;2;0;3;8;8;6;3;0;2;4;0
169;-0.0052783223727165;-0.00836645123188235;2;0;3;3;5;5;2;4;4;4;0;2;2;2;1;0;0;0;1;0
170;0.0008793693004007441;-0.0107853304276935;1;0;2;0;1;6;1;1;4;6;2;3;5;3;4;1;0;0;0;0
171;0.0038282202019807796;-0.00900373126578586;0;0;1;0;0;1;0;2;2;1;5;6;4;4;6;5;1;1;0;1
172;0.0116574069771692;0.00496473722081665;0;0;0;0;0;0;0;0;1;2;1;1;1;1;4;3;7;13;6;0
173;0.009669664693413559;0.00014709003846583702;0;0;0;0;0;0;0;0;0;1;0;3;7;2;8;6;5;4;4;0
174;0.0169344735029922;0.0219517912747027;0;0;0;0;0;0;0;0;0;0;0;1;1;0;3;5;7;8;15;0
175;0.00236580091586074;-0.0101252645174986;0;0;0;0;0;1;2;4;7;2;4;4;2;3;4;3;1;1;2;0
176;0.006918226999241529;-0.0050939303361567795;0;0;0;1;0;0;1;0;2;5;0;3;8;5;6;4;2;1;2;0
177;-0.0173881658416318;0.0206095331845317;12;3;7;7;3;6;0;2;0;0;0;0;0;0;0;0;0;0;0;0
178;0.0146351335727438;0.0138005466335715;0;0;0;0;0;0;0;0;1;0;1;3;3;2;6;4;7;8;5;0
179;0.00276550605450175;-0.00986523390302015;0;0;0;1;1;2;1;2;5;3;2;3;5;4;5;1;3;2;0;0
180;0.010168238002728;0.00127418623621585;0;0;0;0;0;1;2;0;1;1;1;2;3;5;6;6;4;1;5;2
181;0.00513667807041987;-0.0076033412350052;1;0;0;1;1;1;0;2;3;2;6;1;2;2;4;5;4;3;0;2
182;0.0029175521933550697;-0.00975713485306127;0;0;0;0;0;0;1;2;2;3;2;5;7;3;5;3;4;3;0;0
183;0.0021444681741006;-0.0102542051160486;1;0;0;3;1;2;1;2;4;5;3;4;1;1;5;3;3;0;1;0
184;-0.00990284350275337;-0.00109085208042294;3;5;0;5;3;7;3;5;4;0;1;2;1;1;0;0;0;0;0;0
185;-0.00934521492043417;-0.00221643162461632;3;4;3;1;4;6;1;6;6;2;2;1;1;0;0;0;0;0;0;0
186;0.000761929462467716;-0.0108168592588711;0;0;1;1;1;4;0;2;8;1;1;6;8;2;2;2;0;1;0;0
187;0.00946647489877855;-0.00029663856453617004;0;0;0;1;0;0;0;2;1;0;3;0;3;1;5;4;2;11;7;0
188;0.0026130791767197802;-0.009968522663858859;0;0;0;1;0;1;3;4;4;2;0;5;6;4;3;1;1;3;1;1
189;0.0032685198895376;-0.00948828222552305;1;0;0;0;2;3;2;1;2;4;2;4;4;4;4;1;2;2;2;0
190;0.0162635469957298;0.0194537195732553;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;8;10;8;10;0
191;-0.0128765293160783;0.00606122387953945;6;2;7;3;8;5;1;5;0;2;0;1;0;0;0;0;0;0;0;0
192;0.00833393902387889;-0.0026042680666295602;0;0;0;0;0;0;0;2;3;4;0;2;8;2;6;4;1;4;1;3
193;0.000981702219627281;-0.0107553951027042;0;1;2;0;0;1;1;4;4;5;1;8;4;1;2;2;2;2;0;0
194;0.0131050675748875;0.009017879850967109;0;0;0;0;0;0;0;0;0;0;2;3;2;2;3;1;6;12;9;0
195;-0.0172420763552163;0.0200686278380748;7;6;6;9;1;5;2;3;1;0;0;0;0;0;0;0;0;0;0;0
196;0.0125762160832812;0.007484009738025359;0;0;0;0;0;0;0;1;0;1;0;2;3;6;3;5;4;7;8;0
197;0.00324755468675101;-0.009505099699221291;0;0;0;1;1;0;6;0;2;1;2;9;2;3;4;3;3;0;2;1
198;-0.0109303207970413;0.00116142904582564;3;2;4;6;0;8;7;2;2;3;1;1;0;0;0;1;0;0;0;0
199;-0.008042563944420641;-0.004580543457630121;6;2;0;8;2;7;2;3;5;1;1;1;0;1;1;0;0;0;0;0
200;-0.00957833974627563;-0.0017541487441021801;2;2;1;9;2;10;2;2;6;0;2;0;1;0;0;1;0;0;0;0
201;-0.0166286306439763;0.0178483178900726;11;7;1;11;1;5;1;0;0;2;1;0;0;0;0;0;0;0;0;0
202;0.007644230551854971;-0.0038720053545635204;0;0;0;1;0;0;1;1;2;1;1;2;2;7;7;5;2;5;2;1
203;-0.0059019061733252;-0.00765853368671278;3;2;2;2;1;6;4;4;3;2;1;6;2;0;1;0;1;0;0;0
204;0.00563982458892194;-0.00696505185088278;0;0;0;0;0;0;0;4;4;1;1;4;7;5;4;4;0;4;2;0
205;0.00679022334101098;-0.00529740326315306;0;0;0;0;0;0;0;1;0;2;1;6;8;5;6;4;0;2;4;1
206;-0.0146389108670319;0.0112137737647019;9;3;3;5;4;6;1;3;2;3;0;1;0;0;0;0;0;0;0;0
207;-0.0116659149283432;0.0029158737438661803;4;0;4;9;2;7;6;6;0;1;0;0;0;1;0;0;0;0;0;0
208;-0.00301113371447395;-0.0102227277277714;3;2;2;2;1;3;4;2;4;3;1;2;6;2;1;2;0;0;0;0
209;-0.00611686827791972;-0.00739476552493322;2;1;2;6;3;5;3;4;5;2;2;0;1;2;0;0;1;0;1;0
210;-0.0145256738846197;0.0108622659741109;4;1;3;10;8;9;0;2;1;1;0;1;0;0;0;0;0;0;0;0
211;0.00208452045714791;-0.0102872824529502;0;0;2;0;1;1;3;1;5;2;1;4;4;1;6;3;3;3;0;0
212;-0.0112912907803074;0.00200756346514773;6;0;7;7;6;4;2;1;2;3;1;1;0;0;0;0;0;0;0;0
213;-0.008371271779644291;-0.00401903854180055;2;0;3;7;6;7;3;4;3;3;2;0;0;0;0;0;0;0;0;0
214;-0.0102284895651261;-0.00040204141353252003;5;2;3;7;4;5;2;2;5;1;2;2;0;0;0;0;0;0;0;0
215;-0.015874812063116;0.0152327796138643;7;0;4;12;5;6;3;1;1;0;0;0;0;1;0;0;0;0;0;0
216;0.0141450054741097;0.0122127059900395;0;0;0;0;0;0;0;1;1;0;0;2;2;0;2;6;7;7;12;0
217;0.0140150679537514;0.011800575486122;0;0;0;0;0;0;1;1;0;1;1;3;2;2;4;6;8;5;5;1
218;0.0025818979545965803;-0.00998902515127228;0;0;0;3;0;1;2;4;2;1;1;6;7;2;4;3;1;1;1;1
219;-0.0112412741279562;0.0018886188183161398;4;0;3;5;8;6;0;6;3;1;0;3;0;1;0;0;0;0;0;0
220;-0.00837624307973473;-0.00401036486484887;1;0;2;5;2;12;2;3;3;3;2;2;0;0;0;0;2;0;1;0
221;-0.0036946785416961704;-0.00978158245567512;0;2;4;2;5;4;0;4;4;6;1;2;3;1;2;0;0;0;0;0
222;-0.00772813574701817;-0.0050955164509368205;2;0;3;2;2;3;8;6;5;1;1;0;3;0;4;0;0;0;0;0
223;0.0012218334518385699;-0.0106761465211482;0;0;0;0;2;2;0;5;3;5;3;3;5;1;3;4;2;0;2;0
224;0.0159931266208059;0.018474728253544997;0;0;0;0;0;0;0;0;0;1;0;2;3;0;4;5;4;11;10;0
225;0.00928881325236835;-0.000677210702860208;0;0;0;0;0;0;0;0;4;0;3;7;3;2;5;3;3;3;6;1
