site;enviro;enviro2;sp_01;sp_02;sp_03;sp_04;sp_05;sp_06;sp_07;sp_08;sp_09;sp_10
38;0.0190904691001444;0.0125781016202504;0;0;0;0;0;4;1;4;6;5
39;0.00721908306923005;-0.0124304079932797;0;0;0;3;5;6;0;1;4;1
40;-0.0107881525606284;-0.00634596578753404;3;0;4;6;1;4;2;0;0;0
41;0.0204675087460299;0.0169715968291638;0;0;0;1;0;5;1;3;8;2
42;0.006419917249632029;-0.0132855025027299;0;0;0;0;1;8;5;1;4;1
43;0.0131219549516946;-0.00287773818954064;0;0;0;0;1;3;2;10;2;2
44;0.0108646654532959;-0.00720399372330067;0;0;0;0;1;4;4;4;5;2
45;-0.0100212061010356;-0.0076868929358134405;3;2;3;6;3;2;0;1;0;0
46;-0.0101366564457759;-0.007491193587828441;2;0;4;3;6;5;0;0;0;0
47;-0.0153517882227268;0.00362337464282676;7;2;4;3;2;1;1;0;0;0
48;0.0106070966045458;-0.007644647317255491;0;0;0;2;1;4;7;2;3;1
49;-0.0159302562694011;0.00513040925207741;7;2;1;8;0;2;0;0;0;0
50;-0.0211749302541088;0.0212925809089353;8;2;2;7;0;1;0;0;0;0
51;0.00264041570760568;-0.0159136985971162;0;0;1;4;2;9;1;3;0;0
52;-0.0194676007778945;0.0155371018432999;8;1;2;8;0;1;0;0;0;0
53;0.0156968356089971;0.0030751628759264197;0;0;0;1;0;1;6;4;8;0
54;-0.0192312144710193;0.0147778249238038;7;0;5;6;2;0;0;0;0;0
55;-0.00673537539268659;-0.0123423259172113;1;0;5;5;3;4;1;0;1;0
56;-0.00717415660277663;-0.0118228571050266;2;0;5;7;1;2;2;1;0;0
57;0.00819476019218974;-0.0112447729309918;0;0;0;2;0;6;5;3;4;0
58;-0.00367370719446517;-0.0150901797604715;0;0;1;5;3;6;2;2;0;1
59;-0.00531590394372716;-0.0138070188234839;4;2;2;3;1;1;4;2;1;0
60;-0.0147986019747997;0.0022334218577189898;2;0;9;4;2;3;0;0;0;0
61;-0.0153691611159352;0.00366783727731645;6;2;2;9;1;0;0;0;0;0
62;-0.0218260943694651;0.0236133305967644;10;6;0;3;0;1;0;0;0;0
63;-0.0178957060635469;0.0106599005346687;10;0;4;4;1;1;0;0;0;0
64;-0.0010259560557093301;-0.0162297398118734;0;0;1;4;2;7;4;2;0;0
65;0.0155528042219225;0.0027135299461727397;0;0;0;0;1;3;4;4;7;1
66;-0.00360180987936465;-0.0151362753245021;1;0;2;6;0;8;1;0;2;0
67;0.0127692148336001;-0.00360875365553741;0;0;1;1;2;4;2;3;5;2
68;-0.00802683828248006;-0.0107232806794053;6;1;1;6;4;1;0;1;0;0
69;0.0227474672932961;0.0249280424400755;0;0;0;0;0;3;2;5;9;1
70;-0.0120127508441277;-0.00400534832913001;4;0;8;4;2;0;2;0;0;0
71;-0.00232345896763908;-0.0158146455548942;0;0;3;4;5;5;1;1;1;0
72;0.00912902405026819;-0.0099634737521155;0;0;0;1;2;6;0;3;5;3
73;-0.007090865962057821;-0.0119238865391254;1;0;7;5;4;2;0;1;0;0
74;0.0152818717242349;0.00204247285130369;0;0;0;0;1;2;2;8;4;3
75;0.0118436226093561;-0.0054301383993078794;0;0;0;1;1;8;0;2;4;4
76;0.0187976937732177;0.0116839888702914;0;0;0;0;0;0;5;4;7;4
77;0.00104682890110293;-0.0163213129424139;0;0;1;2;3;6;3;3;1;1
78;0.0066722041368882205;-0.0130268476128774;0;0;0;3;3;8;1;4;1;0
79;-0.00017386099317917399;-0.0163524833663048;1;0;1;5;4;5;0;3;1;0
80;0.00679128867151929;-0.0129011390311442;0;0;0;3;0;1;7;3;6;0
81;-0.0140054517143356;0.000327893676300356;4;1;4;8;3;0;0;0;0;0
82;0.0186495936770934;0.0112370448430739;0;0;0;0;0;5;2;3;7;3
83;0.0195194738372338;0.0139135819140818;0;0;0;1;1;5;0;4;8;1
84;0.0228532825668132;0.0253179636678995;0;0;0;0;0;3;1;2;10;4
85;0.0113382217041795;-0.00636549824983887;0;0;1;1;1;3;1;9;2;2
86;0.0119841795640047;-0.00516257736924231;0;0;0;0;0;4;3;1;9;3
87;0.0162428837777783;0.00447700566804979;0;1;0;1;0;4;1;4;3;6
88;0.0238842879265572;0.029213032306247996;0;0;0;0;0;3;1;3;7;6
89;-0.0122881863000873;-0.0034450961724714698;2;4;2;5;1;5;0;1;0;0
90;-0.0218326355288583;0.0236369952760852;8;4;1;7;0;0;0;0;0;0
91;-0.00434760283775942;-0.0146170057270911;2;0;5;5;1;5;0;1;1;0
92;0.024400966759465;0.0312304336175213;0;0;1;0;0;0;0;5;8;6
93;-0.0190697993370363;0.0142646101285657;7;3;2;5;1;1;1;0;0;0
94;0.0170955935533805;0.00676370901183669;0;0;0;0;1;6;3;4;5;1
95;0.021084893627876;0.0190421264690031;0;0;0;0;0;2;2;5;7;4
96;0.0225658348656515;0.0242630123003827;0;0;0;0;0;0;0;6;6;8
97;0.0239701529974092;0.029545270786522002;0;0;0;0;1;2;2;5;7;3
98;0.00680351285067709;-0.0128881035610108;0;0;0;1;1;3;7;2;6;0
99;0.00438328704694728;-0.0149921458968593;1;0;0;4;3;5;2;1;4;0
100;-0.0113819197577407;-0.00524172287138897;2;0;9;6;0;2;1;0;0;0
101;-0.0218439369073298;0.0236778980265576;11;4;2;3;0;0;0;0;0;0
102;-0.0225898031647528;0.0264235945745993;8;5;1;6;0;0;0;0;0;0
103;0.0090381452673966;-0.010094380503443;0;0;2;4;0;6;1;1;4;2
104;-0.0215272397221353;0.0225395980640972;12;1;4;2;1;0;0;0;0;0
105;0.0101474811494979;-0.008403997528907121;0;0;2;0;4;6;2;2;4;0
106;0.00841451009406735;-0.010956242299155;0;0;0;0;1;3;5;4;5;2
107;0.0113911997831376;-0.00626941118445484;0;0;1;1;0;3;3;6;5;1
108;-0.0132661766782936;-0.00135551380581706;6;0;8;2;0;3;1;0;0;0
109;0.00387940148698769;-0.0153096556030162;0;0;0;3;1;6;7;1;2;0
110;0.0050971075360794205;-0.0144712361986662;0;0;0;2;0;7;6;4;1;0
111;-0.0139629392227196;0.00022866479297426002;5;0;4;10;0;1;0;0;0;0
112;-0.0011053898875921;-0.01621224356809;2;0;0;6;2;7;0;2;1;0
113;-0.0196499341633479;0.0161290061115407;9;3;0;6;1;1;0;0;0;0
114;0.0159996160339586;0.0038464500720915;0;0;0;0;0;3;6;3;7;1
115;-0.0204992944646649;0.0189579555577456;8;8;0;3;1;0;0;0;0;0
116;-0.0176684825513571;0.00998832806006784;6;0;7;5;1;1;0;0;0;0
117;-0.0155014404879163;0.004008000908027371;6;0;4;6;1;3;0;0;0;0
118;-0.012254022485684999;-0.00351526178868463;6;2;4;4;1;3;0;0;0;0
119;-0.00520018324625669;-0.0139118914824767;3;0;1;9;1;4;2;0;0;0
120;0.0159721725943426;0.00377592386573506;0;0;0;0;0;4;1;4;6;5
121;-0.0227252665061547;0.0269320323896553;9;7;0;4;0;0;0;0;0;0
122;0.0129999251952985;-0.0031329349370653;0;0;0;1;2;4;3;5;5;0
123;-0.00475808568534905;-0.0142923690415204;0;0;2;8;8;2;0;0;0;0
124;-0.008197026029072421;-0.0104895726328389;2;0;2;6;4;5;1;0;0;0
125;0.0210724111756499;0.0189996461932071;0;0;0;0;1;2;2;3;6;6
126;-0.00914683399378593;-0.009098228669421879;2;3;2;8;2;2;1;0;0;0
127;-0.00605982118032603;-0.01308051839381;2;1;2;4;2;5;2;1;1;0
128;-0.014644221399285;0.00185445746496255;6;0;9;2;2;1;0;0;0;0
129;-0.0190974283355549;0.0143521533201395;8;2;2;7;0;1;0;0;0;0
130;-0.00480178580792909;-0.0142561842807093;0;0;4;6;6;2;0;0;2;0
131;0.000126029310821297;-0.0163674178518606;0;1;2;1;1;4;3;4;3;1
132;-0.0035073953659691;-0.0151955226774468;1;0;7;8;2;1;0;1;0;0
133;0.00918912472076093;-0.00987615908754675;0;0;0;1;0;4;7;2;6;0
134;0.00933974475357174;-0.009654740579009209;0;0;0;0;0;5;3;5;6;1
135;-0.0107221620314682;-0.00646512790953416;2;0;6;3;7;1;0;1;0;0
136;-0.00626922073528569;-0.0128596891810547;1;0;5;6;0;6;2;0;0;0
137;0.0114553959651327;-0.00615236227094679;0;0;1;2;0;3;7;4;3;0
138;-0.0185835973672863;0.0127445060990264;7;4;4;3;1;1;0;0;0;0
139;-0.00453332174527845;-0.0144735422498928;1;2;3;7;0;2;5;0;0;0
140;-0.00626952380657856;-0.0128593643674999;1;0;3;6;2;4;3;0;1;0
141;-0.012475047387998999;-0.00305794198730672;4;0;7;2;2;3;1;1;0;0
142;-0.0141414435803097;0.000647299878055787;4;4;1;6;2;3;0;0;0;0
143;0.009063647390628309;-0.0100577822603806;0;0;0;3;1;8;0;0;5;3
144;0.0100706115801372;-0.00852762302310886;0;0;0;1;2;5;3;3;6;0
145;0.0197014513900407;0.0144891697472078;0;0;0;1;0;4;2;2;8;3
146;-0.0201378450678306;0.0177396539617227;12;3;0;4;1;0;0;0;0;0
147;-0.0105176428398587;-0.006829911234283379;1;0;5;6;4;3;0;1;0;0
148;-0.00446564630574091;-0.0145264735195418;1;1;1;6;4;6;0;0;1;0
149;0.0211891781360491;0.0193980237162972;0;0;0;0;1;3;1;5;4;6
150;-0.0208622801380484;0.0202029492779568;9;3;2;5;0;1;0;0;0;0
151;0.022782566820351003;0.0250571784540379;0;0;0;0;0;2;0;6;6;6
152;-0.0143285189641223;0.0010916314386719302;4;6;3;2;3;2;0;0;0;0
153;-0.0174047391058392;0.00921941289729371;9;1;2;6;1;0;1;0;0;0
154;0.0197612659390082;0.0146795440699179;0;0;0;0;0;4;2;5;6;3
155;-0.0199543115331044;0.017129219017781;6;7;1;6;0;0;0;0;0;0
156;0.0115740527290193;-0.00593424025429606;0;0;0;0;0;3;8;2;7;0
157;0.0123519752710124;-0.00444715292240385;0;0;0;0;1;5;5;1;6;2
158;-0.0190153716311706;0.0140925199415886;10;3;3;3;1;0;0;0;0;0
159;-0.008089338183019509;-0.0106380041789751;0;0;3;7;4;5;1;0;0;0
160;-0.00962960156045485;-0.008334454460236321;3;0;5;7;2;1;1;1;0;0
161;0.00852598746726425;-0.0108068520567415;0;0;0;1;1;1;6;6;5;0
162;-0.0163433620007397;0.00624015251701765;7;3;1;8;1;0;0;0;0;0
163;0.00354415751064415;-0.0154978848862932;0;0;0;2;5;5;0;3;2;3
164;0.0237560799067549;0.0287192013542499;0;0;0;0;0;3;0;2;10;5
165;0.0136034481365318;-0.0018470328945507;0;0;0;0;0;2;2;7;7;2
166;0.0149560124529386;0.0012512813051448;0;0;0;0;0;5;1;5;4;5
167;0.00993897808765564;-0.00873707711893188;0;0;0;1;1;6;5;2;4;1
168;0.0181896445017036;0.00987186800492373;0;0;0;0;1;2;2;4;8;3
169;-0.0168389093547753;0.00760820173525495;7;2;1;5;4;0;0;1;0;0
170;-0.00493581890162016;-0.0141432526301258;0;0;2;5;3;7;1;1;1;0
171;0.0124220995526902;-0.00430823697992048;0;0;0;1;0;3;9;2;4;1
172;-0.0073482486895374705;-0.0116080218444936;2;1;3;7;2;4;0;1;0;0
173;-0.0154556715376609;0.0038899796078800705;7;2;3;6;1;0;1;0;0;0
174;0.0166160960321587;0.005463204175801879;0;0;0;0;0;1;0;7;5;7
175;0.0011516929406141;-0.0163072627500526;0;1;3;1;2;6;3;2;1;1
176;0.0172661417552833;0.007235344304230891;0;0;0;0;0;4;1;4;9;2
177;-0.00784817151304889;-0.0109635330277854;0;0;8;4;3;3;2;0;0;0
178;-0.007162366695335929;-0.0118372269323476;1;0;4;6;5;4;0;0;0;0
179;0.0202674316869836;0.0163139776940281;0;0;0;0;0;1;0;5;6;8
180;-0.0208598645430967;0.020194592841112;6;10;0;3;0;1;0;0;0;0
181;-0.0159122272615979;0.005082613111547;4;5;3;7;0;1;0;0;0;0
182;0.007848610710613659;-0.0116832393113155;0;0;0;2;5;6;1;2;2;2
183;-0.00351426407090491;-0.0151912615990331;0;0;1;4;8;6;0;0;1;0
184;0.0228900593897845;0.0254539125039819;0;0;0;0;0;4;1;3;6;6
185;-0.0161684928565498;0.00576698577750676;5;4;2;7;0;2;0;0;0;0
186;-0.0140192437301275;0.000360149308395028;6;4;1;7;0;1;0;1;0;0
187;-0.0210933503139579;0.0210067205577359;6;6;0;7;0;1;0;0;0;0
188;-0.008573206146148371;-0.0099561727263341;3;1;5;5;3;2;0;0;1;0
189;0.00957691477631159;-0.009298564854858221;0;0;0;1;0;3;6;4;5;1
190;-0.0215684641213909;0.0226868412028197;9;6;0;5;0;0;0;0;0;0
191;-0.0126007452563158;-0.0027942964613587302;5;1;4;7;3;0;0;0;0;0
192;-0.0204785832208078;0.0188875688491403;10;1;3;4;2;0;0;0;0;0
193;0.0155551337970847;0.00271935201863816;0;0;0;0;0;4;5;3;6;2
194;-0.0050084064333031;-0.0140808658225395;2;1;3;7;1;5;1;0;0;0
195;0.00315600262456105;-0.0156928492267382;0;0;0;3;0;11;1;0;4;1
196;-0.0173047186845615;0.0089307910308406;3;5;2;8;0;2;0;0;0;0
197;-0.0067361885766276;-0.0123413923348209;0;0;4;7;3;3;2;1;0;0
198;0.0030894676558179;-0.0157237936163831;0;0;4;4;3;5;1;1;2;0
199;-0.00021023087551194;-0.0163496715799808;0;0;1;1;4;6;1;2;4;1
200;0.017900396413546002;0.009031079247689791;0;0;0;0;1;2;1;6;7;3
201;-0.000400033248613621;-0.0163314856554544;0;0;2;3;4;9;0;1;1;0
202;-0.0232505044768282;0.0289318124591813;7;2;1;9;1;0;0;0;0;0
203;0.0034811103249403;-0.0155312295016286;0;0;1;1;1;6;5;1;5;0
204;-0.007662016343030491;-0.0112082986726489;4;0;1;7;3;3;1;1;0;0
205;-0.00207411096988568;-0.0159157991143129;0;0;3;6;6;2;2;1;0;0
206;0.0140703620917843;-0.000811306990398369;0;0;0;0;2;2;3;3;8;2
207;-0.004646452412531039;-0.0143833854003554;1;0;1;4;5;5;3;0;1;0
208;-0.00574415994423354;-0.0133998492968456;0;0;3;5;3;6;2;1;0;0
209;0.00932423192583765;-0.00967771663788568;0;0;0;2;1;4;3;6;4;0
210;0.0119115249193401;-0.00530128472850605;0;0;0;0;0;2;5;6;6;1
211;-0.0199471845326056;0.0171056256934983;11;1;3;4;1;0;0;0;0;0
212;0.0225837216506202;0.0243282634643904;0;0;0;1;0;2;0;3;8;6
213;-0.00283664650833209;-0.015574443595487;0;0;4;7;2;5;2;0;0;0
214;-0.0167049387738967;0.00723438825739769;4;1;8;2;5;0;0;0;0;0
215;-0.0174182068265748;0.00925840079567916;8;3;2;4;3;0;0;0;0;0
216;-0.009773040099320179;-0.00810017525499355;2;6;1;7;0;4;0;0;0;0
217;-0.000919289289751873;-0.0162516103499451;0;0;2;8;3;4;0;3;0;0
218;0.018383458436031997;0.0104429077963123;0;0;0;0;0;4;1;4;6;5
219;-0.0191193271653867;0.0144216290613396;8;3;3;6;0;0;0;0;0;0
220;-0.0202468718892889;0.0181048882365175;9;6;1;3;1;0;0;0;0;0
221;-0.0222954944968372;0.025329307157867003;11;1;1;5;1;0;1;0;0;0
222;0.0184247385884383;0.0105653267324297;0;0;0;0;1;1;2;4;7;5
223;0.0125575269587852;-0.00403767828748008;0;0;2;1;1;5;3;4;4;0
224;-0.00606407048819375;-0.013076108467591002;1;0;3;5;7;4;0;0;0;0
225;0.0165130933853101;0.00518874669582225;0;0;0;2;0;2;0;10;1;5
226;0.0053734046633378794;-0.0142472269152989;0;0;1;0;0;3;5;6;5;0
227;-0.0121603417611345;-0.00370668333094135;2;2;4;7;2;2;1;0;0;0
228;0.000194698656838784;-0.0163687669464019;1;0;0;8;1;6;0;1;2;1
229;-0.0057768403896559396;-0.0133675455473999;2;0;1;8;4;4;1;0;0;0
230;-0.00800942516872149;-0.0107469257397307;3;0;4;6;2;5;0;0;0;0
231;-0.0113150074963931;-0.00536904540534423;4;1;5;5;2;3;0;0;0;0
232;0.00011457329243278101;-0.0163671176850283;0;0;1;8;7;1;0;2;0;1
233;-0.0139034289935017;9.02580289634667e-05;7;1;3;8;0;1;0;0;0;0
234;0.0018934401795577102;-0.0161565025708292;0;0;0;4;4;3;2;4;2;1
235;0.00869420924326483;-0.0105775694361119;0;2;0;2;2;7;1;2;4;0
236;0.00324485431870068;-0.0156503961081987;0;0;1;4;0;6;2;2;4;1
237;-0.0131486361808883;-0.00161492635730606;5;0;6;4;2;3;0;0;0;0
238;0.0193523079518999;0.013389617904705;0;0;0;0;0;3;2;2;9;4
239;0.014411469922905;-3.2098941494615996e-05;0;0;0;1;0;5;2;2;7;3
240;0.0029252847721225397;-0.0157970534145626;0;1;0;4;2;7;3;0;2;1
241;-0.0172678655370227;0.00882485919683007;6;4;3;5;1;0;1;0;0;0
242;-0.016723537336632;0.007286107629548409;5;0;4;8;2;0;1;0;0;0
243;-0.00550394648780374;-0.0136319307176546;2;0;1;7;3;7;0;0;0;0
244;0.0119540406614424;-0.00522022136972138;0;0;0;1;0;6;3;4;5;1
245;-0.00659646221682933;-0.012500218301491001;1;1;4;6;2;5;1;0;0;0
246;0.0038904548049913702;-0.0153031363367627;0;0;0;3;4;5;5;1;2;0
247;-0.0115968055486997;-0.00482787790284914;3;2;3;6;1;4;0;1;0;0
248;-0.008725869216443959;-0.0097331007361674;4;1;3;8;1;3;0;0;0;0
249;-0.0189761844320213;0.0139689175130038;9;3;2;5;1;0;0;0;0;0
250;0.0147755459713529;0.000820581589840189;0;0;0;1;1;2;1;3;6;6
251;-0.0180567296545236;0.0111409300458327;10;1;4;2;2;1;0;0;0;0
252;-0.00214087443994204;-0.0158897123471668;2;0;1;5;4;2;1;4;1;0
253;0.0009749191914145339;-0.0163299077463458;1;0;2;5;2;6;1;2;1;0
254;-0.0138366544897877;-6.4353814590461e-05;6;5;1;7;0;1;0;0;0;0
255;-0.0208178338320355;0.0200493458966054;8;6;2;3;1;0;0;0;0;0
256;0.0115688537167863;-0.00594384565188369;0;0;0;3;0;4;2;3;8;0
257;-0.0200106189535778;0.0173159121350282;10;5;1;3;0;1;0;0;0;0
258;0.0229025857966834;0.0255002680225916;0;0;0;0;0;2;1;4;9;4
259;0.00557418223029864;-0.0140766088030223;1;0;0;7;3;3;2;1;3;0
260;0.00929278515806054;-0.00972417164736831;0;0;0;0;0;7;4;3;5;1
261;0.00558815787044763;-0.0140644869379854;0;0;2;3;1;3;3;7;1;0
262;-0.0177176887277802;0.0101330431530114;8;2;4;4;2;0;0;0;0;0
263;0.0132014514426055;-0.00271017911480272;0;0;0;0;0;3;2;11;3;1
264;0.0113834522771776;-0.00628349161166576;0;0;0;2;1;7;3;1;6;0
265;0.0190231157961706;0.0123711677582937;0;0;0;0;0;1;6;7;6;0
266;-0.00298864750293352;-0.0154950259622135;1;0;0;4;7;7;1;0;0;0
267;0.0012580405965470199;-0.0162911760651604;0;0;1;7;0;7;3;2;0;0
268;0.014399623711193;-5.94788971402151e-05;0;0;0;1;0;4;4;2;8;1
269;-0.0116106270888047;-0.00480100060544837;2;0;5;6;3;4;0;0;0;0
270;-0.00060530662052717;-0.0163051823267297;0;0;4;2;5;5;1;2;1;0
271;-0.0223466749668966;0.0255185864022119;7;6;1;6;0;0;0;0;0;0
272;-0.00731392857060922;-0.0116507664444503;2;0;7;5;3;3;0;0;0;0
273;0.00549784913739184;-0.0141422528290201;0;0;0;3;4;8;1;1;3;0
274;0.0102336941798462;-0.00826419511083462;0;0;0;2;1;6;3;4;3;1
275;0.0129227070365895;-0.00329315992504042;0;0;0;0;1;1;5;5;7;1
276;0.00493930136416451;-0.0145935736980069;0;0;0;2;3;7;3;1;3;1
277;0.0172804554909961;0.00727514410457742;0;0;0;0;0;4;2;4;9;1
278;-0.0147836502327376;0.00219654863784774;7;0;3;6;2;2;0;0;0;0
279;0.0226553339689312;0.0245900302617087;0;0;0;1;0;3;0;2;6;8
280;9.59585706416024e-06;-0.0163633670893836;0;0;3;4;4;4;4;1;0;0
281;0.0165877043503338;0.0053873793195577105;0;0;0;0;0;3;0;5;5;7
282;-0.008452019334201021;-0.0101305362780046;1;0;5;6;6;1;0;1;0;0
283;0.00432178285246496;-0.0150331271220018;0;0;0;3;4;6;1;3;3;0
284;-0.0108445448199188;-0.00624357106199757;5;2;2;6;1;3;0;0;1;0
285;-0.008741158919101679;-0.00971054925553105;2;0;3;6;3;6;0;0;0;0
286;0.00166070806037468;-0.0162134974976053;0;0;0;2;4;5;3;2;3;1
287;0.0114136989406713;-0.00622846521957391;0;0;0;0;0;3;3;4;10;0
288;-0.0163395425106355;0.00622976416244765;11;5;0;4;0;0;0;0;0;0
289;-0.00348689794562373;-0.0152081925901443;2;0;5;4;2;6;1;0;0;0
290;-0.0211901107899155;0.0213458944711545;8;4;2;3;3;0;0;0;0;0
291;0.0220246589958651;0.0223135506386196;0;0;0;0;0;1;0;7;4;8
292;-0.0234159157181688;0.0295709423631937;10;2;2;6;0;0;0;0;0;0
293;-0.00711490019267345;-0.0118948501461408;2;2;3;3;3;5;2;0;0;0
294;-0.0155006031783936;0.00400583871651862;11;0;1;5;1;2;0;0;0;0
295;-0.0216185587940602;0.0228661409864017;10;0;6;4;0;0;0;0;0;0
296;-0.0185079614080868;0.0125115079994906;5;5;2;6;0;1;1;0;0;0
297;0.020693027102598998;0.0177206897035204;0;0;0;0;1;2;2;2;9;4
298;0.00687834888657004;-0.0128077677852434;0;0;2;3;1;6;3;2;2;1
299;0.0198564653267461;0.0149837465901404;0;0;0;0;0;5;1;1;6;7
300;0.0202537075939832;0.0162691090061768;0;0;0;0;0;3;1;5;8;3
301;-0.0163131825514539;0.00615813470410751;7;0;5;5;1;1;1;0;0;0
302;-0.00615687723683642;-0.0129790568015301;1;0;3;8;1;7;0;0;0;0
303;0.0122368915001449;-0.0046733896125874;0;0;0;0;2;4;1;3;7;3
304;-0.0152400754760813;0.0033386468050486;6;3;2;6;0;2;0;0;0;1
305;-0.019906608419784;0.0169714603109007;8;4;3;5;0;0;0;0;0;0
306;-0.00683427207923774;-0.0122279931643439;2;2;2;7;1;4;1;1;0;0
307;-0.0158162421897079;0.0048290454309063;6;1;4;5;3;1;0;0;0;0
308;0.0112820054210432;-0.00646695627091131;0;0;0;0;3;4;1;6;5;1
309;-0.0157062110917061;0.00454022638014359;9;0;3;3;2;3;0;0;0;0
310;0.023673426473823;0.0284022632124051;0;0;0;0;0;4;2;2;8;4
311;-0.0010087115285910301;-0.016233401724363;2;0;3;4;2;7;2;0;0;0
312;0.0186252199000048;0.0111638323506177;0;0;0;0;1;3;0;5;4;7
313;0.008554972728376641;-0.0107676759646904;0;0;1;3;2;6;2;3;3;0
314;0.0197379967086544;0.0146054145217847;0;0;0;0;1;3;0;2;5;9
315;0.0156070480672365;0.0028493265154721802;0;0;0;1;0;8;0;4;4;3
316;0.0226078119155704;0.0244162277173026;0;0;0;0;0;2;5;5;7;1
317;0.019502826004921002;0.0138611960111898;0;0;0;0;1;4;3;2;6;4
318;0.0238173057741306;0.0289546952912826;0;0;0;0;0;1;0;4;8;7
319;0.0131276987184366;-0.0028656663983934604;0;0;0;0;2;6;2;3;7;0
320;-0.00714451988347548;-0.0118589357893054;1;1;4;10;2;1;0;0;0;1
321;0.0070786936327228095;-0.0125881890710785;1;0;1;2;2;3;4;4;2;1
322;0.0021566339554714;-0.0160813689093527;0;0;1;2;3;6;1;5;2;0
323;0.0139175241700704;-0.0011542650811640401;0;0;0;0;0;5;1;5;8;1
324;-0.00621827513254383;-0.0129140759996524;1;1;2;6;2;6;0;1;0;1
325;0.000720852668536833;-0.0163534984640229;1;0;0;7;4;5;1;1;1;0
326;0.0217318924418772;0.0212789015198555;0;0;0;0;0;3;2;4;9;2
327;0.0162804842559804;0.00457533100042631;0;0;0;0;0;3;6;3;7;1
328;-0.007907119970506091;-0.0108848427029269;3;1;4;6;3;2;1;0;0;0
329;0.0116779850936791;-0.00574129279781255;0;0;0;0;1;7;4;4;4;0
330;0.0132392073592871;-0.00263023672580806;0;0;0;0;0;4;1;6;5;4
331;-0.0220019759557799;0.0242520737160041;11;3;1;5;0;0;0;0;0;0
332;0.0220101483976555;0.0222619392441274;0;0;0;0;1;2;0;7;3;7
333;0.00785526338755562;-0.0116749971714351;0;0;0;3;4;8;0;1;3;1
334;-0.0146507697794816;0.001870452843421;2;2;2;8;1;5;0;0;0;0
335;-0.007228616116169059;-0.0117561853391024;0;0;7;6;0;3;2;1;1;0
336;0.00653644045730133;-0.0131673323962218;0;0;0;3;0;3;7;2;5;0
337;0.0152629798979025;0.00199612873578929;0;0;0;0;0;4;2;6;5;3
