site;enviro;enviro2;sp_01;sp_02;sp_03;sp_04;sp_05;sp_06;sp_07;sp_08;sp_09;sp_10;sp_11;sp_12;sp_13;sp_14;sp_15;sp_16;sp_17;sp_18;sp_19;sp_20
16;0.015110054148078002;0.0135188423369811;0;0;0;0;0;0;0;0;0;1;1;0;2;3;1;2;11;2;13;4
17;0.0008651959923864321;-0.0110486460905129;2;0;2;1;0;3;5;3;1;4;3;2;4;2;5;1;1;1;0;0
18;0.0149749815219774;0.0130745133104966;0;0;0;0;0;0;0;1;0;0;0;1;1;4;4;3;10;4;8;4
19;-0.00128535542687086;-0.0108470552050435;0;1;2;3;1;1;5;7;3;3;4;4;3;1;0;1;1;0;0;0
20;0.00102170317013261;-0.0110232709532023;0;1;1;0;1;1;1;5;2;3;4;4;4;2;3;3;1;1;1;2
21;-0.0052551696556230295;-0.00778020787882808;1;1;3;2;2;10;4;6;3;4;1;1;1;0;0;1;0;0;0;0
22;0.0069415263819699105;-0.00607398659478785;0;0;1;1;0;1;0;3;2;3;1;3;6;3;4;4;3;4;1;0
23;-0.00932981749967764;-0.00099696364701866;3;4;7;7;3;5;1;2;1;2;2;1;0;1;1;0;0;0;0;0
24;0.00794423685062843;-0.00446581661947423;0;0;0;0;0;3;0;0;1;1;2;4;6;3;5;2;5;1;5;2
25;0.00699366326473788;-0.00599586490568308;0;0;0;0;0;1;4;0;1;4;5;7;6;1;3;2;2;1;3;0
26;-0.00341581718092225;-0.00963579963098111;2;0;2;2;1;9;1;4;10;1;3;1;1;1;1;1;0;0;0;0
27;0.00417803050587831;-0.00935181689586272;0;2;0;0;0;1;0;1;2;5;2;9;7;2;5;0;0;1;2;1
28;-0.012370463586746;0.00646445535941659;7;3;9;7;3;3;1;2;3;0;2;0;0;0;0;0;0;0;0;0
29;-0.00045629027939817;-0.0110462825955359;1;1;0;1;2;0;4;4;5;9;3;1;2;2;2;1;2;0;0;0
30;0.0173484053704677;0.021471234412679;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;2;12;5;15;3
31;0.00837894444123952;-0.0036993205366962;0;0;0;0;0;0;1;1;1;4;1;2;6;1;8;2;6;2;4;1
32;0.00204878872018737;-0.0107219190151836;0;1;0;0;2;2;3;5;6;3;4;4;2;4;1;0;0;0;1;2
33;0.0164317175601117;0.0180800631294415;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;5;10;6;9;7
34;-0.0162893124506117;0.0191057294581728;2;4;15;14;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
35;-0.0142349448591366;0.0120540109438908;6;11;6;6;4;2;0;4;1;0;0;0;0;0;0;0;0;0;0;0
36;0.00320880292024863;-0.0101001820442908;0;0;0;2;2;3;2;1;4;4;2;3;4;2;4;2;2;0;1;2
37;-0.00950606506951553;-0.0006204626142240191;3;4;7;4;5;4;5;3;1;1;1;0;2;0;0;0;0;0;0;0
38;0.0166263511134954;0.0187844988032981;0;0;0;0;0;0;0;0;0;0;0;1;5;1;2;0;8;5;8;10
39;0.00346067363550476;-0.00992574543035849;0;0;0;0;1;0;0;2;5;2;5;4;5;6;1;3;4;2;0;0
40;0.000854005490503042;-0.0110502523176602;1;0;1;0;0;4;1;1;9;1;7;5;4;1;3;0;1;1;0;0
41;0.0121062167516099;0.00459328470759141;0;0;0;0;0;0;0;0;0;1;2;1;10;4;5;4;2;4;4;3
42;-0.0129842869848574;0.008219502638957559;10;4;6;3;3;6;5;1;2;0;0;0;0;0;0;0;0;0;0;0
43;0.0123711740066449;0.00530008973687842;0;0;0;0;0;0;0;0;1;2;1;1;4;3;9;3;3;3;4;6
44;0.0154090189953793;0.0145166958206235;0;0;0;0;0;0;0;0;0;0;0;2;4;3;5;4;5;7;6;4
45;0.00365683100046749;-0.00978014676969569;0;0;0;0;0;0;2;1;2;8;5;4;3;3;7;1;1;2;1;0
46;-0.00955219055542123;-0.0005207914971610839;3;5;6;5;7;5;0;2;3;2;0;0;0;1;1;0;0;0;0;0
47;-0.00841041239198269;-0.00284927805413215;1;5;5;4;4;7;4;1;3;3;1;1;0;0;1;0;0;0;0;0
48;0.0116327049147832;0.00336891741579922;0;0;0;0;0;0;1;0;0;0;3;6;4;4;5;5;2;6;1;3
49;0.0056598549676494;-0.00780483864092132;0;0;1;0;1;0;0;1;1;3;1;6;8;3;3;3;3;3;3;0
50;-0.008804741301761659;-0.00207779232073973;3;0;5;7;3;6;3;4;4;1;0;0;2;1;0;1;0;0;0;0
51;0.00775837494995519;-0.00478074447827648;0;0;0;0;0;0;0;0;1;3;1;4;7;3;8;3;3;3;1;3
52;-0.0119042887547926;0.00518740473051731;2;2;8;11;4;3;4;1;2;2;0;0;1;0;0;0;0;0;0;0
53;-0.0160419560455321;0.0182070927822623;6;11;8;7;7;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
54;-0.00561902994181574;-0.00732422378692308;0;1;1;5;7;4;4;4;10;1;2;0;0;0;1;0;0;0;0;0
55;0.00433104680198425;-0.0092146236985161;0;0;0;0;0;2;1;0;2;3;4;6;7;3;6;3;1;0;1;1
56;-0.00855814467837158;-0.00256428731124707;3;3;4;5;2;8;2;5;2;2;2;1;1;0;0;0;0;0;0;0
57;0.00221764647340295;-0.0106499779155808;0;0;0;1;3;2;0;3;3;2;3;7;3;1;6;3;2;0;0;1
58;0.0153248879652438;0.0142338875124856;0;0;0;0;0;0;0;0;0;0;0;2;0;1;3;3;14;2;13;2
59;-0.00111317387711391;-0.0109009752098037;0;0;2;1;2;4;5;2;4;6;6;4;0;0;4;0;0;0;0;0
60;-0.0110293093764863;0.00292061457320591;4;2;8;12;3;4;3;0;2;1;0;1;0;0;0;0;0;0;0;0
61;0.00543305183077487;-0.008073183399140779;0;0;0;0;0;3;1;0;2;1;1;2;7;4;3;7;5;0;4;0
62;-0.008372639513430029;-0.00292136866836371;4;3;6;2;6;3;0;3;1;2;6;2;2;0;0;0;0;0;0;0
63;0.0122762344976472;0.0050450370671091;0;0;0;0;0;0;0;0;0;3;1;2;2;2;3;4;10;5;7;1
64;0.00773401921159897;-0.00482144544013527;0;0;0;0;0;0;1;4;1;1;1;2;4;2;9;2;3;4;3;3
65;0.00403566594136086;-0.009474795922679021;0;0;0;0;0;1;3;1;2;5;5;4;3;6;1;3;3;2;1;0
66;0.0161494052369139;0.0170732259995319;0;0;0;0;0;0;0;0;1;0;0;2;0;2;1;3;9;7;10;5
67;-0.0147458244125347;0.0137201746548062;4;1;13;9;4;4;3;0;1;0;1;0;0;0;0;0;0;0;0;0
68;-0.0155132051707519;0.0163316737698001;6;1;7;15;6;2;1;1;0;1;0;0;0;0;0;0;0;0;0;0
69;0.0096964804846612;-0.00112013237285962;0;0;0;0;0;0;0;0;0;3;1;6;7;3;5;4;2;5;3;1
70;0.0155104393596472;0.0148597097646528;0;0;0;0;0;0;0;0;0;2;1;2;3;3;4;3;7;6;7;2
71;-0.0160956992971046;0.0184011859777396;9;4;11;9;3;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0
72;-0.0013495911509895698;-0.0108252549737135;0;1;2;4;1;5;1;4;3;2;1;3;4;2;3;3;0;0;1;0
73;-0.00677739022715332;-0.0056770212533557105;2;3;3;4;8;2;5;2;5;0;4;1;0;1;0;0;0;0;0;0
74;-0.0156294654507072;0.0167387169411477;6;2;8;12;2;4;2;2;1;1;0;0;0;0;0;0;0;0;0;0
75;-0.0101768491653646;0.0008754857460633991;2;1;9;5;5;3;6;3;5;1;0;0;0;0;0;0;0;0;0;0
76;0.0157992598122054;0.0158490302699605;0;0;0;0;0;0;0;0;0;1;0;1;0;2;2;4;9;1;15;5
77;-0.00729912697641455;-0.00483788602192387;2;3;4;2;3;7;3;4;5;2;3;2;0;0;0;0;0;0;0;0
78;0.009268613239113209;-0.00199993724134834;0;0;0;0;0;0;1;1;0;2;1;4;8;0;7;3;4;1;5;3
79;-0.0160275705903297;0.018155248557628997;4;6;11;11;2;3;0;1;1;0;1;0;0;0;0;0;0;0;0;0
80;0.00297548243073533;-0.0102492159979764;1;0;0;0;1;3;0;2;3;2;3;4;5;4;5;2;2;3;0;0
81;0.0113420193166585;0.002641924336102;0;0;0;0;0;0;0;1;0;2;0;3;4;3;3;5;8;2;5;4
82;0.0114438559156876;0.0028944806361705;0;0;0;0;0;0;0;0;0;0;1;3;6;5;8;7;5;3;2;0
83;0.013967947395252;0.00988937845619413;0;0;0;0;0;0;0;0;2;0;1;0;0;2;2;2;10;4;13;4
84;0.00212745167078328;-0.0106891919096662;0;2;1;0;0;1;0;2;1;1;1;4;11;2;7;1;2;3;1;0
85;0.0047510292186905105;-0.00881138065262594;0;0;0;0;0;1;0;1;4;5;2;5;5;5;7;2;1;1;1;0
86;-0.00426191251424968;-0.00887544099021115;0;1;0;3;0;5;4;5;9;4;3;3;2;0;1;0;0;0;0;0
87;0.0007871531659234519;-0.0110592693072893;0;0;1;1;1;3;1;2;4;5;7;3;4;1;4;1;1;0;1;0
88;-0.0148179348780392;0.0139600156363211;3;2;13;13;5;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0
89;-0.0101526498027665;0.000819782182421349;0;6;6;7;4;4;4;2;2;1;2;0;0;1;1;0;0;0;0;0
90;-0.00854688467076695;-0.00258617945284604;6;3;5;5;4;6;3;4;2;1;0;1;0;0;0;0;0;0;0;0
91;-0.00490607558773155;-0.00819008328124365;1;0;3;4;3;4;5;5;6;4;3;1;1;0;0;0;0;0;0;0
92;-0.0145675101741514;0.0131320501628711;3;5;12;10;0;6;3;0;1;0;0;0;0;0;0;0;0;0;0;0
93;0.00447190697872701;-0.00908373845565836;0;0;2;1;1;1;1;4;1;4;4;1;5;5;5;3;0;2;0;0
94;-0.00548108939303337;-0.00750054505917042;0;1;3;7;4;6;2;1;5;2;3;3;1;1;0;0;1;0;0;0
95;-0.0114440673551929;0.00397394876783356;0;3;6;10;5;6;6;1;1;1;1;0;0;0;0;0;0;0;0;0
96;0.00848888953764906;-0.00349881893980729;0;0;0;0;0;1;0;1;1;1;2;3;2;3;6;3;7;0;7;3
97;0.00802501993570914;-0.0043265472375962795;0;0;0;0;0;1;1;1;1;2;2;2;3;4;6;7;3;2;4;1
98;0.0127991344379949;0.00647461420498312;0;0;0;0;0;0;0;0;0;0;1;0;0;4;8;7;5;8;5;2
99;-0.007782664524905929;-0.00400627703152516;3;1;4;3;3;5;4;4;9;2;1;0;0;1;0;0;0;0;0;0
100;-0.00226223683133245;-0.0104166421507378;0;0;0;2;3;3;6;6;4;5;1;3;4;1;1;1;0;0;0;0
101;-0.01641596323016;0.0195711006215667;4;2;20;10;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0
102;-0.00930130942040052;-0.0010572153675693801;7;4;3;2;4;3;6;4;4;1;1;0;0;0;0;1;0;0;0;0
103;-0.0027185442980272;-0.0101430619176469;1;0;0;1;3;5;3;5;7;3;2;5;2;2;1;0;0;0;0;0
104;-0.0071611609142027905;-0.0050656560464188705;5;2;5;4;2;7;5;1;4;1;1;1;0;1;0;0;0;1;0;0
105;-0.008386967561397259;-0.0028940604371995604;2;2;6;4;2;4;3;5;5;4;0;2;0;1;0;0;0;0;0;0
106;-0.0110091984541275;0.002870510121532;1;2;9;8;5;3;2;4;5;1;0;0;0;0;0;0;0;0;0;0
107;0.00257783804313367;-0.0104753852008049;0;0;1;1;0;2;1;1;6;3;5;6;3;5;4;0;1;0;1;0
108;0.0173048681852266;0.0213059579244547;0;0;0;0;0;0;0;0;0;1;0;1;2;2;5;2;12;3;9;3
109;0.0124537156284704;0.00552346055373981;0;0;0;0;0;0;0;0;2;1;2;1;5;3;4;4;6;4;7;1
110;-0.0025555622173367397;-0.0102460804083413;0;0;2;2;4;4;4;8;4;6;3;2;0;0;0;1;0;0;0;0
111;0.0037328712529009797;-0.00972140997198061;0;0;1;0;0;2;3;3;3;5;4;4;3;1;5;1;2;0;1;2
112;0.0125432954677933;0.00576758797204979;0;0;0;0;0;0;0;1;1;0;1;0;1;4;3;3;9;4;7;6
113;0.0012903831729188802;-0.0109670386385666;1;0;0;1;1;2;0;5;5;7;4;1;4;6;0;1;1;1;0;0
114;-0.00131647838633014;-0.010836607037058;0;0;1;0;2;2;6;4;6;1;7;4;3;2;0;1;0;0;0;1
115;0.00457279444426159;-0.00898729028945874;0;0;0;0;2;2;1;2;3;4;3;4;6;4;5;1;2;0;0;1
116;0.0120184755671766;0.00436265685435915;0;0;0;0;0;0;0;0;0;2;1;4;6;3;8;1;1;3;7;4
117;-0.0035925746478324898;-0.00949007506090222;1;0;1;4;0;4;1;5;8;3;2;4;1;0;3;2;0;1;0;0
118;0.0143552307299095;0.0110876915234999;0;0;0;0;0;0;0;0;0;1;1;0;1;1;2;2;11;8;10;3
119;0.0107069911977531;0.0011189425824949999;0;0;0;0;0;0;1;1;0;0;2;3;3;3;6;2;3;8;4;4
120;-0.007294478007989059;-0.004845629806165029;1;0;5;4;3;6;4;1;3;5;2;2;2;1;1;0;0;0;0;0
121;-0.00301090365465398;-0.00994350146831258;0;2;0;4;4;2;5;5;3;4;4;1;2;3;1;0;0;0;0;0
122;0.000315358433776597;-0.0110947192590366;0;0;0;1;3;4;3;4;3;5;2;1;5;3;4;0;0;1;0;1
123;-0.0035678127460181;-0.00951090700077423;0;0;2;3;2;5;2;5;9;3;1;0;4;2;1;1;0;0;0;0
124;-0.00953095369852862;-0.0005667401772799231;5;2;4;3;6;4;4;2;4;3;0;1;0;2;0;0;0;0;0;0
125;-0.0155619453914641;0.0165019549668156;4;3;14;11;3;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0
126;-0.012755961877829;0.00755691214314448;2;6;5;5;5;5;4;0;2;3;1;1;1;0;0;0;0;0;0;0
127;0.0144780535581829;0.0114746726204181;0;0;0;0;0;0;0;0;1;0;1;1;2;3;3;2;8;5;9;5
128;0.00998289304775644;-0.0005085050495620309;0;0;0;0;0;1;0;0;2;0;0;0;3;5;7;5;6;8;1;2
129;0.00782733725695223;-0.004664787573547721;0;0;0;0;0;0;0;1;3;1;8;2;3;3;3;4;7;2;1;2
130;0.0154084759688079;0.0145148653906527;0;0;0;0;0;0;0;0;0;0;0;1;5;3;3;8;3;4;8;5
131;-0.0140604350373232;0.011498136547438998;4;4;9;10;6;3;0;1;1;1;1;0;0;0;0;0;0;0;0;0
132;-0.0025590792019854697;-0.010243919577614;0;0;1;2;2;8;2;0;10;3;3;2;1;3;1;0;0;1;0;1
133;-0.0011571546438943901;-0.0108878276321237;1;0;2;1;4;5;3;3;5;4;2;3;2;0;3;1;1;0;0;0
134;-0.00124484372730428;-0.0108603333684804;0;0;0;0;2;4;4;4;8;4;2;4;3;0;2;1;0;1;1;0
135;-0.0122572421104915;0.00614986157659204;6;1;4;6;4;5;3;3;3;2;1;0;0;1;0;1;0;0;0;0
136;-0.00682785056505225;-0.00559850087270992;2;2;3;6;3;8;3;3;5;1;1;1;2;0;0;0;0;0;0;0
137;0.00856302870442082;-0.0033621012311923102;0;0;0;0;0;0;2;1;1;4;1;2;7;4;7;5;1;3;1;1
138;-0.0163872608239995;0.0194653234410906;4;6;12;10;1;2;3;0;1;1;0;0;0;0;0;0;0;0;0;0
139;-0.0146118201764334;0.0132775369708792;2;5;7;13;3;3;1;1;4;1;0;0;0;0;0;0;0;0;0;0
140;0.00492406268600352;-0.00863386330222121;0;0;1;0;0;1;1;0;3;3;5;2;5;1;9;5;3;1;0;0
141;0.00187192225383327;-0.0107904904468697;0;0;0;1;0;1;2;4;6;3;3;5;4;1;5;2;2;1;0;0
142;-0.0119508898210371;0.0053128962660417;2;6;11;8;4;4;1;1;1;0;1;0;1;0;0;0;0;0;0;0
143;0.00897653071813677;-0.00257721143165368;0;0;0;0;0;0;0;0;0;0;4;3;7;6;5;6;2;5;1;1
144;-0.00257978060799422;-0.0102311450564095;0;0;0;1;4;2;6;2;6;5;3;3;2;3;1;2;0;0;0;0
145;0.00612768110564086;-0.00721528315734394;0;0;0;0;0;1;0;3;2;0;1;5;2;4;6;4;1;7;3;1
146;-0.00759365092017425;-0.00433752506996719;1;3;3;1;4;6;4;6;3;4;2;1;0;0;2;0;0;0;0;0
147;0.00930336597050882;-0.0019299919209936898;0;0;0;0;0;1;2;1;1;2;2;1;6;2;3;3;3;6;5;2
148;-0.0161835499171087;0.0187198371875611;4;6;10;12;3;2;1;0;1;1;0;0;0;0;0;0;0;0;0;0
149;-0.0028245637668670898;-0.0100728855727266;0;1;1;3;1;4;2;5;9;3;2;3;2;2;1;0;1;0;0;0
150;-0.00435941037652473;-0.008777619373513759;2;0;5;7;6;4;0;1;6;0;2;1;2;2;1;0;1;0;0;0
151;0.0126416478320806;0.0060376727021284;0;0;0;0;0;0;0;1;1;1;1;0;1;2;2;6;7;9;8;1
152;0.00808847987066226;-0.004216127604756321;0;0;0;0;0;1;0;1;2;2;3;5;6;4;3;2;5;1;4;1
153;-0.0150658424184217;0.0147933604628879;10;5;9;6;3;3;2;1;0;1;0;0;0;0;0;0;0;0;0;0
154;0.0088942408546593;-0.00273643299041331;0;0;0;0;0;0;0;1;1;2;1;2;7;3;5;4;6;4;3;1
155;-0.0126722296616041;0.0073168225040290405;5;6;10;9;1;3;2;1;2;1;0;0;0;0;0;0;0;0;0;0
156;0.00147034607634901;-0.0109204193399108;0;0;0;1;0;1;1;2;2;3;6;7;4;2;4;5;0;1;1;0
157;-0.0098537020613352;0.00014236034911376598;5;4;5;6;3;1;5;4;5;2;0;0;0;0;0;0;0;0;0;0
158;0.0024078765897848;-0.0105613551073103;0;0;0;1;1;3;1;4;6;6;6;4;2;2;0;1;2;1;0;0
159;0.0179802651236481;0.0239172405131476;0;0;0;0;0;0;0;1;0;1;1;0;1;1;2;1;7;8;11;6
160;0.00307860893189671;-0.0101848328402944;0;1;1;0;2;0;0;1;2;5;1;7;2;5;5;3;1;4;0;0
161;0.0175666121211501;0.0223059284948455;0;0;0;0;0;0;0;0;0;2;0;0;1;2;3;2;13;1;11;5
162;-0.014225554027235;0.0120239259067312;1;3;11;9;1;6;5;3;1;0;0;0;0;0;0;0;0;0;0;0
163;0.017932225872092;0.0237281641340996;0;0;0;0;0;0;0;0;1;1;1;1;2;0;2;3;12;6;8;3
164;0.0153332612563236;0.0142619641605215;0;0;0;0;0;0;0;0;1;0;0;0;2;4;2;2;11;3;12;3
165;0.011149079551313;0.00216973864896374;0;0;0;0;0;0;0;0;0;0;1;2;3;0;10;7;5;4;5;3
166;-0.00505269331927075;-0.00802123020710818;1;3;2;2;3;7;5;2;8;3;0;4;0;0;0;0;0;0;0;0
167;-0.00626820816887309;-0.00643774528996341;0;1;2;7;3;5;2;5;8;4;1;2;0;0;0;0;0;0;0;0
168;-0.00922737112241715;-0.0012126435856929;2;7;6;4;4;4;4;3;5;0;0;0;0;0;1;0;0;0;0;0
169;0.0170758805366764;0.0204435929684383;0;0;0;0;0;0;0;0;0;0;0;0;2;3;2;6;10;4;10;3
170;0.0163971433581105;0.0179558079112331;0;0;0;0;0;0;0;0;1;0;2;0;5;2;2;7;7;4;10;0
171;-0.00033685287079567;-0.0110624193478184;0;0;0;1;1;2;0;1;6;7;4;4;7;2;2;1;1;0;1;0
172;0.00266942735375377;-0.0104264006441693;0;0;1;0;1;1;3;3;2;3;3;5;2;4;6;2;1;0;0;3
173;-0.0109364897516042;0.00269011180050203;2;6;4;9;5;3;4;0;4;0;1;1;0;0;1;0;0;0;0;0
174;-0.00518393482006102;-0.00786604077418904;1;1;5;2;1;5;5;4;5;3;3;0;1;1;2;1;0;0;0;0
175;-0.00223054751250741;-0.0104339264317503;0;1;1;2;1;5;3;3;6;3;2;3;5;1;3;1;0;0;0;0
176;-0.0038034059740834603;-0.00930719588900361;3;0;1;2;1;7;1;4;8;4;1;1;0;3;2;2;0;0;0;0
177;-0.00300170446826239;-0.00995006960570591;2;0;0;2;1;7;2;4;6;3;2;2;3;1;3;2;0;0;0;0
178;0.00843153609139668;-0.0036037462034667;0;0;0;0;0;1;0;1;0;2;2;1;6;5;10;1;4;0;4;3
179;-0.0128821712807022;0.00792173748605945;6;6;3;5;5;4;5;2;4;0;0;0;0;0;0;0;0;0;0;0
180;-0.0132993987639249;0.00915293705120149;3;7;9;6;3;3;1;3;2;1;0;2;0;0;0;0;0;0;0;0
181;0.00580934558887235;-0.007621728194343941;0;0;0;0;0;1;2;1;2;1;2;4;6;5;5;1;4;3;2;1
182;-0.0030157772527128397;-0.00994001415588402;0;0;4;1;0;3;6;5;3;4;7;1;2;0;1;2;0;0;1;0
183;0.000115046264583075;-0.0110948386279999;0;2;0;0;2;4;4;6;6;1;3;4;1;2;2;0;0;1;1;1
184;0.00974638559250925;-0.00101487023257827;0;0;0;0;0;0;0;1;0;0;3;1;8;3;10;1;1;1;5;6
185;0.0130522193954255;0.00718831472716633;0;0;0;0;0;0;0;0;1;1;0;2;4;2;4;5;6;4;6;5
186;0.00042726291148995803;-0.0110907775918101;0;0;0;0;0;4;4;4;7;2;3;2;5;3;4;2;0;0;0;0
187;-0.00808646628713971;-0.0034572566486687603;1;1;4;4;6;8;5;1;4;3;1;0;1;0;0;1;0;0;0;0
188;0.0132729167381719;0.00782227895964798;0;0;0;1;0;0;0;0;0;0;0;1;3;2;6;4;6;6;6;5
189;-0.00821090826919979;-0.00322645876301991;2;0;5;6;5;6;3;4;5;2;2;0;0;0;0;0;0;0;0;0
190;0.00640410946990054;-0.00684410993794652;0;0;1;0;3;0;1;0;0;2;1;4;8;0;7;3;3;1;4;2
191;0.00164972206590949;-0.0108668032558934;0;0;1;1;0;7;2;2;3;5;7;0;2;1;1;4;2;1;0;1
192;-0.00490687980591629;-0.00818917010500452;0;3;3;3;3;8;2;3;7;1;1;2;3;0;0;0;1;0;0;0
193;-0.00732006283299056;-0.00480295376949414;3;0;3;5;6;2;4;5;4;1;2;1;2;1;1;0;0;0;0;0
194;0.00284584956014876;-0.0103268009301856;0;0;1;0;1;4;1;3;5;5;5;7;4;1;0;2;0;0;0;1
195;0.00255847413363496;-0.0104855032815766;0;1;0;0;0;1;1;3;4;4;6;4;2;3;4;2;3;1;1;0
196;-3.35526163436387e-06;-0.0110907239086304;0;0;1;1;1;1;3;7;4;2;2;4;5;1;2;0;1;3;2;0
197;0.004749887825877579;-0.00881252957390133;0;0;0;0;1;1;1;4;4;1;4;4;7;2;4;2;4;0;0;1
198;0.0171828905306936;0.0208451437503967;0;0;0;0;0;0;1;0;0;0;0;0;0;1;2;4;10;6;11;5
199;0.011835094825302;0.0038861544862047897;0;0;0;0;0;0;0;0;0;1;1;0;3;2;8;3;7;3;7;5
200;-0.004430683009759921;-0.00870477597912697;0;3;2;3;4;3;6;1;7;0;1;5;3;1;0;0;1;0;0;0
201;0.00407319777090631;-0.009442811115700209;0;0;0;0;2;2;3;4;1;4;2;5;5;3;2;3;1;1;2;0
202;-0.0150895380624132;0.0148737275055295;3;2;6;7;8;6;1;2;1;3;0;0;1;0;0;0;0;0;0;0
203;-0.00687641714260774;-0.00552239393207614;1;0;5;3;1;5;3;6;6;1;3;1;2;2;1;0;0;0;0;0
204;0.0127355614169264;0.00629757074400143;0;0;0;0;0;0;0;0;0;1;3;2;3;3;4;8;6;4;4;2
205;0.00166155646084722;-0.0108630149445383;0;1;1;2;1;2;2;2;5;2;2;3;5;2;4;4;2;0;0;0
206;-0.0114911239480106;0.00409586558017946;1;2;10;5;3;8;4;1;4;1;0;0;0;1;0;0;0;0;0;0
207;-0.0103779139201521;0.00134333217683978;1;2;10;8;6;4;4;2;2;0;1;0;0;0;0;0;0;0;0;0
208;-0.00392992269303838;-0.00919271923131443;0;1;3;3;1;8;5;3;7;4;1;3;0;0;1;0;0;0;0;0
209;0.0170581502539196;0.020377306076585;0;0;0;0;0;0;0;0;0;0;3;0;3;0;7;4;8;3;8;4
210;-0.0136397235051166;0.010185797588548;1;0;14;12;6;0;5;1;0;0;0;0;0;0;0;1;0;0;0;0
211;0.0052859380613101605;-0.00824114185014387;0;0;0;0;1;1;1;0;5;4;0;3;7;4;5;2;3;1;1;2
212;-0.0009653271396936891;-0.0109420269101696;1;2;2;1;1;3;2;3;5;5;3;2;2;2;3;2;0;1;0;0
213;-0.00343510950905827;-0.00962023133848823;1;0;1;3;6;4;2;4;8;4;3;2;1;1;0;0;0;0;0;0
214;0.00207841135431417;-0.0107097558675131;0;1;1;0;1;1;4;3;6;3;2;5;4;2;4;1;0;1;0;1
215;-0.0058503557964262;-0.00701905965445313;1;1;2;1;4;8;6;4;7;0;2;1;1;1;1;0;0;0;0;0
216;-0.0145428660347029;0.013051322427956001;5;3;11;6;5;4;4;1;1;0;0;0;0;0;0;0;0;0;0;0
217;0.0071953469160416;-0.0056879853740448;0;0;0;0;0;0;0;1;1;3;3;2;7;5;7;2;0;2;6;1
218;-0.007119395107223521;-0.00513377522451491;1;4;7;8;7;3;1;4;0;2;0;0;2;0;1;0;0;0;0;0
219;0.011048964555533;0.0019279790145472601;0;0;0;0;0;1;1;0;3;2;1;4;3;5;1;7;3;4;3;2
220;-0.00531289509397563;-0.00770982720608604;1;1;2;4;0;4;8;7;4;2;4;1;1;1;0;0;0;0;0;0
221;0.00584052144892122;-0.007582916325136259;0;0;1;0;0;2;2;3;1;3;4;6;5;1;2;1;4;1;2;2
222;0.0171074153534741;0.0205616621510463;0;0;0;0;0;0;0;0;0;0;0;0;3;1;3;2;12;3;14;2
223;-0.010812152028126;0.00238433347662179;3;3;12;7;3;4;4;0;0;1;0;1;1;1;0;0;0;0;0;0
224;-4.90237914394524e-05;-0.0110883058025453;0;1;0;0;2;1;6;2;5;5;4;1;4;0;5;3;1;0;0;0
225;0.00992250066858037;-0.0006389854555601901;0;0;0;0;0;0;0;1;0;0;5;3;3;1;7;4;5;3;4;4
