site;enviro;enviro2;sp_01;sp_02;sp_03;sp_04;sp_05
67;0.0169267649926204;-0.00534545208560364;0;0;0;4;6
68;-0.0354757913125624;0.0437962318173756;5;4;1;0;0
69;0.0311619658614255;0.0311174566655781;0;0;0;4;6
70;0.0270787295216096;0.0184816639373023;0;0;0;4;6
71;-0.00492546974441739;-0.0199091714599225;1;2;6;1;0
73;-0.035655868019537997;0.0444623272044146;6;4;0;0;0
74;-0.00834279865199114;-0.0176521168640644;3;3;4;0;0
75;0.0153743407805464;-0.0080349222424133;0;0;0;6;4
76;0.0283532690924304;0.0222378150464725;0;0;0;5;5
77;-0.0336971747266161;0.0374001484599457;7;3;0;0;0
78;-0.00632910035714863;-0.0191305333898047;0;6;2;2;0
79;-0.012067300299927001;-0.0137953956364267;1;4;5;0;0
80;0.000619383797297084;-0.0209619047258689;0;2;3;5;0
81;0.0214925637486434;0.00403136613351349;0;0;0;5;5
82;-0.00226728083309489;-0.0208167838959708;0;2;4;3;1
83;0.0179828665637575;-0.0033711657680975398;0;0;1;7;2
84;0.0325202878168803;0.0357089876297442;0;0;0;5;5
85;0.00689094108279455;-0.0182611398179736;0;2;0;4;4
86;-0.0121362460881463;-0.0137102683619789;3;2;5;0;0
87;0.00778649411629593;-0.0175384364634616;0;0;0;5;5
88;-0.034830433364701006;0.0414370554979943;6;4;0;0;0
89;-0.0115024981616862;-0.0144739600974745;2;5;2;1;0
90;0.0219627917608484;0.00512142818436775;0;0;0;5;5
91;-0.0112048392362884;-0.0148180927647091;1;5;4;0;0
92;0.0138930396425736;-0.0103651981243098;0;0;2;4;4
93;-0.0323609865007954;0.0328136318967009;8;2;0;0;0
94;-0.0184664626530604;-0.0037672272427175;2;5;2;1;0
95;0.0214139869671583;0.00385147732892909;0;0;0;5;5
96;-0.0321907802742344;0.0322428563643458;6;4;0;0;0
97;0.00726666425656408;-0.0179681906376045;0;0;2;5;3
98;-0.00859205967551153;-0.0174394945611091;0;6;3;1;0
99;-0.026003720150917006;0.0135603666645488;2;7;1;0;0
100;-0.0044978894529432295;-0.0201052479175126;0;3;5;2;0
101;-0.008617616067936741;-0.0174173258820689;0;2;8;0;0
102;-0.0028593005335580198;-0.0206788770619803;0;6;2;2;0
103;0.0130009275399707;-0.0116574196238788;0;0;0;7;3
104;-0.0027660687096933;-0.0207030366876171;0;4;4;1;1
105;0.00237244844850547;-0.020622922943869998;0;0;5;4;1
106;-0.034164574664233;0.0390487832480693;8;1;1;0;0
107;0.00409437255396805;-0.0199757526975251;0;2;5;2;1
108;0.0242596004017396;0.0107795174221822;0;0;0;7;3
109;-0.0174897250405253;-0.0055759937519243895;2;5;2;1;0
110;0.0321735367510635;0.0345184471860499;0;0;0;4;6
111;-0.00018489018217346203;-0.0210094181302745;0;4;3;3;0
112;-0.0136529528870959;-0.0117113044247892;1;4;5;0;0
114;0.0305585402511762;0.0291398603837775;0;0;0;4;6
115;-0.0336989281789515;0.0374062904436645;8;2;0;0;0
116;0.00915715498390436;-0.0162692142237526;0;0;1;6;3
117;0.00772247743686112;-0.0175928926463033;0;1;1;3;5
118;0.0123401692244092;-0.0125606455614354;0;1;1;4;4
119;-0.00422097510723783;-0.0202219890085503;0;0;8;2;0
120;0.0224937697246461;0.00638023407505322;0;0;0;6;4
121;0.0341876646492137;0.0416101340382388;0;0;0;5;5
122;0.0342395316747593;0.0417983833060892;0;0;0;4;6
123;-0.0354985347697149;0.043880170909335;6;4;0;0;0
124;-0.0041180798919722705;-0.0202633152315822;0;3;7;0;0
125;0.0244208159439705;0.0111974737034636;0;0;0;4;6
126;0.0129932239329532;-0.0116682142747284;0;0;0;6;4
127;-0.0032626622939121897;-0.0205638335571266;1;3;5;0;1
128;0.0025465101540645897;-0.0205716511353878;0;0;1;5;4
129;-0.000617059267442583;-0.0210068894847449;0;3;5;1;1
130;0.030371412206177995;0.0285343571314589;0;0;0;5;5
131;-0.0135203816866385;-0.0118956640407265;2;5;3;0;0
132;0.00552817382061231;-0.0191992740581392;0;0;0;6;4
133;-0.0184416652954468;-0.0038143876617442;4;3;3;0;0
134;0.0206812432757312;0.00220519684312809;0;0;0;5;5
135;-0.0019976380856302103;-0.0208673947582996;0;3;3;3;1
136;-0.020290356221471;-0.00012142897307549;3;6;0;0;1
137;0.00534130312715513;-0.019312710249278;0;0;2;5;3
138;0.010632205788213;-0.014682907938195;0;1;0;5;4
139;-0.0195263431823667;-0.00169114359390101;4;5;1;0;0
140;-0.0117456612708059;-0.0141859260740651;0;7;3;0;0
141;0.00895787972412884;-0.0164659993109347;0;0;1;7;2
142;-0.0162448758877105;-0.007736039188114609;0;7;3;0;0
143;-0.0193036541133725;-0.00213713462580487;0;5;4;1;0
144;-0.0354295492323818;0.0436257340616987;6;4;0;0;0
145;-0.0171255427855928;-0.00622475946813527;4;4;2;0;0
146;0.0332230968931434;0.0381607575597629;0;0;0;5;5
147;0.0112225474301316;-0.0139840135474699;0;0;1;5;4
148;-0.00834438969311485;-0.0176507803813026;2;4;3;1;0
149;-0.0245785242898464;0.00982652781927801;5;3;2;0;0
150;-0.0009447796586461711;-0.0209918950251442;0;2;3;5;0
151;-0.0267162925212414;0.0155072103094163;2;7;1;0;0
152;0.0306900575197787;0.0295676205814079;0;0;0;4;6
153;0.028181449973667002;0.021721503685415002;0;0;0;5;5
154;-0.0044562449810035;-0.0201233188141432;0;3;4;2;1
155;-0.0345247913605227;0.0403350110551165;5;5;0;0;0
156;-0.0145923215385853;-0.0103520990701458;3;3;4;0;0
157;0.024613019915470002;0.0116993354654343;0;0;0;6;4
158;-0.0304463314410844;0.0265683490221355;5;5;0;0;0
159;-0.0108435730826525;-0.0152232635428023;1;7;2;0;0
160;0.007559527803797041;-0.0177295646748248;0;0;1;7;2
161;-0.0125076894951919;-0.0132430578973363;4;4;1;1;0
162;-0.0126603166047039;-0.0130468796040509;2;4;3;1;0
163;-0.0140086187219865;-0.0112075805950536;1;7;2;0;0
164;-0.0136213087740757;-0.0117554778932696;1;7;1;1;0
165;-0.015349152923804;-0.00918960258428561;4;1;5;0;0
166;0.0313298005142233;0.0316742955405019;0;0;0;6;4
167;-0.0324353541488738;0.0330639740723641;5;5;0;0;0
168;0.006146728417921771;-0.018797631525108;0;0;1;5;4
169;0.0165299276043614;-0.00605702669609285;0;1;0;4;5
170;0.018898399035948997;-0.00156487282557931;0;0;0;5;5
171;0.0214332767763874;0.00389557816674874;0;0;0;7;3
172;-0.0168725599127653;-0.00666723240887875;2;8;0;0;0
173;-0.0360657058239281;0.0459909938462649;8;0;2;0;0
174;0.0322839200399591;0.0348960687938746;0;0;0;4;6
175;0.000887634837957978;-0.0209309496834047;0;1;3;4;2
176;0.0107963728072743;-0.0144922275743919;0;1;1;7;1
177;-0.0253170990231859;0.0117348737182289;6;2;1;1;0
178;-0.0073468266905859295;-0.0184365661551498;0;2;6;1;1
179;0.0348863101445882;0.0441695677675159;0;0;0;4;6
180;-0.0252056235504318;0.0114431700380697;0;10;0;0;0
181;0.0067445292846637205;-0.0183712819336136;0;0;1;5;4
182;-0.00670791893217397;-0.0188849338889109;1;6;1;2;0
183;0.00130825028736512;-0.020867197398323996;0;3;3;3;1
184;0.0290038012041289;0.0242207365067757;0;0;0;5;5
185;-0.0179136258223112;-0.00480330118574142;3;6;1;0;0
186;-0.0186010695868003;-0.0035101006797484896;2;5;2;1;0
187;0.00874978979979736;-0.0166670376067939;0;1;2;4;3
188;-0.00936185801897417;-0.01674165486128;1;3;5;1;0
189;0.0116204652440476;-0.0134922762653335;0;0;0;5;5
190;-0.0340666434791062;0.038701455829543;6;3;1;0;0
191;0.0212890446359644;0.0035667773783865397;0;0;1;5;4
192;-0.027521473867172002;0.0177712464352573;2;7;1;0;0
193;0.0068325056802104;-0.0183053693394701;0;1;0;5;4
194;-0.0360473756959046;0.0459222468963765;8;2;0;0;0
195;0.00674410575390363;-0.0183715972800993;0;0;1;5;4
196;0.004838690369797279;-0.0195996140473635;0;1;1;5;3
197;-0.00132330416087987;-0.0209605381925927;0;3;4;2;1
198;0.0289797420563575;0.0241466090701807;0;0;0;6;4
199;0.0181117309196515;-0.00312224705152786;0;0;1;6;3
200;0.00311131247734149;-0.0203833687479633;0;0;5;4;1
201;0.004763543147902579;-0.0196402300560624;0;2;2;4;2
202;0.0016414005118006;-0.0208035156505998;2;4;3;1;0
204;0.0175838154879737;-0.00413092392571234;0;0;1;4;5
205;0.0331273933237116;0.0378238418521136;0;0;0;4;6
206;-0.0253900557879943;0.011926490057134;0;6;4;0;0
207;0.00974032706656828;-0.015669368574540998;0;0;1;6;3
208;0.0318393347479202;0.0333829431862322;0;0;0;4;6
209;-0.0201661686019732;-0.000380752998822102;3;6;1;0;0
210;-0.0322614587066411;0.0324795025106563;4;5;1;0;0
211;0.0260737979451139;0.0156403533735907;0;0;0;5;5
212;0.0267897476780334;0.0176537417582615;0;0;1;4;5
213;-0.0238454892338831;0.0079891415547942;1;8;1;0;0
214;0.0210768552036915;0.00308702818161412;0;0;0;5;5
215;0.0256855456084599;0.0145710251671419;0;0;0;5;5
216;0.0291259022727087;0.0245978731337449;0;0;0;6;4
217;-0.0022000152902101103;-0.0208301242052211;0;2;6;2;0
218;0.0256409215005631;0.0144491353788284;0;0;1;3;6
219;0.0287796448495039;0.0235324548676595;0;0;0;4;6
220;0.0342234101541791;0.0417398406395285;0;0;0;5;5
221;0.0275977302851422;0.0199906019889259;0;0;0;6;4
222;-0.0217544932110309;0.0030580443793977;2;5;2;1;0
223;0.0211237921448077;0.00319274284712833;0;0;1;5;4
224;0.0124858546213639;-0.012365440760661999;0;0;1;6;3
227;-0.0321764867250645;0.0321950623554766;8;2;0;0;0
228;0.0260542456369765;0.0155861236737415;0;0;0;5;5
229;0.0337724532625593;0.0401133249730646;0;0;0;4;6
230;0.0253349535973879;0.0136190235291911;0;0;0;4;6
231;0.0134305783010456;-0.0110455057093619;0;0;0;6;4
232;0.0219266013618667;0.00503670833450669;0;0;0;5;5
233;0.00269640525635567;-0.0205249479451106;0;2;3;4;1
234;0.00650479272409283;-0.0185467688775703;0;1;2;5;2
235;0.00511069698679583;-0.0194476397829814;0;0;1;6;3
236;0.018689852728543;-0.00198406493088329;0;0;0;5;5
237;0.0182107666692326;-0.00292976107947438;0;0;0;5;5
238;0.0075096555680964905;-0.0177708370581593;0;1;2;5;2
239;0.0100685568620934;-0.0153160456003802;0;1;2;4;3
240;0.0186629518471567;-0.00203780491931505;0;0;1;5;4
241;0.0125291682028306;-0.0123069747451905;0;0;1;6;3
242;-0.0135294609191424;-0.011883096918213999;2;3;5;0;0
243;0.0324849592654835;0.0355871123032915;0;0;0;3;7
244;-0.00123990345520957;-0.020968739564752;0;2;6;2;0
245;-0.0273284675624187;0.0172223403852795;3;6;1;0;0
246;5.2809635827231796e-05;-0.0210024476752149;0;0;8;2;0
247;0.0289877770461684;0.0241713585142884;0;0;0;5;5
248;-0.0297283549911858;0.0243256856599791;7;1;2;0;0
249;-0.00481507203952923;-0.019961635530952;0;4;4;1;1
250;-0.00228948403536531;-0.0208122761753836;0;1;1;6;2
251;-0.0112250418789525;-0.0147950302102876;1;4;5;0;0
252;0.0341554100685307;0.0414932098236388;0;0;0;4;6
253;-0.0140015997989205;-0.0112176498851509;0;3;6;1;0
254;-0.0213608553825179;0.00218110531102925;4;5;1;0;0
255;0.00613079356510095;-0.0188084826600516;0;0;3;3;4
256;0.0293576632064066;0.0253180254534709;0;0;0;5;5
257;-0.0169691288286461;-0.00649912429270797;0;5;5;0;0
258;-0.026395936599567998;0.0146253568222677;1;5;4;0;0
259;-0.0307630153386199;0.0275747452280296;9;1;0;0;0
260;0.0208423323542139;0.00256228560126501;0;0;1;5;4
261;0.0249993992664824;0.0127199455460992;0;0;0;4;6
262;-0.00207326370989273;-0.0208539706122795;0;0;2;5;3
263;0.0136277789194979;-0.0107581589495554;0;0;1;4;5
264;-0.00613139228566427;-0.0192527280486604;0;4;3;2;1
265;0.0090584701300122;-0.0163671871636241;0;0;1;6;3
266;-0.0054652918439717;-0.0196342013142513;0;4;5;1;0
267;-0.0130511715578962;-0.0125333420693194;0;8;2;0;0
268;-0.00106100699244401;-0.020983867658878996;1;1;5;3;0
269;0.00379888869401916;-0.0201089407244336;0;0;1;6;3
270;0.022084865780518;0.00540821165909968;0;0;0;5;5
271;-0.0265796134357547;0.0151296513505351;4;4;2;0;0
272;0.0142258911346726;-0.00986165334136119;0;0;1;5;4
273;-0.0225424925105134;0.00486242941412546;5;3;2;0;0
274;0.0295698488874936;0.0259822979735058;0;0;0;3;7
275;-0.0049030393683081;-0.0199199346128827;1;0;5;3;1
276;-0.007663424714559959;-0.0181985011979078;1;2;7;0;0
277;-0.006076680313604661;-0.0192858179094016;0;4;5;1;0
278;-0.0141106482039095;-0.0110606256794746;1;6;3;0;0
279;-0.0182717017857551;-0.004135891536568979;4;5;1;0;0
280;0.033428171587304996;0.0388859433606702;0;0;0;5;5
281;-0.0216261525072364;0.00277034140914496;3;4;3;0;0
282;0.0256580703582674;0.0144959523721069;0;0;0;4;6
283;-0.034246942414411;0.0393416924802046;7;3;0;0;0
284;-0.00669496760106788;-0.0188935794502331;1;3;5;1;0
285;0.0312033047042295;0.0312543353636017;0;0;0;4;6
286;-0.0118620377941466;-0.014045877403324;1;1;6;2;0
287;-0.00484890867867545;-0.0199456914495889;0;3;5;2;0
288;0.0044213953928021205;-0.0198176586921366;0;0;7;3;0
289;-0.0268783024569963;0.0159572836402154;4;3;2;1;0
290;-0.008359393023856809;-0.0176381644322103;1;3;6;0;0
291;-0.0009330171170526141;-0.020992628362778;0;2;5;3;0
292;-0.0152432243784759;-0.00935592992648359;1;8;1;0;0
293;-0.0306317537898766;0.0271563284170412;4;6;0;0;0
294;0.0106293545841152;-0.0146861946121731;0;1;0;4;5
295;0.0289585249786303;0.0240812886372805;0;0;0;4;6
296;0.0255289202057409;0.0141441274233107;0;0;0;4;6
297;0.0170484038578999;-0.005124028032355;0;0;1;6;3
298;-0.0150922031466168;-0.00959102340536264;0;6;2;2;0
299;0.0322024981269238;0.0346174003253144;0;0;0;4;6
300;0.0265400719550202;0.0169454923714851;0;0;0;6;4
301;-0.00879641715301504;-0.0172603076478447;0;2;4;4;0
302;0.0036728591581193896;-0.0201629584099115;0;2;6;2;0
303;0.0112184445074334;-0.0139889972256029;0;0;0;6;4
304;-0.00249146956903338;-0.0207688909698765;0;3;7;0;0
305;0.022591516411982003;0.00661519229137557;0;0;0;5;5
306;-0.0250876977704779;0.011136008054677002;5;3;2;0;0
307;0.0330449348385697;0.0375343257001661;0;0;0;4;6
308;-0.0312773013492531;0.0292315462303002;2;5;3;0;0
309;0.00977471356565119;-0.0156328838130934;0;0;1;6;3
310;0.0276510127525739;0.020147116153726004;0;0;1;3;6
311;0.0291200496825039;0.0245797603655854;0;0;0;5;5
312;-0.0121486746586904;-0.0136948697140341;1;7;1;1;0
313;0.0100657590324933;-0.015319105135826001;0;1;0;5;4
314;-0.0135698745310941;-0.0118270529272195;3;1;5;1;0
315;-0.0174305564913589;-0.00568234614765004;1;7;2;0;0
316;-0.0251243885742992;0.0112314202966683;4;4;2;0;0
317;-0.00377889081328776;-0.0203916710443152;0;3;7;0;0
318;0.0047984588838102605;-0.0196214323587249;0;1;4;3;2
319;-0.00668012000341739;-0.0189034691757946;1;2;6;1;0
320;0.0218312793872913;0.004814222810683721;0;0;0;4;6
321;0.00287700270531794;-0.0204655445545526;0;0;6;3;1
322;-0.0336414407498357;0.0372050920222952;6;4;0;0;0
323;-0.015092561342819999;-0.00959046863822383;2;6;2;0;0
324;-0.0187797293884226;-0.00316588523827605;3;4;3;0;0
325;0.0131546704338519;-0.0114406845667404;0;0;0;6;4
326;-0.0212229859263012;0.00187781024195127;6;3;1;0;0
327;-0.00884946025104813;-0.0172130808768161;0;5;5;0;0
328;-0.0251502844742838;0.0112988461436114;4;5;1;0;0
329;-0.0242469573350194;0.00898844995261342;3;7;0;0;0
330;0.0350353425750427;0.044722170376138;0;0;0;3;7
331;0.0198035584024535;0.00030749400724332796;0;0;0;4;6
332;0.00730524439648756;-0.0179372705923017;0;0;1;4;5
333;0.00784716302208658;-0.0174864308613819;0;0;0;6;4
334;0.0165215116757311;-0.00607193832008745;0;0;0;6;4
335;-0.0267693038435336;0.0156541755276946;3;5;2;0;0
336;0.0037937827243874;-0.0201111616229497;1;1;0;5;3
337;0.00995182945988522;-0.0154429932211734;0;0;1;6;3
338;-0.0116943324142812;-0.0142472437091427;1;2;7;0;0
339;-0.0191403844183586;-0.00246081435607773;5;2;3;0;0
340;-0.0250820385934386;0.011121304288256001;4;5;0;1;0
341;0.0242704899431192;0.0108076629351675;0;0;0;5;5
342;-0.00333895408169689;-0.0205401526665622;0;4;5;1;0
343;0.012786544353604998;-0.0119554965687287;0;0;0;7;3
344;0.00557245031300523;-0.0191718594607425;0;1;2;3;4
345;0.0321526579192861;0.0344471645437022;0;0;0;4;6
346;0.0047932017060602;-0.0196242708700376;0;1;3;4;2
347;-0.0345160197084441;0.040303528187812;3;7;0;0;0
348;0.0298686724131422;0.02692581912783;0;0;0;6;4
349;-0.0241870240485659;0.008838193028125921;2;6;2;0;0
350;-0.00786483693917388;-0.0180415711753489;1;4;4;1;0
351;0.0182518642922772;-0.00284958128210442;0;0;0;4;6
352;0.0302762313300224;0.0282277847387248;0;0;0;6;4
353;0.00865145066058395;-0.0167604619142008;0;0;0;8;2
354;-0.0286530140247401;0.0210680266061676;3;4;3;0;0
355;0.00347983048082215;-0.0202424586537306;0;0;1;5;4
356;0.00697543518346868;-0.018196552409687;0;1;1;6;2
357;-0.0318813972611042;0.0312131519651626;4;6;0;0;0
358;-0.0072698125219544;-0.0184928849219915;0;4;5;1;0
359;0.00898795969354239;-0.0164365624754896;0;0;0;5;5
360;-0.006274534815912221;-0.0191646680968422;0;3;5;1;1
361;-0.0006884461861689139;-0.0210045841568111;0;2;4;3;1
362;-0.00174116302691069;-0.0209084484321858;1;2;6;1;0
363;0.0048833097508634;-0.0195752172884905;0;1;2;5;2
364;-0.0222558867824951;0.00419860481310574;2;5;2;1;0
365;-0.0143531910216329;-0.0107068983019938;3;4;2;1;0
366;0.00484516242714681;-0.0195960882532674;0;0;0;8;2
367;0.0149606070247216;-0.00870897191616523;0;0;0;4;6
368;0.0183076117430484;-0.0027405367630974602;0;0;0;4;6
369;0.0011937380529702698;-0.0208863945638711;0;1;3;5;1
370;-0.0161316038660363;-0.007924509086676359;2;4;4;0;0
371;0.0171828434180969;-0.00487749455689801;0;0;0;7;3
372;-0.0266982002991493;0.0154571201352057;3;5;2;0;0
373;0.00954418014447038;-0.0158751098946751;0;1;2;6;1
374;0.0154340656827337;-0.00793613433015722;0;0;1;6;3
375;0.0165247838873698;-0.0060661413898328;0;0;0;5;5
376;-0.0288344743978608;0.0216092286926156;5;5;0;0;0
377;0.0133594138461488;-0.0111481986443944;0;0;1;5;4
378;-0.00929527551153755;-0.0168044720942017;1;4;5;0;0
379;-0.0103659946973021;-0.0157378452096342;2;3;5;0;0
380;0.014678110796593;-0.00915888307020493;0;0;1;4;5
381;-0.0261714593755631;0.0140138538085692;3;5;2;0;0
382;0.0251631890642674;0.0131573235452371;0;0;0;5;5
383;-0.0295594685933231;0.0238060190500853;5;2;3;0;0
384;-0.0185484949832941;-0.0036107553143919103;3;3;3;1;0
385;-0.0206979905321421;0.000741161881683366;3;5;2;0;0
386;-0.0250640901275573;0.0110746925405243;4;5;1;0;0
387;0.0311474628009515;0.0310694775289474;0;0;0;5;5
388;0.0103010014872765;-0.0150589870047064;0;0;1;4;5
389;0.018884463010124;-0.0015930275903669;0;0;0;4;6
390;-0.0312317401345522;0.0290836468282847;4;5;1;0;0
391;0.0204090906652675;0.00160810325413341;0;0;0;7;3
392;-0.0322100709581794;0.0323073935465806;5;5;0;0;0
393;-0.033157150819987005;0.035523918895263996;5;4;1;0;0
394;0.0141962036604225;-0.009907037791410809;0;0;1;5;4
395;-0.0210809406263503;0.0015674167322269699;3;6;1;0;0
396;0.00819754604331973;-0.0171785183195235;0;0;0;6;4
397;-0.00254317771587411;-0.0207570955449852;0;4;2;3;1
399;0.011819408515456998;-0.0132401916791956;0;0;3;5;2
400;-0.0271432672400981;0.0166993124913958;6;4;0;0;0
401;-0.0048657037978638105;-0.0199377328080418;1;4;4;1;0
402;0.0194180000396959;-0.000500572424413206;0;0;0;5;5
403;0.00917758700401883;-0.0162488017986893;0;0;1;6;3
404;-0.0058882554012032;-0.019397371801842;1;1;6;2;0
405;-0.0127462508243483;-0.012935348084797;2;4;4;0;0
406;0.0157273071241014;-0.007445663483867671;0;0;1;5;4
407;0.0255072477205838;0.0140852598724336;0;0;0;6;4
408;-0.0150535239451059;-0.00965084969294975;3;4;3;0;0
409;0.0110440814958541;-0.014199155899933001;0;1;0;4;5
410;0.00815111734584422;-0.0172200603710077;0;0;2;5;3
411;-0.0269022231136743;0.016023970209171002;5;5;0;0;0
412;-0.0170967072174439;-0.0062755329510268704;3;6;1;0;0
413;-0.0314896036871763;0.0299235902262615;4;4;2;0;0
414;0.0210727519109212;0.00307779745590059;0;0;0;5;5
415;0.0208686493122038;0.00262088180977871;0;0;0;6;4
416;-0.0204250609047242;0.00016168767733855302;1;6;3;0;0
417;-0.0034208073979363303;-0.0205140657406906;0;4;6;0;0
418;0.0165165316820252;-0.00608075853648453;0;0;0;6;4
419;-0.0175709422700159;-0.00542941127776195;0;6;4;0;0
420;0.0349625452272258;0.044451951098531;0;0;0;5;5
421;0.0336757447790117;0.039767297082943;0;0;0;4;6
422;0.0306475941454455;0.0294293097926082;0;0;1;4;5
423;-0.00155833088041815;-0.020933496489958;1;3;3;3;0
424;0.00890058473253367;-0.0165218064102878;0;0;5;3;2
425;0.0297356091681116;0.0265045200024912;0;0;0;5;5
426;-0.00942710872083175;-0.0166796424066933;0;6;3;1;0
427;0.00922273296411879;-0.0162035436713394;0;1;0;5;4
428;-0.026496626588503998;0.0149013677639026;5;5;0;0;0
429;0.019945053304180997;0.000607959918534209;0;0;0;6;4
430;0.0036530513319804102;-0.0201712965779564;0;1;2;5;2
431;0.0338625473287279;0.0404365698944866;0;0;0;6;4
432;0.00221588573937378;-0.0206663220637684;0;1;1;5;3
433;0.0119328521160395;-0.0130945843491359;0;1;1;5;3
434;-0.0193186579487583;-0.00210724928993368;1;9;0;0;0
435;-0.0122042821380796;-0.0136257749507281;0;5;4;1;0
436;-0.0211847536878465;0.0017940577811880899;2;6;2;0;0
437;0.0046258362879337;-0.0197131194803091;0;0;1;7;2
438;-0.0105160626401111;-0.0155787307099271;1;3;4;2;0
439;0.0141515021738023;-0.00997520015759747;0;0;0;6;4
440;-0.0354628971576042;0.0437486675945726;7;3;0;0;0
441;0.0167203361203358;-0.0057176665504817;0;0;0;5;5
442;-0.0154821970260113;-0.00897902928130071;2;2;5;1;0
443;0.0263784087432318;0.0164903979672787;0;0;0;6;4
444;-0.0153199152386156;-0.0092356288835712;5;3;1;1;0
445;0.0172490687049751;-0.00475535368072293;0;0;0;5;5
446;-0.0151081168212175;-0.00956636362449285;2;3;5;0;0
447;-0.0160499136843314;-0.00805959459411637;0;7;2;1;0
448;-0.00569207880604704;-0.0195095529857147;0;3;5;2;0
449;-0.00939987802104792;-0.0167055760728967;1;6;3;0;0
450;-0.0294964252372993;0.0236128012630383;4;4;2;0;0
451;0.0023412602307375;-0.0206317736352131;0;0;3;4;3
452;-0.0320070610143216;0.0316301801885196;6;2;2;0;0
453;0.020963396699294;0.00283244460522037;0;0;0;5;5
