site;enviro;enviro2;sp_01;sp_02;sp_03;sp_04;sp_05
163;-0.0220855644617616;0.0032869800810344197;4;4;2;0;0
164;0.0125073295425087;-0.0125900114204118;0;0;1;8;1
165;0.0209384977629523;0.0036151788134629204;0;0;2;7;1
166;-0.0262639346207054;0.0141701057823223;4;6;0;0;0
167;0.013702600937088001;-0.0107712736202981;0;1;1;6;2
168;-0.0348054778182309;0.0424304479468134;4;3;3;0;0
169;-0.0292124336455435;0.023012793424997003;7;2;1;0;0
170;-0.0109264659037507;-0.0163065302525452;1;6;3;0;0
171;0.0153745552070811;-0.00796190915040487;0;0;2;5;3
172;-0.0328926227497123;0.0353999050415964;7;3;0;0;0
173;0.0253118589491143;0.0151201006029569;0;0;2;5;3
174;0.0291276845174815;0.0268876688640327;0;0;1;3;6
175;-0.0336839941917123;0.0382594099686793;7;2;1;0;0
176;0.0257441448359855;0.0163722748001086;0;0;2;7;1
177;-0.00704027865834728;-0.019894262813202;0;2;5;3;0
178;-0.0242359311652062;0.00864655627121064;5;5;0;0;0
179;-0.0229687191478459;0.00542622039741436;4;5;1;0;0
180;-0.0300558078839918;0.0257190935139186;6;4;0;0;0
181;0.0173053780641173;-0.00433259617759305;0;2;2;4;2
182;-0.00293367235430953;-0.0218689919882367;0;6;3;1;0
183;-0.020990600193012004;0.000754547894634806;3;5;2;0;0
184;-0.00044193514908617197;-0.0221572933505441;0;3;6;1;0
185;0.009081410319293791;-0.0169267669188436;0;2;1;6;1
186;0.0159181869236785;-0.00698179436528497;0;0;4;5;1
187;0.0101707510410918;-0.0156886701439765;0;0;7;2;1
188;0.0312133834787063;0.0340009151727371;0;0;3;4;3
189;-0.0135521922552518;-0.0129361965686739;1;4;4;1;0
190;0.00662369096445515;-0.0192376516371609;0;2;3;3;2
191;-0.000931283550790085;-0.0221549017217921;0;1;6;3;0
192;-0.0245894279077389;0.00957659526683845;2;8;0;0;0
193;-0.0270227461683404;0.0163538638551302;3;6;1;0;0
194;-0.0200671291601134;-0.0012780998597228099;2;7;1;0;0
195;0.0262739942377547;0.0179352673007131;0;0;4;3;3
196;-0.0141302844675698;-0.0120916696305048;0;6;2;2;0
197;0.011412185796798;-0.0141175784786534;0;0;4;5;1
198;0.0196029845704996;0.000523808915377871;0;0;2;4;4
199;-0.0340712768352486;0.0396840610885546;8;2;0;0;0
200;-0.00946278284345034;-0.0178540335166472;1;2;6;1;0
201;0.0015931494223719199;-0.0218829252519091;0;1;7;2;0
202;0.0155083977401933;-0.007723639499097721;0;0;4;4;2
203;-0.0013286934358436;-0.0221334566588194;0;3;5;2;0
204;-0.0280933927762579;0.0195434394403509;5;3;2;0;0
205;-0.0056260944409398895;-0.0207850145122966;1;4;4;1;0
206;-0.00896688685451532;-0.018324549656336998;1;7;2;0;0
207;0.0047390909555638395;-0.0205567669313291;0;3;4;3;0
208;0.014013975581718999;-0.0102715200908971;0;0;4;6;0
209;-0.0170684777898367;-0.00722753938048756;2;5;2;1;0
210;0.0147985819033156;-0.00896464486528111;0;1;1;7;1
211;-0.0140510119125982;-0.0122096661728653;1;6;2;1;0
212;0.0115446249587524;-0.0139399010655398;0;1;3;3;3
213;0.03105703596982;0.0334510004604075;0;0;2;1;7
214;0.005172589368144779;-0.0202881548325301;1;1;4;4;0
215;0.019933011209171004;0.00126937134793712;0;0;0;7;3
216;0.0168648917732944;-0.0051968960841259;0;0;0;8;2
217;-0.0217067215731685;0.00239577859259697;3;5;2;0;0
218;-0.0122052109526131;-0.0147604798623033;2;2;6;0;0
219;-0.00433844707678972;-0.0214035303968052;0;5;3;2;0
220;-0.0256396141904466;0.0124211836662901;7;2;1;0;0
221;0.00476848397652809;-0.0205392112398348;0;1;8;1;0
222;-0.034645420070653;0.041826642695877;6;4;0;0;0
223;-0.016126386256025;-0.0088912269057657;1;7;2;0;0
224;0.00808587475517105;-0.0179433834051398;0;4;3;2;1
225;0.0245613149843187;0.0129951795506648;0;0;2;4;4
226;0.0307581007879101;0.0324070999498124;0;0;0;3;7
227;0.0171015837806384;-0.00473514049473158;0;0;3;6;1
228;-0.0259711605458532;0.0133445796147935;3;6;0;1;0
229;0.008443811883504841;-0.0175904968831646;0;2;2;5;1
230;0.0220589487761112;0.006361023602244871;0;0;0;4;6
231;-0.009943604138306241;-0.0173718306284719;1;3;4;2;0
232;-0.0216706617813055;0.0023117784296429198;6;4;0;0;0
233;-0.0271376416266474;0.0166900730800629;6;2;2;0;0
234;-0.0187754356305819;-0.00396289048170708;3;4;2;1;0
235;0.0302117828994588;0.030524878937330004;0;0;0;6;4
236;0.0248156024259564;0.0137081280433819;0;0;0;2;8
237;-0.0021084521056791102;-0.0220405807140821;1;4;4;1;0
238;-0.0150238855674529;-0.0107134398787284;4;5;1;0;0
239;0.0222411258900675;0.00682061090174125;0;0;1;4;5
240;-0.000421404758521898;-0.022156814372827998;0;3;4;3;0
241;-0.00864404448671048;-0.0186162409161237;0;5;5;0;0
242;0.00508105019982737;-0.0203466083241052;0;1;4;4;1
243;0.025316071803925;0.0151322038996498;0;0;1;5;4
244;0.0223790609655368;0.007171030197936971;0;0;1;6;3
245;-0.0285118871567583;0.0208246696309439;6;3;1;0;0
246;-0.0101762690728766;-0.0171293102544908;2;2;4;2;0
247;-0.0251936439996161;0.0111982934432988;2;7;1;0;0
248;0.0339306837812566;0.0439905037721413;0;1;0;3;6
249;-0.004883301155659979;-0.0211642096331278;0;1;6;3;0
250;-0.0335405526727679;0.0377359615659711;8;2;0;0;0
251;-0.0320370144714547;0.0323862755268554;4;6;0;0;0
252;-0.0341234628820283;0.0398773009759798;4;6;0;0;0
253;-0.0218966209051098;0.00284051786018999;3;5;2;0;0
254;0.00609694899744515;-0.0196459243835566;0;1;3;4;2
255;-0.00254179287524356;-0.0219598737906285;0;4;5;0;1
256;0.0299961334128509;0.0297909985513594;0;0;0;3;7
257;0.0216030368516667;0.00522697141599336;0;0;0;3;7
258;-0.0208059956733113;0.000340667251735942;0;3;7;0;0
259;0.00956551480087665;-0.0163927700286103;0;2;5;3;0
260;0.0161800210732162;-0.00649806153882534;0;0;2;6;2
261;-0.0044908990325875295;-0.0213398783400125;2;5;2;1;0
262;0.0283719328827184;0.0244290312429975;0;0;0;4;6
263;-0.0315742665065999;0.0307901435010741;7;3;0;0;0
264;0.0267550219069278;0.0193811519586971;0;0;1;3;6
265;-0.0053949735081275105;-0.0209095460919123;1;2;3;4;0
266;0.0158084970390224;-0.0071821887038337594;0;0;3;7;0
267;0.0160474682747707;-0.00674389828422763;0;0;5;5;0
268;-0.00934620444596423;-0.0179670926797083;1;3;5;1;0
269;-0.0328363407742178;0.0351991785770205;8;2;0;0;0
270;-0.0317649578269937;0.0314450139015429;5;3;2;0;0
271;0.0158929330478044;-0.00702804911296261;0;0;3;5;2
272;-0.0230080151689416;0.00552341208566513;3;4;3;0;0
273;0.0334420380649135;0.0421338312240544;0;0;1;2;7
274;0.0139164933716583;-0.0104291320826008;0;1;1;5;3
275;-0.00782129324764842;-0.0193074430881164;2;4;4;0;0
276;-0.0025224291978062103;-0.0219639237762379;0;3;4;3;0
277;-0.0272697194481033;0.0170783668842621;4;6;0;0;0
278;0.0320027587273088;0.0368186667597958;0;0;1;3;6
279;-0.00932194507886216;-0.0179904306298005;1;6;3;0;0
280;0.0324590979617261;0.0384790739633702;0;0;0;5;5
281;-0.0183711108513589;-0.004765331160182;3;5;2;0;0
282;0.0250483514228268;0.0143669623434677;0;0;0;6;4
283;-0.0121856090368445;-0.0147855452309894;2;3;4;1;0
284;-0.0134743748020843;-0.0130470543050983;2;5;2;1;0
285;-0.0165044498953208;-0.0082353860040096;4;4;2;0;0
286;-0.0286629430462557;0.0212918919806714;4;5;1;0;0
287;-0.0238257283461833;0.00758466232868295;3;5;2;0;0
288;0.0333861232351021;0.041923060701901;0;0;1;1;8
289;-0.000249739044182434;-0.0221509834656699;0;1;5;4;0
290;0.0111401170743276;-0.0144764892111921;0;0;4;5;1
291;-0.0168528872903559;-0.0076169296351781095;2;4;2;2;0
292;-0.0011617869248256199;-0.0221445924148662;0;3;5;2;0
293;0.0319561655890056;0.0366504327334265;0;0;0;4;6
294;-0.00400057827856661;-0.0215354299476705;0;2;5;3;0
295;-0.00250139356266414;-0.0219682764272953;0;2;3;5;0
296;0.0300456567020218;0.0299590767851256;0;0;0;5;5
297;0.00495219185319601;-0.0204273207408191;0;0;5;3;2
298;-0.0136515706805286;-0.0127936488138959;1;5;3;1;0
299;-0.00623894845419142;-0.0204261745953874;1;1;4;4;0
300;0.0090440179795267;-0.0169669337973312;1;0;4;4;1
301;-0.0031509598382914697;-0.0218112750080417;0;4;4;2;0
302;0.0207569297741294;0.00318330040683613;0;0;1;4;5
303;0.00649342960142726;-0.0193414741777028;0;2;3;4;1
304;0.0136445289973835;-0.0108632912387457;0;0;1;8;1
305;-0.0111690159230074;-0.0160271872243876;0;6;3;1;0
306;0.0258124747144912;0.0165720945549677;0;0;0;2;8
307;0.0129982002571554;-0.0118622327433992;0;1;3;4;2
308;0.0157793105858815;-0.00723528562060667;0;0;2;4;4
309;0.00620988670557791;-0.0195609737721633;0;3;4;3;0
310;-0.00851952996630755;-0.0187256583453745;1;4;3;2;0
311;-0.000731447081006075;-0.0221590801932856;0;2;4;4;0
312;0.00517381916427912;-0.0202873632169201;0;3;4;3;0
313;0.0162367085408643;-0.00639233343068513;0;0;2;4;4
314;-0.00362351277628326;-0.0216677125276598;0;3;6;1;0
315;0.00564471117441717;-0.0199719481480345;0;3;4;2;1
316;-0.021807401327356004;0.00263107083053678;5;3;1;1;0
317;-0.00370916113339436;-0.0216390465618124;0;3;3;4;0
318;0.0170273290015917;-0.0048806695120267;0;1;2;5;2
319;-0.0317783965877644;0.031491316988108;6;4;0;0;0
320;0.0219706444179813;0.00613957560920584;0;0;1;5;4
321;-0.00354082946565031;-0.0216946158533118;0;6;4;0;0
322;-0.0326936531875149;0.0346918625919138;7;2;1;0;0
323;-0.0207443950681933;0.000203398926152217;6;3;1;0;0
324;0.0153056351992964;-0.00808382881588934;0;1;2;3;4
325;-0.00491573669006753;-0.0211489264486643;0;5;5;0;0
326;0.00718524788209004;-0.0187685725309543;0;2;5;3;0
327;0.0298014362408587;0.0291328427709982;0;0;0;3;7
328;-0.0349819369058542;0.0430994122318156;7;3;0;0;0
329;0.00573921076119046;-0.01990569313052;0;2;2;5;1
330;-0.00107476220679122;-0.0221491756186587;0;5;4;1;0
331;-0.0242483839153503;0.00867908403906535;4;6;0;0;0
332;-0.0296886690057166;0.0245313069019589;6;3;1;0;0
333;-0.0048350837589199395;-0.0211867138004675;1;3;4;2;0
334;-0.0305005852222386;0.0271780451695872;9;1;0;0;0
335;-0.0316067793789685;0.0309015142988273;4;5;1;0;0
336;-0.0066620344616807395;-0.0201541923421144;2;1;7;0;0
337;-0.00436609212438029;-0.0213921789242401;0;5;4;1;0
338;0.0303141554616395;0.0308750664658636;0;0;1;2;7
339;0.0169983000302121;-0.0049373963232480205;0;0;2;7;1
340;0.0246010416049919;0.0131060897931283;0;1;2;4;3
341;0.0107975860838701;-0.0149167026629327;0;1;2;5;2
342;0.0190935066746137;-0.000603481306674625;0;0;1;6;3
343;-0.0244199398310708;0.00912895142301283;6;3;0;1;0
344;-0.0231267812502937;0.0058181976685267;4;5;1;0;0
345;-0.0339180064290312;0.0391182583196291;9;1;0;0;0
346;-0.028001416251773;0.0192644495574724;4;6;0;0;0
347;0.0169572779019386;-0.005017400466335279;0;0;3;5;2
348;-0.0318895727448415;0.0318751397985858;7;2;1;0;0
349;-0.0113935223799601;-0.0157628218563948;3;3;4;0;0
350;-0.0320205025587657;0.03232891409244;8;1;1;0;0
351;-0.0259588146111081;0.0133099766292224;2;6;2;0;0
352;0.033511461527344;0.0423960039844653;0;0;1;5;4
353;0.00335982302150593;-0.021273043481248997;0;1;4;5;0
354;0.0009183335763824581;-0.0220247031078061;0;4;5;0;1
355;-0.0062244478928822605;-0.0204351451727519;0;5;3;2;0
356;-0.0120288373463349;-0.0149844821634441;0;6;4;0;0
357;0.0325259218301829;0.0387241498168473;0;0;1;2;7
358;0.00426252007183873;-0.0208280659861417;2;0;6;1;1
359;0.0239677621137646;0.0113588788938406;0;0;1;5;4
360;0.0268183841598546;0.019573516702052;0;0;1;3;6
361;-0.0037040149822595;-0.0216407918729581;1;3;6;0;0
362;-0.0293659162635138;0.0234994432290766;7;3;0;0;0
363;0.0042633410862149;-0.0208276202209464;0;5;2;1;2
364;0.0294383760853759;0.0279167581612609;0;0;0;3;7
365;-0.00244949387274685;-0.0219788059200607;0;3;6;1;0
366;0.0333658403389136;0.0418466900114396;0;0;0;2;8
367;-0.0340713087315136;0.0396841791052789;8;2;0;0;0
368;-0.0147754446563624;-0.011105488693971;3;6;1;0;0
369;-0.00757164579341352;-0.0195023584353179;1;3;5;1;0
370;0.0155913241268114;-0.007575017164503079;0;0;2;7;1
371;0.0146171107643248;-0.00927296851301428;0;0;3;3;4
372;0.0328013338875442;0.0397394369987042;0;0;0;2;8
373;-0.00888298179437909;-0.0184014681977035;0;5;3;1;1
374;0.0159966999992321;-0.0068375397253928796;0;1;5;3;1
376;-0.0119197651494597;-0.0151212856708822;2;6;2;0;0
377;0.0250171988664959;0.0142784323518752;0;0;1;3;6
378;0.00672764290776957;-0.0191534511591432;0;0;5;5;0
379;0.008300166538074341;-0.0177338188761171;0;3;5;2;0
380;-0.0162379794188719;-0.008699287797542709;3;4;1;2;0
381;0.025852078829641002;0.0166881469939628;0;0;0;5;5
382;-0.021214184835006;0.00126087215354876;5;3;2;0;0
383;-0.021712575747209;0.00240942928812277;1;8;0;1;0
384;-0.000333937653159924;-0.0221542509792268;0;4;3;3;0
385;-0.0128486486624683;-0.0139140928334025;0;7;2;1;0
386;0.0043070690110918;-0.0208037705795971;0;3;5;2;0
387;0.0208806438724365;0.00347717119886182;0;1;2;6;1
388;-0.0045459225085343604;-0.0213162730423875;1;6;2;1;0
389;0.0230959291343325;0.0090261213764986;0;0;0;6;4
390;-0.00960104510558135;-0.0177179951191107;1;4;4;1;0
391;-0.0045479963785286705;-0.0213153767904786;0;5;4;1;0
392;0.0306895159005396;0.0321689921576329;0;0;1;1;8
393;0.026851024327024;0.0196727840901778;0;0;1;6;3
394;-0.00625119481389281;-0.0204185804222462;0;4;6;0;0
395;-0.0253229392509006;0.011550566665891002;4;6;0;0;0
396;0.0237591240002713;0.0107929698220734;0;0;2;5;3
397;-0.0241637902313008;0.0084584550218946;4;5;1;0;0
398;-0.0144952654458016;-0.0115394251353048;1;7;2;0;0
399;-0.005887168869176829;-0.0206372321336451;1;4;4;1;0
400;-0.0122301862763732;-0.0147284817938241;2;4;2;2;0
401;0.007635002456721541;-0.0183677123110116;0;2;5;3;0
402;0.0201493298561978;0.0017645968535651398;0;1;0;7;2
403;-0.0136849145973425;-0.0127455756068421;2;2;5;1;0
404;0.00947300674722755;-0.0164968168753986;0;0;4;6;0
405;0.0257697498610338;0.0164470920410991;0;0;2;2;6
406;0.0135431268685838;-0.0110230725731279;0;1;3;5;1
407;-0.0042034189637002;-0.0214577593669036;1;4;3;2;0
408;0.0211251469009664;0.00406294675467747;0;0;1;4;5
409;0.0207523713656976;0.00317250471085853;0;1;1;4;4
410;0.0208746113018442;0.00346280212664025;0;0;3;3;4
411;-0.0146694077487006;-0.0112707386314658;5;4;1;0;0
412;0.00921866206001818;-0.01677800444782;0;2;1;5;2
413;-0.00422599308567471;-0.0214488338063307;0;1;6;2;1
414;-0.019746214129765;-0.00196236415397295;3;4;2;1;0
415;-0.00988843375893468;-0.0174284591413527;0;5;4;1;0
416;-0.0228129285013049;0.00504258204618826;3;6;0;1;0
417;0.0190630465155661;-0.000669968433618506;0;0;1;4;5
418;-0.0121685320377984;-0.0148073472731261;1;7;2;0;0
419;0.0111925605487991;-0.0144079436487302;0;2;2;3;3
420;-0.008265259859596459;-0.0189437686450152;1;5;4;0;0
421;-0.0199194401648817;-0.0015944224384613198;4;4;2;0;0
422;0.0325580767484107;0.0388422537837707;0;0;1;3;6
423;-0.014142193916924999;-0.012073882416588001;1;4;4;1;0
424;0.0220251347522126;0.00627612346586345;0;0;2;6;2
425;-0.0140814481091332;-0.0121644444055829;0;4;6;0;0
426;-0.0162286175587105;-0.00871544306822212;2;6;1;1;0
427;-0.00888054140759655;-0.0184036937195168;2;3;5;0;0
428;0.0268323910547044;0.0196161009330123;0;0;0;7;3
429;0.017621672183545;-0.00369873298972079;0;0;1;6;3
430;-0.00838711837898062;-0.0188401326168737;0;4;4;2;0
431;-0.0145527441278776;-0.0114511116060049;1;4;5;0;0
432;0.0224244277101889;0.007286743056982241;0;0;2;6;2
433;-0.0066804433636104;-0.0201419083319326;0;5;2;3;0
434;-0.000842698189468177;-0.0221572993978602;0;2;4;4;0
435;-0.0192764663860395;-0.00294341928611028;6;2;2;0;0
436;-0.0331737057952848;0.036407619656153;3;7;0;0;0
437;0.0313706340485797;0.0345567352758108;0;0;0;8;2
438;0.00632913835838185;-0.0194697415207603;0;1;6;2;1
439;0.0029423713811874;-0.0214483243144997;0;2;6;2;0
440;-0.00436911470668934;-0.0213909326765357;0;2;8;0;0
441;0.0227020287575829;0.00799975670725299;0;0;1;5;4
442;-0.000536045998114123;-0.0221588918929904;0;4;2;3;1
443;-0.0061383131419182205;-0.0204879515660617;1;5;3;1;0
444;-0.0304487031897582;0.0270067344431002;6;4;0;0;0
445;0.0285362953037789;0.0249583614812547;0;0;0;5;5
446;0.0142783580944752;-0.00983876439523896;0;0;5;5;0
447;0.0148910594958704;-0.00880612127108822;0;0;1;8;1
448;-0.00447736992056665;-0.0213456310577836;0;2;7;1;0
449;-0.0114553010591198;-0.0156890961902721;0;4;5;1;0
