site;enviro;enviro2;sp_01;sp_02;sp_03;sp_04;sp_05;sp_06;sp_07;sp_08;sp_09;sp_10;sp_11;sp_12;sp_13;sp_14;sp_15;sp_16;sp_17;sp_18;sp_19;sp_20
92;-0.0108779502082106;0.0023231665485406398;3;6;4;5;5;7;1;1;4;1;2;0;1;0;0;0;0;0;0;0
93;0.00829807511982947;-0.0037911774045167298;0;0;0;0;0;0;0;0;1;0;3;3;4;6;3;11;1;6;2;0
94;0.0103236595825618;0.0006159864078113759;0;0;0;0;0;0;0;0;1;2;2;2;3;5;3;5;6;5;5;1
95;0.0102400384683857;0.000414940964199288;0;0;0;0;0;0;1;0;1;0;3;1;2;4;2;5;7;3;7;4
96;-0.00897354455903842;-0.00215418586131877;3;3;3;2;4;6;1;3;7;4;0;2;1;1;0;0;0;0;0;0
97;-0.000497902650868059;-0.0117293124740206;0;1;3;1;5;2;0;3;2;3;3;2;7;5;2;0;1;0;0;0
98;0.00657182426268322;-0.006785022022381171;0;0;0;0;1;0;0;0;4;2;0;4;3;4;4;6;5;3;3;1
99;-0.0018657252371494801;-0.0113279800634605;0;0;0;1;3;5;2;6;7;3;2;4;1;2;3;0;0;0;1;0
100;0.0136756121216066;0.0100298634701332;0;0;0;0;0;0;0;0;1;0;1;2;4;4;6;4;8;3;4;3
101;-0.00902308247489746;-0.0020485311895536698;0;5;8;5;2;2;3;7;4;2;1;1;0;0;0;0;0;0;0;0
102;-0.0162551852586431;0.0195723414065859;1;2;9;9;5;6;4;1;2;1;0;0;0;0;0;0;0;0;0;0
103;-0.00497515686099863;-0.00877759955533389;1;1;3;3;3;8;4;1;4;3;1;3;2;1;1;0;1;0;0;0
104;-0.0132848808983586;0.009202958931158309;4;3;10;7;4;5;0;4;0;1;1;1;0;0;0;0;0;0;0;0
105;0.0126568135493306;0.00688891063972183;0;0;0;0;0;0;0;0;0;0;1;3;6;1;4;6;9;2;7;1
106;-0.0132659034860486;0.00914338323726731;4;1;13;8;2;4;1;2;3;0;2;0;0;0;0;0;0;0;0;0
107;-0.0136454289592276;0.0103509260236143;2;3;9;9;3;3;5;2;2;1;0;0;1;0;0;0;0;0;0;0
108;0.0164448933690438;0.0198018433235892;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;7;12;4;10;3
109;-0.0146403900807461;0.013677519669142;5;1;7;14;2;2;0;0;4;0;2;1;0;1;1;0;0;0;0;0
110;-0.003919781034865739;-0.00989829281940753;1;0;2;1;3;6;2;7;7;1;3;1;5;0;1;0;0;0;0;0
111;-0.00691512135295935;-0.00603385931939467;1;1;5;4;2;3;6;3;6;3;2;2;1;0;1;0;0;0;0;0
112;-0.00975987974347896;-0.00040891771570297796;3;3;4;6;4;6;2;5;4;3;0;0;0;0;0;0;0;0;0;0
113;0.002157927409698;-0.0112512170394086;0;0;0;1;0;2;2;2;1;0;4;5;6;5;3;3;0;0;5;1
114;0.00351293457699475;-0.0103678384357255;0;1;0;1;0;2;1;2;1;4;1;3;5;5;6;1;1;1;3;2
115;-0.0071068110574699405;-0.0057146695927950296;2;1;4;7;1;5;3;4;5;6;0;1;0;1;0;0;0;0;0;0
116;0.0141052431971388;0.0114276340543334;0;0;0;0;0;0;0;0;0;0;0;1;3;0;3;7;10;2;9;5
117;0.00464310307903454;-0.00930056973877089;1;0;0;0;0;0;2;2;1;5;3;3;7;3;3;3;1;2;3;1
118;-0.008843032581419729;-0.0024297774698780602;2;1;5;10;5;3;4;1;3;3;0;0;0;1;2;0;0;0;0;0
119;-0.0124030804303968;0.0065242481489076794;1;3;10;5;6;4;3;4;1;1;1;0;0;0;0;0;1;0;0;0
120;-0.00760703339932037;-0.00484100694817074;0;3;4;5;4;2;4;6;3;1;3;2;1;2;0;0;0;0;0;0
121;0.0143154942689923;0.0121274988495547;0;0;0;0;0;0;0;0;0;0;0;1;3;4;5;7;3;2;10;5
122;0.0107892018917103;0.0017653441251338602;0;0;0;0;0;0;1;0;0;1;1;1;1;6;6;6;8;1;5;3
123;0.00040153218064912204;-0.0117532751302694;0;1;1;0;1;2;2;5;6;4;4;2;1;5;2;1;2;1;0;0
124;0.00952009920822699;-0.0012478990446641801;0;0;0;0;1;1;1;0;2;0;0;0;5;4;9;2;5;4;4;2
125;0.00188819710007108;-0.0113755001970789;0;0;0;0;0;1;3;1;3;1;3;3;11;3;6;1;0;2;1;1
126;0.00856416439377941;-0.00326732073446012;0;0;0;0;0;0;0;1;2;2;2;1;4;1;6;7;2;4;4;4
127;0.0118167960035142;0.00448285954506789;0;0;0;0;0;0;0;0;0;0;0;3;5;0;7;6;6;3;8;2
128;-0.0036012946962288898;-0.0101850070274427;3;0;1;3;2;4;4;4;4;3;1;2;3;0;2;3;1;0;0;0
129;-0.0157303306954875;0.0175890467506212;4;2;9;10;4;3;2;0;4;0;1;1;0;0;0;0;0;0;0;0
130;0.0113907045724966;0.00332588706807581;0;0;0;0;1;0;0;0;0;2;2;1;5;3;9;4;5;3;3;2
131;0.0122675870214271;0.00575340948813445;0;0;0;0;0;0;0;0;0;0;0;2;2;3;4;10;6;4;7;2
132;0.0147451354938847;0.0135899976366772;0;0;0;0;0;0;0;0;0;0;0;1;2;2;3;7;6;7;10;2
133;-0.00128496424739412;-0.0115521631893185;0;0;1;0;0;6;5;3;3;3;4;1;6;3;1;3;0;1;0;0
134;-0.0121102060099981;0.00567504094578175;3;7;8;9;1;4;3;2;2;1;0;0;0;0;0;0;0;0;0;0
135;-0.00491379345124745;-0.00884993760958425;0;3;2;6;3;3;3;3;6;3;3;2;2;0;0;1;0;0;0;0
136;0.011665162332734;0.00406622965351476;0;0;0;0;0;0;1;0;0;1;0;3;4;2;3;2;11;4;5;4
137;-0.0138492619003707;0.0110134556261582;1;3;15;11;0;4;4;1;1;0;0;0;0;0;0;0;0;0;0;0
138;-0.0153988292917565;0.0163697875050514;9;1;9;8;5;4;1;0;2;0;0;1;0;0;0;0;0;0;0;0
139;-0.0137352333977211;0.0106416175300002;3;2;6;13;3;6;2;4;1;0;0;0;0;0;0;0;0;0;0;0
140;0.0139991484682364;0.0110784245065364;0;0;0;0;0;0;0;0;1;0;1;0;1;2;1;3;14;2;10;5
141;0.00484290353282013;-0.00908062335672463;0;0;0;0;0;3;2;2;3;2;3;3;4;5;4;4;2;1;1;1
142;0.0149057927968785;0.0141480335898312;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;2;11;8;14;2
143;0.00784827843189449;-0.00463881628409698;0;0;0;0;0;1;0;1;1;5;0;4;5;2;5;4;2;2;4;4
144;-0.00653413578242651;-0.0066425813039012;1;2;1;3;3;4;3;6;5;3;1;4;1;1;2;0;0;0;0;0
145;0.0143055906447013;0.0120942990997505;0;0;0;0;0;1;0;0;0;1;1;0;2;2;0;4;14;3;9;3
146;0.00505717163947273;-0.00883431146179855;0;0;0;0;0;0;2;2;1;5;3;2;8;4;2;5;2;2;1;1
147;-0.0133579745335514;0.00943321324409524;5;3;8;9;3;4;4;2;1;1;0;0;0;0;0;0;0;0;0;0
148;-0.007105231082619159;-0.00571733580993217;3;0;4;1;3;10;3;5;1;0;3;2;4;0;1;0;0;0;0;0
149;0.005504286934221479;-0.00828553600751418;0;0;0;0;1;2;0;1;0;1;8;0;3;8;7;3;3;2;1;0
150;-0.0052403922175861;-0.00845473527707941;0;3;2;7;2;5;5;3;5;1;4;1;1;1;0;0;0;0;0;0
151;0.0132710621559282;0.00875339909962149;0;0;0;0;0;0;0;0;0;1;1;1;2;0;3;5;12;3;11;1
152;-0.0106080200081962;0.00163663585719122;3;3;8;4;3;3;2;2;7;1;2;1;1;0;0;0;0;0;0;0
153;-0.0140116024526829;0.0115481145338566;3;4;8;9;2;4;3;4;2;0;1;0;0;0;0;0;0;0;0;0
154;0.0166942677106054;0.0207703843986287;0;0;0;0;0;0;0;0;1;1;0;0;0;4;4;6;10;2;10;2
155;-0.0101603083754987;0.000535746392269101;4;4;3;4;7;9;1;2;2;1;1;2;0;0;0;0;0;0;0;0
156;-0.00125070541313881;-0.0115629085516613;0;0;0;1;2;2;3;1;4;3;6;4;4;3;3;2;0;1;1;0
157;-0.0149347536124304;0.0147063626230869;2;2;8;8;6;7;0;2;3;1;1;0;0;0;0;0;0;0;0;0
158;0.00313558825339298;-0.0106572513836044;0;0;0;0;0;4;1;3;1;1;4;5;5;4;5;3;0;2;0;2
159;0.004503433399936929;-0.009448743603605259;0;0;1;0;0;0;0;3;0;0;6;2;3;6;7;4;5;3;0;0
160;-0.0040042359646823705;-0.00981825904733703;3;2;0;2;4;2;3;4;4;4;1;5;2;1;1;2;0;0;0;0
161;-0.012793042369275;0.007686297315202729;2;6;8;11;4;2;1;1;3;1;0;1;0;0;0;0;0;0;0;0
162;-0.0095596442777155;-0.0008671480746294019;2;3;9;5;1;4;4;3;5;1;0;2;1;0;0;0;0;0;0;0
163;0.0107231760565972;0.0015992320231584302;0;0;0;0;0;0;0;1;0;1;1;3;6;3;5;5;5;5;5;0
164;0.015281140988838999;0.0154754608036874;0;0;0;0;0;0;0;0;0;1;0;0;2;1;6;3;9;5;10;3
165;0.0123695865465453;0.0060475283643642705;0;0;0;0;0;0;0;1;0;0;0;1;5;1;5;7;9;0;6;5
166;0.0149138160788416;0.0141760613398204;0;0;0;0;0;0;0;0;1;0;0;2;3;1;2;6;8;8;8;1
167;0.0034966557676556;-0.0103810153604089;0;0;0;0;1;2;2;1;4;0;3;1;4;9;6;2;3;1;1;0
168;0.0152844248584457;0.015487220578601999;0;0;0;0;0;0;0;0;0;1;0;2;4;1;3;2;7;7;10;3
169;0.00973544389565043;-0.0007633037792222151;0;0;0;0;0;0;1;1;0;0;2;1;3;4;2;7;6;6;5;2
170;-0.0110677377350851;0.0028161310373995;6;1;9;6;1;6;2;2;3;1;2;0;0;1;0;0;0;0;0;0
171;0.0160500924547924;0.0182984059376656;0;0;0;0;0;0;0;0;0;0;0;1;2;2;1;2;12;2;13;5
172;-0.0011055526840548198;-0.0116053719026128;0;1;1;0;2;0;0;6;7;6;4;3;2;4;1;1;1;0;1;0
173;0.0025966628080090603;-0.0110124892543192;0;0;1;1;1;1;1;4;4;0;4;5;5;1;5;2;2;0;3;0
174;-0.00670078773250213;-0.0063805148964959;2;3;5;3;2;4;6;3;3;2;1;2;2;2;0;0;0;0;0;0
175;-0.007687226669542291;-0.0046954689203830705;2;0;4;8;5;6;2;6;3;0;0;1;2;1;0;0;0;0;0;0
176;-0.0150886887451856;0.0152525077488511;4;2;9;12;5;2;1;4;0;1;0;0;0;0;0;0;0;0;0;0
177;-0.00725396315534545;-0.005463774379070079;2;0;4;4;1;4;4;8;4;4;3;0;1;0;0;1;0;0;0;0
178;-0.00148777745363922;-0.0114828930606176;1;0;2;1;0;3;2;5;5;6;2;4;1;0;4;2;0;1;0;1
179;0.0159618102863636;0.0179672374632733;0;0;0;0;0;0;0;0;0;0;0;2;0;1;5;4;9;3;8;8
180;-0.0153332043642495;0.0161314860082368;2;6;9;8;3;3;3;2;1;2;0;0;1;0;0;0;0;0;0;0
181;-0.0152045642895451;0.0156673001979811;0;9;11;8;2;5;2;1;0;1;0;0;1;0;0;0;0;0;0;0
182;0.000762578237840545;-0.0117093475417238;1;0;0;0;0;2;3;5;2;4;3;7;4;4;1;2;1;0;1;0
183;0.0072709401168539;-0.00565703302079105;0;0;0;0;0;1;1;0;2;1;2;3;3;4;4;6;6;4;2;1
184;0.00033295940773199;-0.0117581518999478;0;1;0;2;1;4;0;4;7;0;2;8;4;2;2;1;1;1;0;0
185;-0.005186583690522771;-0.008521573611769641;2;2;1;4;1;1;9;1;4;0;5;5;2;2;0;0;0;0;1;0
186;0.00695755692063205;-0.00617688448846847;0;0;0;0;0;1;0;0;2;2;6;2;4;5;2;4;3;5;4;0
187;-0.0008730188416936679;-0.0116630643807353;0;0;1;0;0;4;2;5;6;2;1;6;3;3;3;2;0;1;1;0
188;0.0100253103782317;-9.37796245968052e-05;0;0;0;0;0;0;0;1;2;0;2;5;6;4;8;2;3;2;2;3
189;0.000515006408459039;-0.0117427744525002;0;0;0;1;3;1;1;1;7;5;5;1;6;3;2;1;2;1;0;0
190;-0.0019524644427963602;-0.011287684940141002;0;1;1;0;1;3;4;6;5;1;3;2;3;1;3;2;1;0;3;0
191;0.0035727130317743296;-0.0103189156537111;0;0;0;0;1;1;0;2;4;4;5;6;3;4;6;1;1;1;1;0
192;0.00535208813792693;-0.00847762141711628;0;0;1;0;1;0;0;0;2;5;0;3;6;3;4;8;5;0;1;1
193;0.0047185555500310105;-0.009218613315043141;0;0;0;0;1;2;1;2;3;2;1;1;3;3;2;5;5;3;3;3
194;-0.00856069844490359;-0.00301224504476033;2;5;2;8;3;3;0;6;3;2;0;5;1;0;0;0;0;0;0;0
195;-0.00545973664334471;-0.00817522669227599;0;1;3;2;3;10;1;4;3;3;2;2;4;0;1;1;0;0;0;0
196;-0.00238913555738656;-0.0110579348481621;0;0;1;2;1;4;5;3;7;1;1;4;2;1;4;3;1;0;0;0
197;-0.0105349372000382;0.0014537092584428599;3;5;6;3;2;3;4;5;3;2;2;2;0;0;0;0;0;0;0;0
198;-0.0118687136158314;0.0049900026803995105;6;3;9;8;1;3;5;2;0;1;1;1;0;0;0;0;0;0;0;0
199;-0.00465914563453076;-0.00914065998690519;0;4;2;2;2;6;2;3;7;2;1;1;2;1;2;2;1;0;0;0
200;-0.0100055462432492;0.00016616859538843;4;0;8;7;3;2;2;3;5;1;2;1;2;0;0;0;0;0;0;0
201;-0.0114647864646936;0.00387486241486185;2;1;7;10;5;9;1;2;2;1;0;0;0;0;0;0;0;0;0;0
202;0.0034721583642098397;-0.0104007273146156;0;0;1;2;0;1;0;5;2;2;3;6;3;3;4;3;0;3;2;0
203;0.0099869678843014;-0.00018347659695178799;0;0;0;0;0;0;0;1;3;0;2;6;0;1;4;6;3;3;6;5
204;-0.00559929276465565;-0.00799149835050758;0;4;2;2;2;8;2;5;3;2;2;2;2;3;0;0;1;0;0;0
205;-0.0115293973860175;0.00405065721212566;4;2;4;5;2;7;2;8;2;3;0;0;0;1;0;0;0;0;0;0
206;0.0116461248516565;0.00401430441574875;0;0;0;0;0;0;0;0;0;0;1;4;4;4;1;3;9;5;5;4
207;-0.0152750530851494;0.0159211702025712;4;6;13;12;0;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0
208;-0.0065558892417381205;-0.00660874405036304;0;2;5;6;3;6;5;4;1;2;3;2;0;0;1;0;0;0;0;0
209;0.0110437777094334;0.00241542575883875;0;0;0;0;0;0;0;1;0;1;1;3;4;4;5;5;5;4;5;2
210;0.0117217487664643;0.0042210741671540606;0;0;0;0;0;0;0;0;0;1;2;3;0;1;7;7;4;6;7;2
211;-0.00866988095115528;-0.00278922119316505;0;3;5;9;4;5;1;1;7;0;3;1;0;1;0;0;0;0;0;0
212;-0.0139867161348966;0.0114657504469021;5;6;7;3;4;5;1;4;3;1;0;1;0;0;0;0;0;0;0;0
213;-0.000911449764288324;-0.0116544072300388;0;0;1;2;2;2;4;4;5;2;4;3;1;4;1;3;1;0;1;0
214;0.000974246351066568;-0.0116693309070943;1;0;0;0;2;0;5;4;3;1;7;3;4;2;7;1;0;0;0;0
215;0.0133671527125306;0.00905310327367579;0;0;0;0;0;0;0;0;0;0;0;0;4;1;4;5;9;2;9;6
216;0.00457238446503814;-0.00937616798639349;0;0;0;0;0;1;1;3;5;4;2;4;6;2;5;5;1;0;0;1
217;-0.0154026171464385;0.016383573144945;9;3;7;8;4;2;2;2;0;0;2;1;0;0;0;0;0;0;0;0
218;-0.0011216536037933801;-0.0116009061805925;0;1;1;2;0;3;4;3;5;2;4;7;3;3;1;0;1;0;0;0
219;0.00274081837033748;-0.010924163619209998;0;1;0;0;1;2;1;2;6;3;0;2;8;2;8;2;1;1;0;0
220;-0.0167440787790942;0.0214780627849767;3;3;11;11;5;1;2;1;2;0;1;0;0;0;0;0;0;0;0;0
221;-0.00162463706804283;-0.0114306793813743;0;0;0;2;0;3;3;6;8;2;4;1;3;4;0;3;0;1;0;0
222;-0.012746860739652999;0.007546812463861191;3;2;8;4;3;7;2;3;4;4;0;0;0;0;0;0;0;0;0;0
223;0.00639624105690731;-0.007050246210367929;0;0;0;0;0;0;0;2;2;4;2;2;4;5;3;5;6;3;2;0
224;-0.0132791575417826;0.00918498270149298;2;4;13;11;2;1;1;2;2;1;0;1;0;0;0;0;0;0;0;0
