site;enviro;enviro2;sp_01;sp_02;sp_03;sp_04;sp_05;sp_06;sp_07;sp_08;sp_09;sp_10;sp_11;sp_12;sp_13;sp_14;sp_15;sp_16;sp_17;sp_18;sp_19;sp_20
26;-0.0148468467965642;0.0136358157881241;8;4;2;12;3;7;1;0;1;1;1;0;0;0;0;0;0;0;0;0
27;0.00494350014707577;-0.00860192960595673;0;0;0;0;0;0;0;2;0;1;0;3;9;11;3;3;4;0;1;3
28;0.006009430188928071;-0.0072534753325673796;0;0;0;0;0;0;0;1;1;4;3;1;8;5;5;5;2;2;3;0
29;0.0123280290980569;0.0060839245170095;0;0;0;0;0;0;0;0;1;0;0;2;2;1;2;6;9;4;10;3
30;0.0006598768052128321;-0.0113963652664744;0;0;0;1;1;2;2;4;1;5;3;2;7;6;2;1;3;0;0;0
31;0.0108778669473773;0.00221429890573985;0;0;0;0;0;0;0;0;1;1;0;2;1;2;1;4;8;7;9;4
32;-0.0118536470008046;0.00451409662116229;4;2;4;10;4;10;4;0;1;0;0;0;1;0;0;0;0;0;0;0
33;-0.00245794268056703;-0.0107872978487584;0;0;1;2;1;9;2;4;6;5;2;2;2;2;1;1;0;0;0;0
34;0.0127388570913536;0.00726774684729122;0;0;0;0;0;0;0;0;0;1;1;3;2;1;1;6;8;3;7;7
35;0.00228535634283556;-0.0108308444506011;0;0;0;1;0;0;1;1;3;3;3;3;8;5;5;2;1;0;2;2
36;0.00422122959471234;-0.0093677118426404;0;0;0;0;0;1;0;2;2;0;4;2;8;8;5;2;0;3;2;1
37;-0.00552286005776733;-0.008018227616449;0;1;0;7;2;5;1;5;6;3;3;4;0;0;0;2;0;1;0;0
38;-0.00794379227669652;-0.00430989303856926;0;2;0;5;5;10;1;3;5;5;1;0;1;1;1;0;0;0;0;0
39;0.0124279868390888;0.0063683990095227605;0;0;0;0;0;0;0;0;0;0;1;2;1;1;1;4;12;2;10;6
40;-0.00803371106880273;-0.00414629901923685;2;2;3;6;4;10;3;3;1;1;2;1;2;0;0;0;0;0;0;0
41;-0.0062970360138833205;-0.006978375421295571;0;2;0;4;2;9;3;7;4;4;2;1;1;0;0;1;0;0;0;0
42;-0.0128028664968446;0.007184611081314291;7;2;8;9;0;6;0;2;3;2;0;1;0;0;0;0;0;0;0;0
43;0.0158002439461812;0.0173067468573007;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;3;12;2;10;11
44;-0.0115529018901784;0.0037110415977609705;5;3;3;7;3;9;1;2;1;5;0;0;0;0;1;0;0;0;0;0
45;0.011259555542478998;0.00318609114664132;0;0;0;0;0;1;0;0;0;1;0;0;1;2;2;1;12;4;8;8
46;-0.0151068581118829;0.0145250748685232;9;0;3;14;1;9;1;1;1;1;0;0;0;0;0;0;0;0;0;0
47;-0.0102291566496664;0.000422644556461112;5;0;0;12;1;11;2;1;4;2;1;0;1;0;0;0;0;0;0;0
48;0.00680767998990376;-0.00607321656834365;0;0;0;0;0;0;1;0;1;0;3;2;6;3;5;5;5;1;6;2
49;-0.00210305704062106;-0.010968926686834997;0;1;1;2;1;6;3;3;4;4;4;2;1;4;0;3;0;1;0;0
50;0.0014062515960762301;-0.0112118432663255;0;0;1;0;0;3;3;6;1;2;2;2;7;6;4;2;0;0;0;1
51;0.0108653548000445;0.00218300745695852;0;0;0;0;0;0;0;0;0;0;0;2;0;3;1;3;10;5;11;5
52;-0.00512452102424221;-0.00849977258011185;2;1;1;5;4;9;3;0;7;1;3;2;0;0;1;1;0;0;0;0
53;0.00533247658625244;-0.00814001366434762;0;0;0;0;0;2;1;3;6;1;0;0;4;1;5;5;5;3;1;3
54;0.00620291939374073;-0.00698079223585727;0;0;0;0;0;0;2;2;3;2;2;2;7;6;5;3;1;2;1;2
55;-0.0142350954789809;0.0116046585844268;7;3;4;10;1;8;5;1;1;0;0;0;0;0;0;0;0;0;0;0
56;-0.00785689402473857;-0.00446623183112584;4;0;0;7;1;10;2;4;5;5;1;0;1;0;0;0;0;0;0;0
57;-0.00607374434751086;-0.00729238311031595;1;1;0;6;2;11;6;2;7;1;0;2;0;0;0;1;0;0;0;0
58;-0.00607336957535051;-0.007292900539472241;1;0;0;6;2;16;1;2;5;4;2;1;0;0;0;0;0;0;0;0
59;-0.0113679138009648;0.0032273743390835103;4;7;3;6;2;10;0;3;1;4;0;0;0;0;0;0;0;0;0;0
60;-0.013369056210347998;0.00887578717935367;7;1;1;14;0;13;0;1;1;1;0;0;0;0;1;0;0;0;0;0
61;0.00184139843291523;-0.0110453793149962;0;0;0;0;0;2;4;6;4;5;1;4;3;0;3;2;3;1;1;1
62;0.00546294098290715;-0.007977323358961891;0;0;0;0;0;0;0;1;2;1;5;4;2;4;4;4;5;1;3;4
63;0.0139770807612855;0.0110696158070298;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;6;7;9;12;4
64;-0.013789760062987;0.0101799580070246;8;1;3;10;2;8;1;2;2;3;0;0;0;0;0;0;0;0;0;0
65;-0.00649559039571386;-0.00668956180958822;1;3;3;6;2;11;3;0;6;4;0;0;0;1;0;0;0;0;0;0
66;-0.0129293245937575;0.00755596527616485;8;3;4;5;2;10;3;0;1;4;0;0;0;0;0;0;0;0;0;0
67;-0.017146714372535;0.0220388595727958;13;1;2;12;2;6;1;2;1;0;0;0;0;0;0;0;0;0;0;0
68;0.0156926588266406;0.0169175535751593;0;0;0;0;0;0;0;0;1;0;1;0;0;2;3;3;9;4;7;10
69;-0.0135880681142837;0.009549659070214109;6;4;2;15;1;8;1;1;0;2;0;0;0;0;0;0;0;0;0;0
70;-0.0154372910753843;0.0156775270008351;8;2;5;11;3;5;1;2;1;1;0;1;0;0;0;0;0;0;0;0
71;-0.00796137098621575;-0.004278056805979679;1;1;2;6;1;9;4;5;6;2;1;1;0;0;0;0;1;0;0;0
72;0.00357101869636445;-0.00995488451071707;0;0;0;0;0;1;1;3;4;1;1;3;4;8;6;3;2;3;0;0
73;0.00185120707555305;-0.0110411271864147;0;0;1;0;0;3;0;2;4;8;3;3;3;3;4;0;3;0;1;2
74;-0.0159116666298369;0.0173757344631108;4;4;4;10;4;7;3;3;0;0;0;0;1;0;0;0;0;0;0;0
75;0.0147420074586638;0.0135937569313029;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;2;11;5;8;10
76;0.0130827539651015;0.00828843021400927;0;0;0;0;0;0;0;0;0;0;1;0;0;3;2;1;12;2;10;9
77;-0.0018517252714266399;-0.0110801068065977;0;0;0;1;2;7;2;1;6;6;5;2;3;0;3;1;1;0;0;0
78;-0.0167994131308391;0.0206922547755433;11;1;6;13;1;6;0;1;0;1;0;0;0;0;0;0;0;0;0;0
79;-0.0105461009460362;0.00117343818248708;2;1;1;9;3;12;3;2;4;3;0;0;0;0;0;0;0;0;0;0
80;-0.000370461066842319;-0.0114414255148275;1;0;1;7;1;1;3;4;1;2;1;3;6;4;3;0;1;1;0;0
81;0.0168180388448985;0.0211198447072774;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;12;5;11;7
82;-0.00543562910113745;-0.008126787771143621;1;1;2;4;3;6;3;6;5;2;3;1;1;1;0;0;0;0;1;0
83;0.0113234242705736;0.0033519623807494;0;0;0;0;0;0;0;0;0;0;0;0;2;1;4;4;8;8;6;7
84;-0.0127785928033913;0.00711374851475445;5;1;3;8;1;14;1;1;3;2;0;0;1;0;0;0;0;0;0;0
85;-0.0127323834288478;0.0069792218060672;11;3;6;10;0;5;3;0;1;1;0;0;0;0;0;0;0;0;0;0
86;-0.013302959899049002;0.00867457551458733;5;4;4;13;2;9;2;1;0;0;0;0;0;0;0;0;0;0;0;0
87;-0.00718792817658713;-0.00561185651764839;0;1;1;10;0;11;2;2;5;6;1;1;0;0;0;0;0;0;0;0
88;0.000600525968442195;-0.0114055612496593;0;0;0;2;0;1;2;2;5;5;2;4;6;4;3;3;0;1;0;0
89;-0.009908120517395909;-0.000314384125755411;2;3;3;7;4;8;2;1;2;4;2;1;1;0;0;0;0;0;0;0
90;0.0141609370236822;0.0116640774853085;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;5;11;3;13;4
91;-0.00436936371238421;-0.00931290308452136;0;3;1;3;3;8;2;3;9;4;3;0;0;1;0;0;0;0;0;0
92;0.00241851979242974;-0.0107576935819669;1;0;0;1;3;2;3;5;1;2;3;4;7;6;0;0;0;0;1;1
93;0.0130027970008612;0.00804870146906339;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;14;4;14;4
94;-0.0131014015670657;0.0080671665427059;8;1;1;13;3;8;1;0;3;1;0;0;0;1;0;0;0;0;0;0
95;0.0131438096881258;0.00847247491824999;0;0;0;0;0;0;0;0;1;0;1;1;1;0;3;4;8;7;8;6
96;-0.014726915990118;0.0132308618917567;8;5;8;9;2;4;1;0;1;2;0;0;0;0;0;0;0;0;0;0
97;0.000916540360338227;-0.0113473074663683;0;0;0;2;0;5;0;3;3;4;0;3;6;2;7;3;1;0;0;1
98;-0.0168596550873644;0.0209238526814708;8;6;3;13;1;5;1;2;1;0;0;0;0;0;0;0;0;0;0;0
99;-0.00611899572187886;-0.007229670335063391;2;1;0;2;1;11;2;3;5;3;1;2;3;0;2;0;0;0;1;1
100;-0.0128751806935941;0.00739651899831402;6;1;2;14;2;11;0;1;1;1;0;0;0;1;0;0;0;0;0;0
101;-0.0070555647779213795;-0.00582638487728013;2;1;0;6;2;9;0;3;9;4;3;0;0;1;0;0;0;0;0;0
102;0.00283798399128839;-0.0105007192823621;0;0;0;0;0;0;1;0;6;2;3;4;8;3;5;1;7;0;0;0
103;0.0125116665278449;0.00660830700329055;0;0;0;0;0;0;1;0;0;1;0;1;2;4;3;8;4;3;5;8
104;-0.000699058113551757;-0.0114046527549414;0;0;1;3;2;7;0;6;5;2;4;6;1;2;0;0;0;1;0;0
105;0.0117465975984788;0.00447457645028931;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;6;12;2;6;11
106;-0.0127537233033114;0.00704128657821262;5;3;1;10;2;10;2;0;4;3;0;0;0;0;0;0;0;0;0;0
107;0.0168814951690863;0.0213654377266054;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;10;5;10;10
108;0.005682634525878171;-0.0076945528149396794;0;0;0;0;1;1;0;1;0;5;3;2;11;2;8;3;0;1;0;2
109;0.0147032474404481;0.0134626311478668;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;3;12;5;10;7
110;0.0163294079525455;0.0192596089042976;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;4;9;2;9;11
111;0.00174466771822467;-0.0110861325619503;0;0;0;1;2;2;2;0;3;5;7;3;1;4;1;4;0;0;2;3
112;0.00647565957521775;-0.00658185738662387;0;0;0;0;0;2;1;1;1;1;0;1;6;2;8;4;6;1;2;4
113;-0.00392699451871574;-0.0097285595119544;1;0;0;2;2;9;2;4;3;6;2;1;3;3;1;1;0;0;0;0
114;-0.006003302314131121;-0.007389073604200529;0;1;0;3;0;12;2;2;8;5;3;1;1;1;1;0;0;0;0;0
115;-0.0152517711054725;0.0150274092789055;10;2;1;16;2;7;1;0;1;0;0;0;0;0;0;0;0;0;0;0
116;-0.0011114330678753698;-0.0113235082749901;0;1;0;1;2;3;2;3;6;5;4;5;3;3;1;1;0;0;0;0
117;0.00802479004024218;-0.00399271078231897;0;0;0;1;0;0;0;0;0;2;5;5;5;4;2;4;4;2;5;1
118;-0.00520042141432888;-0.00841082092240596;3;0;0;10;3;11;2;3;3;3;1;0;1;0;0;0;0;0;0;0
119;0.0160669854111;0.0182831301639868;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2;4;10;1;6;13
120;-0.000972973558489045;-0.011355097214731002;0;0;1;2;2;6;2;2;3;5;1;0;3;5;5;1;2;0;0;0
121;0.000575723645033031;-0.0114091651394488;0;0;1;1;1;2;4;2;6;4;4;2;3;1;3;2;1;1;1;1
122;0.0071540715682014;-0.005515645115726229;0;0;0;0;0;1;0;0;2;1;0;5;5;5;4;7;4;0;1;5
123;0.00459013972181131;-0.00899150771271485;0;0;0;0;1;0;1;1;0;1;4;0;15;3;6;3;3;0;2;0
124;-0.00467007414575647;-0.00900475882513735;1;1;1;7;1;9;4;3;4;4;0;2;1;0;1;1;0;0;0;0
125;-0.0117499524113418;0.0042348692112248705;2;4;1;12;2;11;1;1;1;3;1;0;1;0;0;0;0;0;0;0
126;0.0169253278986759;0.0215356207827754;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;8;12;13;3
127;-0.010337174254054001;0.0006759373669516161;3;3;1;4;4;10;3;2;5;2;1;0;1;1;0;0;0;0;0;0
128;-0.015581922119119;0.0161898265621178;8;4;4;11;6;3;1;0;1;1;1;0;0;0;0;0;0;0;0;0
129;-0.0156013310045872;0.0162589396872261;11;4;1;14;2;6;0;2;0;0;0;0;0;0;0;0;0;0;0;0
130;0.0141298702635515;0.0115630858134984;0;0;0;0;0;0;0;0;0;1;1;1;3;2;6;4;7;3;9;3
131;-0.00201040005855913;-0.0110115986876655;1;0;0;1;2;7;6;1;3;7;4;5;1;1;0;0;0;0;1;0
132;0.0162528446432156;0.0189730857347028;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;8;9;3;3;13
133;0.0089246853500623;-0.00223625269051121;0;0;0;0;0;0;1;0;1;1;3;0;2;1;1;2;14;3;4;7
134;-0.00641298068159568;-0.0068108214127169395;1;0;3;4;1;14;3;3;4;6;0;0;1;0;0;0;0;0;0;0
135;0.0117452224463911;0.00447086194939015;0;0;0;0;0;0;0;0;0;0;3;1;3;1;2;5;10;2;6;7
136;-0.00796097903156013;-0.00427876743392493;1;1;1;9;0;11;4;1;5;5;1;1;0;0;0;0;0;0;0;0
137;-0.00686461701308481;-0.00612879330799005;2;1;0;6;2;11;1;1;5;7;2;1;1;0;0;0;0;0;0;0
138;-0.00679429247082138;-0.00623806352799612;0;1;3;4;3;10;1;2;8;2;3;0;2;1;0;0;0;0;0;0
139;-0.0102553494580982;0.000483819170046737;4;1;1;11;3;8;1;2;4;2;3;0;0;0;0;0;0;0;0;0
140;-0.000682712196024262;-0.0114070665759716;0;0;0;1;0;4;3;1;5;5;4;2;7;2;4;1;1;0;0;0
141;-0.0112814818944191;0.00300407754199402;7;2;2;13;1;10;2;1;0;1;0;0;1;0;0;0;0;0;0;0
142;0.0103869940756753;0.00101357582576917;0;0;0;0;0;0;0;0;1;0;0;1;2;3;1;2;12;2;8;8
143;-0.0065304547755424295;-0.0066379166501532;2;0;1;12;0;11;3;0;4;7;0;0;0;0;0;0;0;0;0;0
144;0.0151946575333536;0.0151505558123064;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;8;6;14;5
145;-0.0115499761740243;0.00370333105435759;2;3;3;9;1;9;5;1;5;1;1;0;0;0;0;0;0;0;0;0
146;-0.00215310010529168;-0.0109450620950038;0;0;1;2;2;8;1;3;3;9;3;0;5;2;0;0;0;1;0;0
147;-0.00987171324397178;-0.00039647678603158703;0;1;3;7;5;11;1;1;6;3;0;1;0;1;0;0;0;0;0;0
148;0.0049816355103282604;-0.0085581756110412;0;0;0;0;0;2;0;2;0;3;1;4;6;3;6;4;0;2;4;3
149;-0.00105959689852942;-0.0113358487485253;0;0;0;4;3;8;1;1;5;7;2;4;2;2;1;0;0;0;0;0
150;0.00151669885813969;-0.0111736994147207;0;0;1;2;0;2;5;4;1;2;4;4;4;1;5;2;0;1;0;2
151;-0.000781320854961393;-0.0113915758537176;0;1;2;0;1;4;2;2;3;7;3;5;4;3;0;0;3;0;0;0
152;-0.00965195062672922;-0.000885559061300152;2;2;2;10;3;8;4;3;2;1;3;0;0;0;0;0;0;0;0;0
153;0.00232544671534721;-0.0108092489068241;0;0;0;0;1;0;0;3;3;5;4;8;5;5;6;0;0;0;0;0
154;-0.0141051358441467;0.0111842022999001;11;2;1;16;0;8;1;0;1;0;0;0;0;0;0;0;0;0;0;0
155;0.0131369726083186;0.00845182295480537;0;0;0;0;0;0;0;0;0;0;0;0;4;1;2;6;7;5;6;9
156;-0.014262792140073002;0.0116947652508363;6;3;7;8;4;6;1;1;1;2;1;0;0;0;0;0;0;0;0;0
157;0.00217446444167153;-0.010888661184791001;0;0;0;2;1;2;1;2;5;1;3;8;1;6;3;1;0;1;1;2
158;0.0102954818032983;0.000795831891625058;0;0;0;0;0;0;1;0;0;1;1;1;4;2;4;3;7;6;5;5
159;0.00666969518498135;-0.0062876697631069605;0;0;0;0;0;0;0;0;0;2;3;2;7;5;6;1;2;4;6;2
160;-0.0136403924314344;0.00971228043652484;8;1;2;18;0;7;0;3;1;0;0;0;0;0;0;0;0;0;0;0
161;-0.00563532438944447;-0.00787569193787566;1;0;0;3;4;5;4;4;4;5;4;2;1;1;2;0;0;0;0;0
162;2.19829513675978e-06;-0.0114531985374134;0;0;1;0;1;4;0;2;3;8;5;7;2;1;5;0;0;1;0;0
163;-0.00433626121088821;-0.00934555832291055;0;0;0;4;3;8;0;2;4;7;3;3;1;1;3;0;1;0;0;0
164;0.00430122375032753;-0.0092887830834075;0;1;0;0;0;1;1;2;1;2;1;6;8;8;1;2;3;1;2;0
165;0.0043587217680473795;-0.009231145411248459;0;0;0;1;0;1;1;2;0;5;0;3;8;4;4;3;4;2;2;0
166;0.0063371834518157295;-0.00678653471317168;0;0;0;0;0;0;0;0;0;1;2;4;7;4;6;2;8;2;4;0
167;0.0112765339215554;0.00323009391793851;0;0;0;0;0;0;0;1;0;0;2;1;0;3;4;2;13;3;6;5
168;0.0117115211837762;0.0043799649580646;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;2;10;7;9;5
169;-0.0101872723637972;0.00032514828549086;2;4;1;7;6;9;3;2;4;1;1;0;0;0;0;0;0;0;0;0
170;-0.00711833361814303;-0.00572515241779632;3;2;1;4;2;6;5;5;3;4;2;1;0;2;0;0;0;0;0;0
171;0.0137450447901579;0.0103304274634494;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;12;7;12;4
172;-0.00808198112575195;-0.0040577147750479395;0;1;0;6;3;14;2;2;5;5;1;1;0;0;0;0;0;0;0;0
173;0.0037807323562380397;-0.00977608297240695;0;0;0;0;0;1;1;1;3;1;4;2;9;6;3;3;3;2;0;1
174;-0.00720169018631238;-0.00558932137881779;0;4;5;6;6;6;2;3;2;2;1;2;0;0;0;0;1;0;0;0
175;-0.0102191159472613;0.000399235661972283;2;1;4;10;2;6;3;3;5;1;1;0;1;0;1;0;0;0;0;0
176;-0.00509843231162634;-0.00853004257081277;0;1;1;5;2;8;2;3;8;5;2;0;0;1;1;0;1;0;0;0
177;0.00840889959768424;-0.0032656785612623;0;0;0;0;0;0;0;0;1;2;4;1;3;3;5;3;3;8;7;0
178;0.0100398527448813;0.00019775265662666698;0;0;0;0;0;0;0;2;1;1;2;0;6;5;2;3;5;5;4;4
179;-0.0172457007020776;0.0224277227887295;6;1;6;10;4;7;5;1;0;0;0;0;0;0;0;0;0;0;0;0
180;0.000812876628907468;-0.0113689379419449;1;0;1;0;1;2;2;2;6;3;0;4;1;6;4;2;4;0;1;0
181;-0.00965096102389352;-0.000887736404611817;1;2;4;6;7;10;3;2;3;2;0;0;0;0;0;0;0;0;0;0
182;0.0037678593204572702;-0.00978734871994378;0;0;0;1;2;1;2;1;1;3;2;3;11;5;4;2;1;1;0;0
183;0.009699299243625309;-0.000575765244478699;0;0;0;0;0;1;0;0;1;0;0;1;5;9;1;3;5;6;6;2
184;-0.0015450383162198;-0.0111961733578964;2;2;0;2;2;4;1;6;5;4;3;3;2;1;2;0;1;0;0;0
185;-0.012982982403852;0.00771464258678658;8;1;2;11;4;11;0;0;2;1;0;0;0;0;0;0;0;0;0;0
186;0.011323154515006;0.00335125984308887;0;0;0;0;0;0;0;0;0;0;2;0;1;2;1;5;11;5;9;4
187;-0.0166840426274957;0.020251037752301002;13;1;2;17;0;3;1;0;1;1;0;0;1;0;0;0;0;0;0;0
188;0.00296490861776884;-0.0104150192371787;1;0;0;1;0;0;0;3;3;3;2;5;6;3;5;3;1;1;3;0
189;0.00419718799305323;-0.00939114678154358;0;0;0;0;0;0;3;4;1;2;4;2;3;2;2;2;6;4;4;1
190;0.0148336496646537;0.0139051527315067;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;8;10;1;7;12
191;0.0110698400411884;0.0026988976854392397;0;0;0;0;0;0;0;0;0;1;1;0;5;4;2;4;7;6;7;3
192;0.0148962759125835;0.0141190602293012;0;0;0;0;0;0;0;0;0;0;0;3;1;1;2;7;8;4;4;10
193;-0.0116477928368281;0.00396218387876789;4;3;5;8;4;8;2;2;1;2;0;1;0;0;0;0;0;0;0;0
194;-0.0123210384954569;0.00580325324549372;6;3;3;10;1;9;1;2;3;2;0;0;0;0;0;0;0;0;0;0
195;0.00468161044713897;-0.00889340534117374;0;0;0;0;0;0;0;2;5;2;1;3;8;6;3;3;1;3;1;2
196;-0.0146924980348963;0.0131152559428441;9;4;3;7;3;7;1;2;3;1;0;0;0;0;0;0;0;0;0;0
197;0.00597427729370594;-0.00730209553765431;0;0;0;0;0;1;0;0;0;0;2;3;9;6;3;5;3;4;1;3
198;-0.00582210379782711;-0.007632568898338241;0;0;3;3;4;6;2;3;4;3;3;3;2;0;2;2;0;0;0;0
199;-0.0140998726200549;0.0111672557904607;6;6;2;12;3;5;0;0;4;0;1;0;0;1;0;0;0;0;0;0
200;-0.0170274245388178;0.0215732171846781;8;3;6;10;0;8;2;1;1;1;0;0;0;0;0;0;0;0;0;0
201;-0.007624867685736709;-0.004875195552188571;3;1;1;5;3;10;2;2;4;5;1;0;0;2;0;1;0;0;0;0
202;-0.0166176242845286;0.0199984137303061;13;2;3;11;4;4;1;0;1;0;0;1;0;0;0;0;0;0;0;0
203;-0.00469481133421735;-0.00897848805175761;1;0;3;5;3;7;2;2;5;6;3;1;0;0;0;2;0;0;0;0
204;-0.00646838211462238;-0.0067296724360227;3;0;1;5;0;14;1;2;7;3;2;0;1;0;1;0;0;0;0;0
205;-0.00381527434281348;-0.00982644350477706;2;1;1;3;3;8;0;1;5;6;1;4;2;2;1;0;0;0;0;0
206;0.00882534499386036;-0.00243925833279956;0;0;0;0;0;0;1;0;1;1;0;3;1;3;4;2;7;6;8;3
207;0.0136468901222107;0.0100214517577217;0;0;0;0;0;0;0;0;0;0;1;2;0;1;2;5;8;5;7;9
208;0.0154453819902152;0.016033070272114997;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;12;6;16;4
209;0.0150458699511346;0.0146336527395745;0;0;0;0;0;1;0;1;0;0;1;1;1;1;2;5;5;8;8;6
210;0.0107376725424213;0.0018657389061697;0;0;0;0;0;0;0;0;1;1;0;3;3;4;1;6;7;2;4;8
211;-0.0111256928537219;0.00260591853140531;3;3;5;13;2;7;0;4;1;2;0;0;0;0;0;0;0;0;0;0
212;-0.0167905275148729;0.0206581647140033;9;4;1;14;2;7;1;0;1;1;0;0;0;0;0;0;0;0;0;0
213;0.00575125390165152;-0.007603965995465371;0;0;0;1;0;3;0;1;3;3;5;4;9;4;5;1;0;0;1;0
214;-0.0006323064093588929;-0.0114141246948934;0;0;1;1;0;3;3;6;2;4;3;2;4;5;1;1;2;0;2;0
215;-0.0117331875163621;0.004189956221977429;7;3;3;12;1;6;2;1;1;3;0;0;0;1;0;0;0;0;0;0
216;0.00873478383584989;-0.0026223536723377103;0;0;0;0;0;0;0;1;3;2;2;1;2;3;3;2;2;9;9;1
217;0.00310842666657351;-0.0103136698573984;0;0;0;0;1;2;0;0;1;4;1;2;12;5;3;3;3;0;1;2
218;-0.012304487861228997;0.00575674877275789;5;3;2;11;4;11;0;0;1;0;1;1;1;0;0;0;0;0;0;0
219;0.0102206116423199;0.000619112867669956;0;0;0;0;0;0;0;1;0;2;0;2;2;0;4;3;9;2;10;5
220;0.00569199106712017;-0.007682264427679509;0;0;0;0;0;1;0;0;2;1;5;3;11;5;4;0;3;0;1;4
221;0.008871480410012041;-0.0023452600611299198;0;0;0;0;0;0;1;0;1;1;0;0;2;3;3;4;11;4;9;1
222;0.0104822269828052;0.00124220949719286;0;0;0;0;1;0;0;1;2;0;1;1;4;3;6;2;4;5;7;3
223;-0.00540339132913315;-0.00816646702261295;1;1;1;5;2;9;2;3;7;6;0;2;0;1;0;0;0;0;0;0
224;0.0133355651663549;0.00905604968101215;0;0;0;0;0;0;0;0;0;0;3;0;0;3;3;1;12;6;5;7
225;0.0006405137824347719;-0.0113994541074803;0;0;0;2;0;5;1;3;2;5;3;5;5;2;4;1;0;1;1;0
