site;enviro;enviro2;sp_01;sp_02;sp_03;sp_04;sp_05;sp_06;sp_07;sp_08;sp_09;sp_10
74;-0.0169185052381083;0.00641277468365667;1;11;5;1;2;0;0;0;0;0
75;-0.0116864065151673;-0.00537248609247985;1;7;7;2;3;0;0;0;0;0
76;-0.0234078568934078;0.0270919580186198;3;8;9;0;0;0;0;0;0;0
77;-0.008007474514441221;-0.0110466035132234;0;3;2;5;5;4;1;0;0;0
78;0.00196794685482646;-0.0155768760880162;0;1;3;2;4;3;4;1;2;0
79;0.0199306742009445;0.0162600397309407;0;0;0;0;0;0;0;10;1;9
80;0.02015804014661;0.0169926235731816;0;0;0;0;0;0;0;7;0;13
81;-0.0132864944825138;-0.00223145115847807;0;7;8;5;0;0;0;0;0;0
82;0.0121864900553011;-0.0037722639443172204;0;0;0;0;1;2;3;6;2;6
83;0.0214702746809669;0.0213817145567795;0;0;0;0;0;1;1;9;2;7
84;0.0029206924213822;-0.0151797937236639;0;0;2;3;5;5;4;0;0;1
85;-0.0237075423424721;0.0282090911464488;1;12;7;0;0;0;0;0;0;0
86;0.0160406003782248;0.00500252423263485;0;0;0;0;1;1;2;7;1;8
87;0.00206391990667654;-0.0155434298225209;0;1;1;2;4;5;3;2;0;2
88;-0.0239024832105529;0.0289434538328037;3;8;9;0;0;0;0;0;0;0
89;-0.0197665747059614;0.0146620403036692;3;8;6;2;0;0;1;0;0;0
90;0.00711875638873743;-0.0117068581869586;0;0;2;1;0;5;5;4;1;2
91;-0.0053479841415943;-0.0138049915378267;0;4;4;1;7;1;2;0;1;0
92;0.0170452513511457;0.0076788683344742;0;0;0;1;1;0;0;7;4;7
93;0.0231694680448198;0.0274728837147922;0;0;0;0;0;0;1;6;6;7
94;-0.00289670066097068;-0.0153490145714324;1;2;4;4;2;4;2;1;0;0
95;0.0130699426260826;-0.00197003088287767;0;0;0;0;0;0;3;9;1;7
96;-0.0138913082064687;-0.0009379006202490359;0;9;9;2;0;0;0;0;0;0
97;-0.0198109559297503;0.0148008183955062;0;11;9;0;0;0;0;0;0;0
98;0.00504363464118004;-0.0137746312214274;0;0;1;4;4;3;4;3;0;1
99;0.009622749396705441;-0.00829794397218756;0;0;0;3;2;2;4;6;1;2
100;0.0113616539182985;-0.00534262524080727;0;0;0;1;1;3;2;8;0;5
101;-0.00845689180017814;-0.0104691242650115;0;4;5;6;4;1;0;0;0;0
102;0.00750050873069007;-0.0112517104181074;0;0;1;2;2;3;4;3;4;1
103;0.00106810412916157;-0.0158190551469408;0;1;0;3;2;5;4;3;1;1
104;0.0192265058426446;0.0140434524394914;0;0;0;0;0;3;2;6;2;7
105;0.0145753459352405;0.00138757304667289;0;0;0;0;1;0;1;7;3;8
106;-0.00346333421788641;-0.0150772082131816;0;1;5;0;8;0;2;2;1;1
107;-0.0150904956216878;0.00179927879376025;3;4;5;2;4;2;0;0;0;0
108;-0.0137483005102596;-0.00124902276013803;0;9;9;1;1;0;0;0;0;0
109;0.021716486910802;0.0222358115511459;0;0;0;0;0;0;2;5;1;12
110;-0.0231271540727688;0.0260585698035252;3;6;8;1;2;0;0;0;0;0
111;-0.0157339389183603;0.0033624451047881;2;8;6;3;0;1;0;0;0;0
112;-0.0148012208217452;0.0011180239217576;2;9;7;0;2;0;0;0;0;0
113;0.00148317714640337;-0.0157233803406476;0;0;0;3;5;6;2;1;2;1
114;0.00862302812147722;-0.009778805326497029;0;0;1;0;1;3;5;5;3;2
115;0.0028721869692654;-0.0152035051458037;0;1;0;7;3;3;3;3;0;0
116;0.0168089862965976;0.00703500101718283;0;0;1;0;0;1;1;6;5;6
117;-0.0233173777487248;0.0267574935895539;3;6;8;2;0;1;0;0;0;0
118;0.0186147882609009;0.0121820330531432;0;0;0;0;1;0;0;10;0;9
119;-0.0065461675938542204;-0.0127017907005258;0;3;8;2;3;2;2;0;0;0
120;0.0142274377905163;0.000579516383346174;0;0;0;0;1;0;6;5;2;6
121;0.023585375532953;0.0290339112035566;0;0;0;0;0;1;1;8;3;7
122;-0.020328929172465;0.0164437113696093;1;11;8;0;0;0;0;0;0;0
123;-0.00808674090036538;-0.0109470883746602;0;7;4;3;3;0;2;1;0;0
124;-0.00113767303518951;-0.0158667715290478;1;3;0;2;5;3;4;1;1;0
125;0.0146326745147123;0.0015225767095678;0;0;0;0;1;2;1;8;0;8
126;0.00428300635587427;-0.0143606675711196;0;1;0;1;3;4;5;4;0;2
127;-0.0144645854164653;0.000342024762873159;0;9;8;2;1;0;0;0;0;0
128;-0.005971180136529929;-0.0132597547526635;2;1;4;4;4;4;1;0;0;0
129;-5.533624268864721e-05;-0.0159402623449742;0;3;2;1;2;5;3;1;2;1
130;0.0122786045332562;-0.0035901607349952897;0;0;0;0;0;4;1;7;2;6
131;-0.0207324014554693;0.0177530622485126;2;9;9;0;0;0;0;0;0;0
132;-0.00199329816365611;-0.0156765266732731;1;4;2;3;4;3;1;1;1;0
133;0.00837787352034755;-0.0101176246318779;0;1;0;1;2;5;2;5;2;2
134;-0.0124422521442282;-0.00393958644808527;1;7;9;1;0;2;0;0;0;0
135;-0.00739382159486974;-0.0117831279939615;1;6;5;0;2;4;1;1;0;0
136;-0.00903255348400375;-0.00968239921289387;1;7;7;3;0;1;1;0;0;0
137;0.0139847219694451;2.7205566489307e-05;0;0;0;1;1;1;1;7;4;5
138;-0.0020473441433714397;-0.0156605916330317;0;0;1;5;7;3;1;0;3;0
139;0.00536798565825864;-0.0134966847917254;0;1;2;1;4;4;4;2;2;0
140;-0.007596372751182959;-0.0115466562083581;2;3;4;4;2;2;1;2;0;0
141;-0.00672222336673372;-0.0125204096222389;1;5;4;5;2;1;1;1;0;0
142;0.008438110814726679;-0.0100352605627219;0;0;0;0;1;0;0;9;2;8
143;0.010492016906204;-0.0068808438182949;0;0;0;1;1;2;1;8;1;6
144;0.0140774283774347;0.00023705488108773798;0;0;0;0;0;1;0;8;4;7
145;-0.00558896912998457;-0.0136014932402176;1;4;1;3;5;4;1;1;0;0
146;-0.0150037228631135;0.00159352475857753;1;8;9;2;0;0;0;0;0;0
147;-0.0203893001817478;0.0166379770095757;1;9;8;1;1;0;0;0;0;0
148;0.0131007823730274;-0.0019048710306728;0;0;0;0;0;4;1;6;3;6
149;-0.0226804184787531;0.0244398419991574;3;9;8;0;0;0;0;0;0;0
150;-0.0107557532463421;-0.0070116935788095;0;7;10;2;0;1;0;0;0;0
151;-0.00854444792583019;-0.0103528720367585;1;4;5;4;1;3;2;0;0;0
152;0.0065510614164001205;-0.0123407424505133;0;0;1;0;3;5;3;4;1;3
153;-0.023597895368604;0.0277987010863397;2;11;6;1;0;0;0;0;0;0
154;0.0123743904404239;-0.00339936502616775;0;0;0;0;0;2;4;6;1;7
155;0.0166680702947612;0.00665521390408906;0;0;0;0;0;0;1;7;3;9
156;-0.0218717090220909;0.0215904305630916;2;10;8;0;0;0;0;0;0;0
157;0.0204334847691186;0.0178911566663306;0;0;0;0;0;0;0;10;2;8
158;-0.000176681416598782;-0.0159413163616135;0;2;2;4;3;5;1;1;2;0
159;0.0105570678359867;-0.00676995255038482;0;0;0;0;3;1;1;6;5;4
160;0.0011561507862523;-0.015801054996094;1;0;1;4;3;2;4;2;3;0
161;0.000127438389477583;-0.0159342448677405;1;1;0;2;8;4;2;2;0;0
162;0.00228421013157411;-0.015461107138329;0;0;4;3;5;2;1;4;0;1
163;-0.014193205816921;-0.000270399283799438;1;8;10;0;1;0;0;0;0;0
164;-0.000328563130482125;-0.015939328424753;0;0;1;5;2;6;1;2;3;0
165;-0.0171279081708172;0.00697526291425023;2;6;8;3;0;1;0;0;0;0
166;-0.00130435600009439;-0.0158388620030947;0;1;3;4;1;4;2;2;2;1
167;-0.00651280955704785;-0.0127356010254636;1;3;4;7;2;2;1;0;0;0
168;0.007915436144761959;-0.0107306650382191;0;0;0;1;0;5;5;5;2;2
169;-0.011865358316893001;-0.00504146437062595;1;4;7;2;1;3;0;2;0;0
170;0.0126834376744106;-0.00277380376679209;0;0;0;1;0;0;1;8;1;9
171;0.0045370751453320205;-0.0141751736605358;0;0;0;2;5;4;1;6;0;2
172;0.011087007225432;-0.0058414449047796396;0;0;0;0;0;1;2;9;0;8
173;-0.0020596765340995;-0.0156568902840939;1;0;3;4;4;5;2;0;1;0
174;-0.0177896533746896;0.00879875393881319;0;11;8;1;0;0;0;0;0;0
175;0.0106692749221427;-0.00657708984301958;0;0;0;0;2;5;3;4;3;3
176;-0.005064888756812671;-0.0140322257723595;0;5;6;1;5;0;1;2;0;0
177;-0.00843281842063888;-0.0105008734155184;0;7;9;2;2;0;0;0;0;0
178;0.007599934582266891;-0.011129356291743999;0;0;0;3;3;4;4;4;0;2
179;-0.0171111382431343;0.00692995887944609;2;10;6;0;1;1;0;0;0;0
180;0.0203921338958532;0.0177554937572938;0;0;0;0;0;0;0;9;2;9
181;0.0146422292536118;0.00154512819202649;0;0;0;0;0;0;4;8;1;7
182;0.0094212823086916;-0.008609188683329659;0;0;0;1;1;3;5;6;1;3
183;-0.0174689549206619;0.007906327596555171;2;8;8;0;2;0;0;0;0;0
184;-0.0187650074908696;0.0116136721550188;1;10;9;0;0;0;0;0;0;0
185;-0.00437406643810316;-0.0145331140246561;0;4;5;3;4;1;2;1;0;0
186;-0.00897790457367483;-0.00975935400111705;1;6;7;3;1;0;2;0;0;0
187;0.000257734180599642;-0.0159267042482445;0;1;3;3;3;6;3;0;0;1
188;0.0114089741507241;-0.0052554669449309;0;0;0;1;0;4;0;4;5;6
189;0.00174633386367162;-0.0156484983931768;0;0;0;4;2;6;5;2;1;0
190;0.00950590747107421;-0.00847924002886957;0;0;0;0;1;1;1;8;2;7
191;0.0199605945287061;0.016355973634401;0;0;0;0;1;1;1;6;4;7
192;0.0184709860959061;0.011753110308068998;0;0;0;0;0;0;0;10;4;6
193;-0.0113593347368951;-0.00596430739282831;1;7;7;3;0;2;0;0;0;0
194;-0.0146747263543135;0.000824315250462425;4;7;5;1;0;3;0;0;0;0
195;0.0156734000606917;0.0040644653353608794;0;0;0;0;0;2;1;7;5;5
196;-0.00684198094022147;-0.0123942063751746;1;4;3;3;3;3;1;2;0;0
197;-0.00277192585709274;-0.01540199202025;0;1;5;3;3;3;4;0;1;0
198;0.0037469398686286602;-0.014718290078622;0;1;1;1;2;6;4;2;1;2
199;-0.0061664116715963;-0.0130762119679579;2;2;7;4;1;3;0;1;0;0
200;0.00929567753977747;-0.008799960359523129;0;0;0;0;1;2;6;5;4;2
201;0.00246537470146145;-0.0153876095824861;1;0;2;4;3;6;1;1;1;1
202;0.00140790731916553;-0.0157427684756634;0;1;0;2;4;0;6;6;1;0
203;-0.0221570173098726;0.0225837864733751;3;8;8;1;0;0;0;0;0;0
204;0.00921858662791694;-0.008915802657880379;0;0;0;1;0;3;4;5;3;4
205;-0.0199470138331684;0.0152282218697021;2;7;8;1;2;0;0;0;0;0
206;-0.011839000019326999;-0.00509054200201553;2;6;10;1;1;0;0;0;0;0
207;0.0148157426454739;0.00195719303418273;0;0;0;0;0;0;2;8;4;6
208;-0.0006695300221907;-0.0159214732524538;1;0;1;1;8;5;2;2;0;0
209;0.0125418134892292;-0.0030623635344349197;0;0;1;0;1;1;1;9;2;5
210;0.0136835175415481;-0.000645142189196069;0;0;0;1;0;1;4;8;2;4
211;0.018369014986756003;0.0114509555231915;0;0;0;0;0;0;0;8;2;10
212;-0.0238896556476924;0.0288949448856349;2;9;5;3;1;0;0;0;0;0
213;0.00846154828438828;-0.0100030575896154;0;0;1;2;3;3;0;6;2;3
214;0.008270901406380409;-0.010262464989771;0;0;0;1;1;4;3;5;4;2
215;0.00871906465981518;-0.009643465349318321;0;0;1;0;0;1;1;5;6;6
216;0.019073111903093003;0.0135710811297518;0;0;0;0;0;1;2;7;2;8
217;0.0188556443099198;0.0129078246607015;0;0;0;0;0;0;1;9;1;9
218;-0.0143094455647872;-9.517488168257739e-06;0;8;10;2;0;0;0;0;0;0
219;-0.0217371556360701;0.0211264592359991;3;9;8;0;0;0;0;0;0;0
220;-0.0157172892891446;0.0033211651916510102;2;7;8;3;0;0;0;0;0;0
221;0.00176773593405861;-0.0156419230224698;0;1;3;2;1;8;2;3;0;0
222;-0.0038568160986093398;-0.0148583525213476;0;4;3;3;5;1;2;1;1;0
223;-0.0082516942686094;-0.0107367868439809;0;4;8;6;1;0;1;0;0;0
224;-0.00481736163753945;-0.0142204427494547;0;2;2;6;5;2;0;3;0;0
225;-0.00659681161921585;-0.0126501209745771;2;2;6;3;2;3;2;0;0;0
226;0.00221390329591636;-0.0154882212478609;0;1;2;3;5;3;0;5;0;1
227;-0.013714064090138001;-0.00132302261642987;0;9;8;3;0;0;0;0;0;0
228;0.0237247158338697;0.0295630636712154;0;0;0;0;0;1;0;9;1;9
229;0.0143954627586461;0.000967364917793408;0;0;0;0;0;2;1;9;0;8
230;0.00213347754559454;-0.0155182716316857;0;0;2;2;2;4;5;2;1;2
231;0.0136465078743242;-0.00072675751627143;0;0;0;0;1;3;4;5;1;6
232;0.00996999251765992;-0.0077463064086107794;0;0;0;1;2;3;0;8;2;4
233;-0.0220782712771816;0.0223083206352853;3;8;8;1;0;0;0;0;0;0
234;-0.0188259384285024;0.0117945538176129;0;7;12;1;0;0;0;0;0;0
235;-0.0151364684236365;0.0019087750447505899;1;9;8;2;0;0;0;0;0;0
236;-0.0234159381502515;0.0271218945996875;0;11;8;1;0;0;0;0;0;0
237;-0.00352143565826496;-0.0150464449780019;0;0;3;7;4;4;1;0;0;1
238;0.01091028949636;-0.00615604692335183;0;0;0;0;3;2;5;2;5;3
239;0.021864945028742998;0.0227554742759899;0;0;0;0;0;0;0;9;2;9
240;0.0175680982548956;0.00913535672498645;0;0;0;0;0;0;2;9;2;7
241;0.0189874911377418;0.013309045884621002;0;0;0;0;0;0;0;10;0;10
242;-0.004494331600107221;-0.0144513829822679;0;6;4;2;5;1;0;1;0;1
243;-0.0199599401427997;0.0152689812184191;1;9;8;2;0;0;0;0;0;0
244;-0.00248295907336352;-0.0155151546976701;1;1;3;2;2;4;4;2;1;0
245;-0.0234973632340753;0.0274241102627917;5;6;6;2;1;0;0;0;0;0
246;0.0223022692397198;0.0243066997472522;0;0;0;1;0;0;0;8;1;10
247;0.0022691913859579802;-0.0154669653524106;0;0;2;1;5;6;5;1;0;0
248;0.0116095911378104;-0.00488199001537899;0;0;0;0;1;4;2;7;1;5
249;0.0035523404117775797;-0.0148367803231449;0;2;0;2;0;10;2;3;1;0
250;0.011250200051566002;-0.005546499857013071;0;0;0;0;0;2;5;9;1;3
251;-0.0019192341976454602;-0.0156976076897353;0;2;4;5;1;4;1;2;1;0
252;-0.0095327078449441;-0.00895598403057087;1;6;10;1;1;0;1;0;0;0
253;0.0208617373340408;0.0193121843267041;0;0;0;0;0;0;0;9;0;11
254;-0.0118026690395133;-0.00515800668275519;1;4;7;4;3;0;1;0;0;0
255;0.00628272495456926;-0.0126224864830522;0;0;0;0;1;7;4;3;3;2
256;0.017190269332948;0.008078476550465959;0;0;0;0;1;4;1;6;4;4
257;-0.0178020029348608;0.008833447567402829;5;6;8;1;0;0;0;0;0;0
258;-0.00936495168871689;-0.00920407399028942;0;8;10;0;0;0;1;1;0;0
259;0.0187891159652899;0.0127064249732491;0;0;0;0;0;2;2;8;2;6
260;-0.0128875119189863;-0.0030528609067164;1;9;7;2;1;0;0;0;0;0
261;-0.0009408291118791141;-0.0158940284090497;0;2;4;0;4;6;3;1;0;0
262;0.00202392998145356;-0.0155575445865992;1;1;0;2;3;4;3;5;0;1
263;-0.0231179787358628;0.0260250033961171;1;8;11;0;0;0;0;0;0;0
264;0.0204373921096255;0.0179039898643806;0;0;0;0;0;0;1;10;1;8
265;0.0144006326824671;0.000979369904539105;0;0;0;0;0;1;3;7;2;7
266;0.0181816309658924;0.0109000313344982;0;0;0;0;0;1;0;9;2;8
267;-0.00163341977086191;-0.0157707624781403;0;1;4;4;2;3;4;2;0;0
268;0.0092692300802147;-0.008839808939902591;0;0;0;1;1;0;1;9;3;5
269;0.023231719119357997;0.0277047764343748;0;0;0;0;0;0;0;8;2;10
270;-0.00534349652335161;-0.0138086932885511;2;2;2;3;6;3;1;1;0;0
271;0.0193678404957316;0.0144820073200721;0;0;0;0;1;1;3;9;1;5
272;-0.0177875214759534;0.0087927672545297;2;9;7;2;0;0;0;0;0;0
273;-0.014405354916655;0.00020735749856075502;1;7;9;2;1;0;0;0;0;0
274;-0.0212135098812814;0.0193482749856506;3;10;7;0;0;0;0;0;0;0
275;0.0225634744385333;0.0252477574983661;0;0;0;0;0;1;0;7;1;11
276;0.0158512657715397;0.00451616160336874;0;0;0;1;0;2;2;7;4;4
277;0.00162755677999735;-0.0156836634190162;0;1;2;2;3;7;3;1;1;0
278;-0.0122592637030546;-0.00429484219571002;0;10;9;0;1;0;0;0;0;0
279;-0.0012740032450761901;-0.015844274069883996;1;1;3;2;5;3;3;2;0;0
280;-0.00949143284084091;-0.00901744054611006;0;5;4;6;1;1;3;0;0;0
281;0.000739603612761857;-0.0158753082468959;1;1;4;4;4;0;4;1;0;1
282;0.0169043936894589;0.00729393334173672;0;0;0;0;0;2;2;7;6;3
283;-0.0172634456423463;0.00734306317393215;3;6;8;2;1;0;0;0;0;0
284;-0.0101521261241736;-0.0080010848853064;1;8;5;1;3;1;1;0;0;0
285;-0.0033589577798768698;-0.0151311213461118;0;5;4;4;3;2;2;0;0;0
286;-0.0174608496063722;0.00788398485630918;1;9;8;0;2;0;0;0;0;0
287;0.0218258874334951;0.0226184165577955;0;0;0;0;0;0;0;7;4;9
288;0.015111341755845;0.00267024197367521;0;0;0;0;0;5;4;6;3;2
289;-0.0059607096752711895;-0.013269426687921002;1;3;6;3;4;2;1;0;0;0
290;0.0223255466784858;0.0243901212252439;0;0;0;0;0;1;0;8;1;10
291;-0.0113071544733653;-0.00605714805128993;0;10;8;0;1;0;1;0;0;0
292;-0.0146740135415114;0.000822667390182493;1;6;8;5;0;0;0;0;0;0
293;-0.0241072071891047;0.0297211912457309;1;8;11;0;0;0;0;0;0;0
294;0.0117495243688143;-0.00461768668138549;0;0;0;0;0;2;6;6;2;4
295;-0.0105939911022582;-0.00728253054418119;5;4;3;1;2;3;1;1;0;0
296;0.0114679014435628;-0.00514643084974351;0;0;0;0;2;1;1;8;0;8
297;0.0035822116695405103;-0.0148189840741313;0;0;2;5;5;2;3;3;0;0
298;0.009784159084034409;-0.00804391570035959;0;0;0;1;1;2;6;5;3;2
299;0.0203830164608715;0.0177256181760111;0;0;0;0;1;1;0;8;1;9
300;0.023084322158398;0.0271567052666682;0;0;0;0;0;1;2;7;3;7
301;0.0069792715184130395;-0.0118673661143644;0;0;0;2;3;4;4;2;3;2
302;0.0190229212499107;0.0134173350834329;0;0;0;0;1;0;1;8;3;7
303;-0.0134527927193021;-0.0018815910857598;3;8;8;0;1;0;0;0;0;0
304;-0.0101325209685977;-0.00803224548529439;0;6;9;2;1;1;0;1;0;0
305;0.0148546190064628;0.00205017582710759;0;0;0;0;0;3;2;6;2;7
306;-0.0140674681533711;-0.000550172879886941;2;10;8;0;0;0;0;0;0;0
307;-0.00997138623956228;-0.0082860333901456;0;10;4;1;0;4;1;0;0;0
308;-0.0178391349905495;0.00893790910707304;0;7;11;1;1;0;0;0;0;0
309;-0.0103856016723365;-0.00762528784422766;0;6;7;2;2;0;2;1;0;0
310;-0.00372573029961054;-0.0149340040206727;0;1;5;4;7;2;0;1;0;0
311;-0.023622381174347;0.0278901811286095;3;9;8;0;0;0;0;0;0;0
312;-0.0221058135471823;0.0224045553770179;4;8;8;0;0;0;0;0;0;0
313;-0.00898379070373492;-0.0097510882218141;1;6;5;4;1;2;0;1;0;0
314;0.0154894636482703;0.00360265589612839;0;0;0;0;1;2;2;8;1;6
315;-0.0173913581394767;0.0076928575839281;1;10;7;1;1;0;0;0;0;0
316;0.00312157413026812;-0.0150776021325155;1;0;2;2;5;2;6;1;1;0
317;0.0073485900373321;-0.0114356195219329;0;0;0;0;3;2;3;7;1;4
318;-0.0215635769598727;0.0205321821442915;2;10;8;0;0;0;0;0;0;0
319;-0.017761673137814998;0.008720238969337879;0;8;10;2;0;0;0;0;0;0
320;-0.005646363184813001;-0.0135516623904214;1;2;5;3;5;1;3;0;0;0
321;-0.00789169136364313;-0.0111901639070301;1;4;8;1;3;0;3;0;0;0
322;-0.0208102223271019;0.018008591996678;5;7;8;0;0;0;0;0;0;0
323;-0.0119159565308545;-0.00494694309014852;1;7;5;4;2;1;0;0;0;0
324;-0.00024185172345186098;-0.0159409137231055;0;0;3;1;7;3;1;3;1;1
325;-0.00621090547434478;-0.0130335320132352;0;4;7;3;0;3;2;0;0;1
326;0.00117579216845419;-0.0157968709696852;0;2;1;3;2;4;4;1;2;1
327;-0.0173318126567942;0.00752969779395505;0;7;10;2;1;0;0;0;0;0
328;-0.00415689872588369;-0.0146748590914399;0;6;3;2;4;3;1;1;0;0
329;-0.00754416451988882;-0.011608233131348998;2;6;5;2;3;1;0;1;0;0
330;-0.0156626362774762;0.003185972943658;3;6;9;2;0;0;0;0;0;0
331;0.0211493950263899;0.0202831022402704;0;0;0;0;0;1;1;7;3;8
332;-0.020951233041789;0.0184740687830817;0;10;9;0;1;0;0;0;0;0
333;0.0231977513538274;0.0275781658687312;0;0;0;0;0;0;2;6;2;10
334;-0.0127327687735834;-0.003364611374407;1;6;7;3;1;2;0;0;0;0
335;-0.007326084175360341;-0.0118607500860194;1;6;8;3;2;0;0;0;0;0
336;-0.00562930892755679;-0.0135665241195882;0;5;7;2;1;3;2;0;0;0
337;0.014885466225711;0.00212412627361773;0;0;0;0;0;0;2;10;1;7
